galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,v_obs_segment_kms,v_vis_segment_kms,v_err_segment_kms,mass_bar_segment_msun,n_points,density_ref_gal_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_density_eff_msun_per_kpc3,alpha_geom_i,alpha_dens_i,Dw_i,state_term_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,causal_horizon_kpc,ell_info_kpc,c_info_gal,tau_struct_gal,propagation_term_i,history_term_i,delta_struct_i,DeltaD_i
NGC5907,1,5.03,15.1,10.065,10.07,15.51,226.8,214.54029707471642,4.4,107713758420.55627,5,56853720.71159631,1572.0090704999998,68519807.195703,2.2506525151347017,2.212590988732082,2.2316217519333916,0.43962985409592503,2.212142274339027,-0.0026200470267156765,0.4762750271144948,10.07,10.07,1.0,2.0,0.10588562806144085,0.4777742945351874,0.45488763027162993,0.45488763027162993
NGC5907,2,17.61,25.16,21.384999999999998,7.550000000000001,15.51,228.0,208.05811317104434,4.5,215237634893.0507,4,56853720.71159631,2504.1941925000006,85950856.18267228,2.1788524634195157,2.2064731300698104,2.192662796744663,0.47324651562014475,2.1824833419966057,-0.0033044978048493157,0.534226647512698,10.07,10.07,1.0,2.0,0.11848111759346501,0.5058578882278827,0.48629106466323996,0.48629106466323996
NGC5907,3,27.68,37.75,32.715,10.07,15.51,217.0,174.22505643645147,2.0,230891421593.72415,5,56853720.71159631,5109.6151755,45187634.22748961,2.1265178520279027,2.1198131025956224,2.1231654773117627,0.5241672516244954,2.1372817039972425,-0.0031421029072784407,0.5216686229204861,10.07,10.07,1.0,2.0,0.14064233347048602,0.5485711088641158,0.5339287945203436,0.5339287945203436
NGC5907,4,40.26,50.33,45.295,10.07,15.51,215.8,148.05471556378245,3.6,230852402090.8278,5,56853720.71159631,7074.431281499999,32631937.876691043,2.1048872542055097,2.0871464216650946,2.096016837935302,0.5414822871716755,2.1095911576235324,-0.002201156309515902,0.4331082530006717,10.07,10.07,1.0,2.0,0.11299302174576732,0.4940015589840658,0.5224899958966316,0.5224899958966316
