galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,Dw_smooth_i,dDw_dr_i,state_term_i,propagation_source_i,propagation_term_i,history_term_i,delta_struct_i,DeltaD_i,causal_horizon_kpc,ell_info_kpc,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC4013,5.49,198.0,215.85462932260685,10.0,1.63,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4013_structure_enriched.csv,2.221887871903171,2.186719233644811,-0.005935576292135517,0.40782485690017645,0.5,0.07713934282199966,0.5,0.44469491414010587,0.44469491414010587,4.42,4.42,1600046992.1374807,54.99155449999999,1,215.85462932260685,0.09017489556872149,0.04010031744252562
NGC4013,6.17,195.0,222.74844466348134,5.0,1.63,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4013_structure_enriched.csv,2.221887871903171,2.186719233644811,-0.005935576292135517,0.40782485690017645,0.5,0.07713934282199966,0.5,0.44469491414010587,0.44469491414010587,4.42,4.42,1600046992.1374807,54.99155449999999,1,222.74844466348134,0.1422997162229812,0.06327996008794005
NGC4013,6.92,194.0,226.13797160140976,4.0,1.63,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4013_structure_enriched.csv,2.221887871903171,2.186719233644811,-0.005935576292135517,0.40782485690017645,0.5,0.07713934282199966,0.5,0.44469491414010587,0.44469491414010587,4.42,4.42,1600046992.1374807,54.99155449999999,1,226.13797160140976,0.1656596474299472,0.07366800269034059
NGC4013,7.69,195.0,227.14213831871882,3.0,1.63,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4013_structure_enriched.csv,2.221818710372673,2.1866895557633503,-0.005936461698975775,0.4078792992374192,0.5000346630827008,0.07716427602885181,0.5000693993424995,0.4447553392794513,0.4447553392794513,4.42,4.42,1599507545.016825,55.02794701474925,1,227.14213831871882,0.1648314785575324,0.07330968016978893
NGC4013,8.36,195.0,225.69941005682756,3.0,1.63,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4013_structure_enriched.csv,2.2125510652859077,2.1827127196476197,-0.00605510621557044,0.4151745724279541,0.5046795161646105,0.08050532574704047,0.5093689112374324,0.4528523079517454,0.4528523079517454,4.42,4.42,1527221630.8489482,59.904543991150426,1,225.69941005682756,0.15743287208629517,0.07129383947175068
NGC4013,9.12,195.0,221.78880832900472,3.0,1.63,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4013_structure_enriched.csv,2.202038512650174,2.1782016816655965,-0.006189688055289761,0.42344980768885926,0.5099483047351347,0.0842951731885679,0.5199176112973564,0.4620369291322581,0.4620369291322581,4.42,4.42,1445225668.5092673,65.43620623303832,1,221.78880832900472,0.13737850425130627,0.06347394223305641
NGC4013,9.88,192.0,213.98334327699433,7.0,1.63,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4013_structure_enriched.csv,2.19152596001444,2.1736906436835737,-0.006324269895009083,0.43172504294976444,0.5152170933056591,0.08808502063009534,0.5304663113572803,0.4712215503127708,0.4712215503127708,4.42,4.42,1363229706.169586,70.96786847492623,1,213.98334327699433,0.11449657956767882,0.05395325572939113
NGC4013,10.56,188.0,203.82179324105653,8.0,1.63,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4013_structure_enriched.csv,2.182119991866678,2.1696544518049214,-0.006444685225284265,0.4391292008147849,0.5199312725529703,0.0914759367619883,0.5399046219372122,0.4794393692637558,0.4794393692637558,4.42,4.42,1289864897.7603977,75.91725048082594,2,203.82179324105653,0.08415847468647088,0.04034888602188136
NGC4013,11.31,186.0,193.8722992074938,7.0,1.63,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4013_structure_enriched.csv,2.1717457622919403,2.16520276958582,-0.006577496251323069,0.44729555140120447,0.5251307349580931,0.09521591778981142,0.5503145233121371,0.48850314016557755,0.48850314016557755,4.42,4.42,1208947829.6620283,81.37612769321532,2,193.8722992074938,0.04232418928760105,0.020675499371955414
NGC4013,12.08,186.0,185.08774702826764,6.0,1.63,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4013_structure_enriched.csv,2.16109488659521,2.1606323758408754,-0.006713848904722907,0.45567967133659526,0.5304688496940191,0.09905563164504316,0.5610020220570601,0.4978086116247812,0.4978086116247812,4.42,4.42,1125872973.0810356,86.98057496460174,2,185.08774702826764,0.004904585869528803,0.0024415450823046534
