galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
KK98-251,0.25,4.25,2.0,1.87,2.88,0.0,72.25,3.433846240005513,0.8161537599944868,0.8161537599944868,0.1920361788222322
KK98-251,0.41,6.84,2.0,3.32,3.93,0.0,114.11121951219512,5.1999210900899975,1.6400789099100024,1.6400789099100024,0.23977761840789508
KK98-251,0.57,9.56,2.0,4.8,4.8,0.0,160.33964912280703,6.929216580038827,2.6307834199611735,2.6307834199611735,0.27518655020514365
KK98-251,0.74,12.3,2.0,6.44,6.36,0.0,204.44594594594597,9.289583476362035,3.010416523637966,3.010416523637966,0.24474931086487528
KK98-251,0.9,15.1,2.0,8.03,7.43,0.0,253.34444444444443,11.290755032107533,3.8092449678924662,3.8092449678924662,0.25226787866837524
KK98-251,1.07,17.5,2.0,9.79,8.56,0.0,286.21495327102804,13.481713276885761,4.0182867231142385,4.0182867231142385,0.2296163841779565
KK98-251,1.24,19.7,2.0,11.57,9.52,0.0,312.97580645161287,15.58352794043756,4.1164720595624384,4.1164720595624384,0.20895797256662124
KK98-251,1.4,21.8,2.0,13.11,10.08,0.0,339.4571428571429,17.26622086152908,4.533779138470919,4.533779138470919,0.2079715201133449
KK98-251,1.57,24.4,2.0,14.44,10.55,0.0,379.21019108280245,18.784930385059045,5.615069614940953,5.615069614940953,0.2301258038910227
KK98-251,1.72,27.3,2.0,15.54,10.95,0.0,433.30813953488376,20.108671608212394,7.191328391787607,7.191328391787607,0.26341862240980246
KK98-251,1.89,30.3,2.0,16.53,11.36,0.0,485.7619047619048,21.448959189537163,8.851040810462838,8.851040810462838,0.29211355810108375
KK98-251,2.06,32.6,2.0,17.3,11.57,0.0,515.9029126213592,22.563667312450473,10.036332687549528,10.036332687549528,0.3078629658757524
KK98-251,2.46,33.3,2.0,18.07,12.23,0.0,450.76829268292676,24.426836528716382,8.873163471283615,8.873163471283615,0.2664613655040125
KK98-251,2.79,34.6,2.0,18.07,12.94,0.0,429.0896057347671,25.508192317768806,9.091807682231195,9.091807682231195,0.26276900815697096
KK98-251,3.13,34.2,2.0,17.41,12.45,0.0,373.6869009584665,25.530493910571114,8.66950608942889,8.66950608942889,0.2534943301002599
