galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC2841,3.44,285.0,289.9312589218348,14.4,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.360842532920203,0.05949324800127709,0.5,0.028216911764705883,0.23431164140349117,0.23431164140349117,2973081534.858096,31.15743,1,289.9312589218348,0.017302662883630866,0.004054215340914812
NGC2841,3.77,297.0,286.07929722368937,13.6,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.360842532920203,0.05949324800127709,0.5,0.028216911764705883,0.23431164140349117,0.23431164140349117,2973081534.858096,31.15743,1,286.07929722368937,0.03677004301788092,0.008615649133996659
NGC2841,4.13,303.0,284.22515177232293,8.47,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.360842532920203,0.05949324800127709,0.5,0.028216911764705883,0.23431164140349117,0.23431164140349117,2973081534.858096,31.15743,1,284.22515177232293,0.061963195470881416,0.014518698037387595
NGC2841,4.47,306.0,282.78312361242496,5.93,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.360842532920203,0.05949324800127709,0.5,0.028216911764705883,0.23431164140349117,0.23431164140349117,2973081534.858096,31.15743,1,282.78312361242496,0.07587214505743478,0.017777726845211325
NGC2841,4.8,307.0,281.6261658653187,5.93,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.360842532920203,0.05949324800127709,0.5,0.028216911764705883,0.23431164140349117,0.23431164140349117,2973081534.858096,31.15743,1,281.6261658653187,0.08265092552013459,0.019366074022140432
NGC2841,5.13,304.0,281.0518416591501,8.47,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.3581462015049404,0.06273998602554028,0.5085160699236587,0.02966459880643447,0.24158667783035673,0.24158667783035673,2977027134.6093874,32.128164000000005,1,281.0518416591501,0.075487362963322,0.018236741236483275
NGC2841,5.48,308.0,281.0117926351134,8.47,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.352057711212412,0.07007132995129585,0.5277459052351461,0.032933569545821606,0.25801417943940796,0.25801417943940796,2985936553.4026256,34.320144000000006,1,281.0117926351134,0.08762404988599543,0.02260824733049286
NGC2841,5.83,313.0,280.55263213878425,12.7,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.3459692209198835,0.07740267387705141,0.5469757405466333,0.03620254028520874,0.2744416810484592,0.2744416810484592,2994845972.1958637,36.512124,1,280.55263213878425,0.10366571201666375,0.028450192272938653
NGC2841,6.16,314.0,280.233626461922,9.32,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.340228644358357,0.08431508386419238,0.5651067281260358,0.039284712696630884,0.28993046827985036,0.28993046827985036,3003246281.343774,38.57884800000001,1,280.233626461922,0.10753622145884723,0.031178027044609268
NGC2841,6.51,315.0,282.3840592172299,6.78,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.3341401540658286,0.09164642778994794,0.584336563437523,0.042553683436018015,0.3063579698889015,0.3063579698889015,3012155700.137012,40.770828,1,282.3840592172299,0.10354266915165114,0.03172112191817803
NGC2841,6.86,317.0,284.37957257862246,8.47,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.3280516637733,0.09897777171570352,0.6035663987490104,0.04582265417540515,0.3227854714979528,0.3227854714979528,3021065118.9302506,42.962808,2,284.37957257862246,0.10290355653431402,0.03321577301474479
NGC2841,7.18,320.0,285.497386678057,7.63,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.322485044077274,0.10568071473353718,0.6211479624623703,0.048811427422844805,0.3378049015405139,0.3378049015405139,3029210873.255497,44.966904,2,285.497386678057,0.10782066663107184,0.036422349675341796
NGC2841,7.51,316.0,286.64103840866886,20.5,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.3167444675157474,0.11259312472067814,0.6392789500417726,0.05189359983426696,0.35329368877190503,0.35329368877190503,3037611182.403407,47.033628,2,286.64103840866886,0.09290810630168081,0.03282384759213309
NGC2841,7.85,318.0,288.61413842707015,23.4,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.31082993408872,0.11971500167712641,0.6579593614872175,0.0550691714096716,0.3692518331921262,0.3692518331921262,3046266046.3739815,49.162980000000005,2,288.61413842707015,0.09240836972619451,0.0341219599236931
