galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
UGC06917,1.74,59.2,56.25,3.5,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.2103810495241056,0.07270884445441439,0.5,0.21109770808202652,0.4404763329934475,0.4404763329934475,130620781.02445333,23.819250000000004,1,56.25,0.04983108108108113,0.021949411863693775
UGC06917,2.61,71.2,59.09,4.0,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.2103810495241056,0.07270884445441439,0.5,0.21109770808202652,0.4404763329934475,0.4404763329934475,130620781.02445333,23.819250000000004,1,59.09,0.17008426966292134,0.07491809540099226
UGC06917,3.5,84.5,62.05093391722642,4.4,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.210229572764826,0.07270884445441439,0.5,0.2113354300801705,0.4407005006957598,0.4407005006957598,130618816.78181803,23.916463187500003,1,62.05093391722642,0.26566942109791214,0.11708064689740252
UGC06917,4.37,93.5,65.39440725322005,4.5,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.197051094707463,0.07270884445441439,0.5,0.23201724391869796,0.46020309079692856,0.46020309079692856,130447927.67254691,32.374010500000004,1,65.39440725322005,0.3005945748318711,0.1383345524144157
UGC06917,5.24,97.5,66.8194320538569,3.5,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.1838726166501004,0.07270884445441439,0.5,0.25269905775722545,0.4797056808980974,0.4797056808980974,130277038.56327578,40.83155781250001,1,66.8194320538569,0.31467249175531387,0.15095018191738377
UGC06917,6.11,100.0,67.61448143704128,3.5,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.170694138592738,0.07270884445441439,0.5,0.27338087159575286,0.4992082709992662,0.4992082709992662,130106149.45400466,49.289105125000006,2,67.61448143704128,0.3238551856295872,0.16167118727229263
UGC06917,6.98,101.0,68.84792662092302,4.0,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.1575156605353754,0.07270884445441439,0.5,0.2940626854342803,0.518710861100435,0.518710861100435,129935260.34473354,57.7466524375,2,68.84792662092302,0.318337360188881,0.16512504622401378
UGC06917,7.85,103.0,68.72155193241782,3.5,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.1443371824780124,0.07270884445441439,0.5,0.3147444992728078,0.5382134512016037,0.5382134512016037,129764371.23546241,66.20419975,2,68.72155193241782,0.33280046667555513,0.17911768773095482
UGC06917,8.72,105.0,68.44422912123417,4.0,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.1376722050696912,0.07270884445441439,0.5,0.32520426719114354,0.5480768301033443,0.5480768301033443,129677944.5595092,70.48158000000001,2,68.44422912123417,0.34815019884538884,0.1908130573830297
UGC06917,9.6,110.0,68.9585382675706,4.9,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.1376722050696912,0.07270884445441439,0.5,0.32520426719114354,0.5480768301033443,0.5480768301033443,129677944.5595092,70.48158000000001,2,68.9585382675706,0.37310419756754,0.2044897659010692
UGC06917,10.47,111.0,70.57971167410646,6.0,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.1376722050696912,0.07270884445441439,0.5,0.32520426719114354,0.5480768301033443,0.5480768301033443,129677944.5595092,70.48158000000001,2,70.57971167410646,0.36414674167471656,0.19958039186954002
