galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,volume_kpc3,m_enc_inner_msun,m_enc_outer_msun,m_shell_msun,rho_eff_msun_per_kpc3,v_bar_internal_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,d_i,d_gal_mean,sigma_i,sigma_norm,beta_i,psi_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,sigma_desc_i,tau_i,v_desc_segment_kms,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,g_transform_km2s2_per_kpc
ESO563-G021,1,0.45,4.9,2.6750000000000003,4.45,0.35,26.177713485118655,444645724.9744822,35206597694.441414,34761951969.466934,1327921630.3298678,133.77833333333334,101.05,6.423333333333333,6,42.41,3.3190566089620868,3.267345864204473,0.051710744757613725,0.19342264714468899,0.85,0.41433070985520626,0.9299681453968179,0.5,0.0630747465220467,0.46498407269840897,0.06197337002763119,0.01014867254699487,134.45545594566804,6690.333633437176,6758.231638713075,67.89800527589887
ESO563-G021,2,5.79,12.06,8.925,6.2700000000000005,0.35,123.061917647705,53413774949.71995,212118565278.51096,158704790328.79102,1289633652.4116461,237.24166715144466,270.8333333333333,5.251666666666668,6,42.41,3.315795029517921,3.267345864204473,0.048449165313448006,0.18122279713439976,0.85,0.8322029389998141,0.9280385878490676,0.5,0.21044564961094084,0.4640192939245338,0.05807358077769495,0.019061752002550704,239.49211432187877,6306.286681545866,6426.495554326481,120.20887278061582
ESO563-G021,3,13.44,21.94,17.69,8.500000000000002,0.35,330.6699055499206,241472075206.40982,385956725096.78186,144484649890.37204,436945266.1562498,278.4423539022395,314.6666666666667,13.983333333333334,6,42.41,3.201687117372589,3.267345864204473,-0.06565874683188389,-0.2455947730003647,0.85,0.9709285881982807,0.8137612782847401,0.5,0.417118604102806,0.40688063914237005,-0.07862785776183914,-0.02640278157080161,274.741938876545,4382.710257016393,4266.994515412278,-115.71574160411546
ESO563-G021,4,23.68,32.18,27.93,8.5,0.35,522.0808627478393,414032098918.601,398509622598.9384,1e-12,1.9154120967712843e-15,252.23871582961138,313.1666666666667,9.881666666666666,6,42.41,3.0,3.267345864204473,-0.26734586420447304,-1.0,0.85,0.9962500021037501,1.9154120967712844e-23,0.5,0.6585710917236501,9.577060483856422e-24,-0.31024369614212854,-2.5160684794246222e-24,252.23871582961138,2277.993904882615,2277.993904882615,0.0
ESO563-G021,5,33.91,42.41,38.16,8.5,0.35,713.3048951828696,396669789075.10266,382575157918.20795,1e-12,1.4019250488160894e-15,209.86750819634457,316.8333333333333,9.916666666666666,6,42.41,3.0,3.267345864204473,-0.26734586420447304,-1.0,0.85,0.9995153094927018,1.4019250488160894e-23,0.5,0.899787785899552,7.009625244080447e-24,-0.31024369614212854,-1.847592292948843e-24,209.86750819634457,1154.202594249024,1154.202594249024,0.0
