galaxy,source_file,beta_mode,beta_mean,beta_max,d_eff_mean,d_eff_max,cinfo_cap_mean,eta_mean,projection_mean,struct_to_bar_ratio_mean,struct_to_bar_ratio_max,sigma_flip_severity,a_newton_source,rmse_kmps,mean_absolute_fractional_error,n_points,status,error
UGC11914,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC11914_normalized.csv,local_structural_coupling_v6,101.12661427404859,119.77258946589332,2.3699237440889998,2.464796649374362,0.7351267943254397,0.4879218714417374,0.47400349172927747,0.0002752742206751324,0.000994314373280767,0.041860650764264484,baryonic_velocity_components,20.18182120470836,0.06808608643403664,65,ok,
NGC3521,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3521_normalized.csv,local_structural_coupling_v6,105.99547709924519,121.82739317031717,2.380790820196976,2.487031085529425,0.7455591873890968,0.49749238419464237,0.5232464256551217,0.00043481159930012993,0.0009503715419057629,0.08813056777545347,baryonic_velocity_components,52.45781506112221,0.24554952430021312,41,ok,
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2841_normalized.csv,local_structural_coupling_v6,104.02911492597237,132.98713889097195,2.428847027072089,2.485198299022324,0.7916931459892054,0.5348053802245292,0.5436754839862215,0.0004059544652664314,0.0009674106403464652,0.08890073920767427,baryonic_velocity_components,87.89690179470674,0.25271940571300416,50,ok,
NGC4559,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4559_normalized.csv,local_structural_coupling_v6,100.24298553922247,126.71424912833017,2.386377170163806,2.478661382845691,0.7509220833572541,0.5032597301522073,0.4538493604974838,0.0020320987676800514,0.005349252646705338,0.08962321565082265,baryonic_velocity_components,23.9318431321037,0.18667631169712806,32,ok,
NGC2955,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2955_normalized.csv,local_structural_coupling_v6,101.15561445357521,121.77043444159249,2.372791384027769,2.4786760174592297,0.7378797286666584,0.49222743887814246,0.4848861037796007,0.0002703851234004908,0.0005254305785538705,0.09391062671261152,baryonic_velocity_components,44.09166997574404,0.14357947603479745,24,ok,
NGC6946,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC6946_normalized.csv,local_structural_coupling_v6,107.44648880736997,137.6722653309272,2.430758310010636,2.492714832905444,0.7935279776102105,0.5371117046985696,0.5177045793068537,0.0009152889139506989,0.0033778881262181504,0.10235837058479758,baryonic_velocity_components,27.215549851186076,0.1484012486334148,58,ok,
DDO170,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\DDO170_normalized.csv,local_structural_coupling_v6,110.0855470209458,127.57004105236285,2.287426079148985,2.4401543314781966,0.6559290359830254,0.4273199474155757,0.38977714129358376,0.03650733354645502,0.046955180962668035,0.11345641928395778,baryonic_velocity_components,25.07742058630375,0.4452596176389351,8,ok,
UGC09037,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC09037_normalized.csv,local_structural_coupling_v6,106.35932043949079,125.60482159851504,2.4062239462501753,2.474337024648966,0.7699749884001684,0.5170895840126909,0.4845359171241292,0.0012276202314710379,0.0030274035591222274,0.11724503534107555,baryonic_velocity_components,31.05597618616401,0.2323634051707205,22,ok,
NGC6195,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC6195_normalized.csv,local_structural_coupling_v6,101.6071527062347,126.05393526936602,2.3830899477846397,2.4817641327177253,0.7477663498732541,0.49822103477914365,0.4875783041044599,0.0003063905699158537,0.0010019463378451007,0.11788725113585252,baryonic_velocity_components,43.800450471449686,0.17114877647448146,23,ok,
NGC3953,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3953_normalized.csv,local_structural_coupling_v6,112.72276291735673,120.19148819343917,2.3391470739910982,2.446349961858419,0.7055811910314541,0.4647356834820239,0.4166690690195373,0.0005909663586892423,0.0009129585712213516,0.12134463269725926,baryonic_velocity_components,18.199112107727924,0.08153972739754342,8,ok,
NGC1003,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC1003_normalized.csv,local_structural_coupling_v6,99.08668994877445,135.2924248590814,2.428241797505807,2.4893051347383737,0.7911121256055742,0.5355270467286919,0.507275374978894,0.00509162541445628,0.014867864531357425,0.12487709284225967,baryonic_velocity_components,48.23005422925936,0.4103735323914756,36,ok,
NGC4389,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4389_normalized.csv,local_structural_coupling_v6,105.96721147970032,123.39540908657241,2.2413286353682094,2.364030273006222,0.6116754899534811,0.39182600969851394,0.34280321213014703,0.0015555676830636906,0.0024877037237806703,0.12519046567374315,baryonic_velocity_components,57.29642902367238,0.987806349745413,6,ok,
NGC0300,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC0300_normalized.csv,local_structural_coupling_v6,107.00804391830114,124.34391824702664,2.3591602416893505,2.48920204551037,0.7247938320217763,0.4823120379662815,0.456063033653922,0.011681767333315808,0.022342828703995628,0.12610921619845705,baryonic_velocity_components,36.3698239406907,0.3918017400921687,25,ok,
UGC00891,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC00891_normalized.csv,local_structural_coupling_v6,112.55026258489445,124.64984886908091,2.300225010548409,2.37940523354062,0.6682160101264725,0.43481122916384934,0.40163803105048074,0.04606512633550043,0.06863735020905914,0.12812777121051655,baryonic_velocity_components,26.117392531793588,0.429788004298437,5,ok,
NGC4013,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4013_normalized.csv,local_structural_coupling_v6,104.6794196068466,137.6839024191046,2.4602993219298073,2.4913867623453125,0.821887349052615,0.5610911425546976,0.5292296877351662,0.0008535454584246759,0.0021008369478509015,0.13297048017420499,baryonic_velocity_components,39.26445594680539,0.18814043179523898,36,ok,
UGC08699,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC08699_normalized.csv,local_structural_coupling_v6,95.05607725136251,136.45634786201762,2.4067286629481184,2.4851115220514792,0.7704595164301935,0.5178051542529108,0.5139616357905722,0.00045607324207487835,0.0016430502704457004,0.13338837751792287,baryonic_velocity_components,38.25234351540332,0.17304528776219025,41,ok,
