galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC06930,1.74,54.7,8.3,0.0,52.62,0.0,1719.5919540229886
UGC06930,3.5,85.4,7.0,5.24,59.95,0.0,2083.76
UGC06930,5.24,93.8,6.2,17.89,62.66,0.0,1679.0916030534347
UGC06930,6.98,98.7,5.2,25.97,65.09,0.0,1395.6575931232092
UGC06930,8.72,103.0,5.2,29.85,66.99,0.0,1216.6284403669724
UGC06930,10.47,107.0,5.2,34.48,67.16,0.0,1093.505253104107
UGC06930,12.19,109.0,5.2,40.3,63.93,0.0,974.6513535684988
UGC06930,13.94,108.0,7.4,42.57,59.68,0.0,836.7288378766141
UGC06930,15.68,108.0,7.4,40.84,54.03,0.0,743.8775510204082
UGC06930,16.61,108.0,7.4,39.98,51.7,0.0,702.2275737507525
