galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGCA281,0.09,7.0,2.49,1.74,3.78,0.0,544.4444444444445
UGCA281,0.25,14.9,1.35,4.38,11.32,0.0,888.0400000000001
UGCA281,0.41,21.1,1.37,6.41,15.94,0.0,1085.878048780488
UGCA281,0.58,26.0,1.24,7.97,17.47,0.0,1165.5172413793105
UGCA281,0.74,27.5,1.59,9.12,17.72,0.0,1021.9594594594595
UGCA281,0.9,28.8,2.57,9.81,17.18,0.0,921.6
UGCA281,1.08,29.5,1.85,10.01,16.66,0.0,805.787037037037
