galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC06917,1.74,59.2,3.5,0.0,56.25,0.0,2014.16091954023
UGC06917,2.61,71.2,4.0,0.0,59.09,0.0,1942.314176245211
UGC06917,3.5,84.5,4.4,6.4,61.72,0.0,2040.0714285714287
UGC06917,4.37,93.5,4.5,14.66,63.73,0.0,2000.5148741418764
UGC06917,5.24,97.5,3.5,17.89,64.38,0.0,1814.1698473282443
UGC06917,6.11,100.0,3.5,20.91,64.3,0.0,1636.6612111292961
UGC06917,6.98,101.0,4.0,24.79,64.23,0.0,1461.4613180515757
UGC06917,7.85,103.0,3.5,27.59,62.94,0.0,1351.4649681528663
UGC06917,8.72,105.0,4.0,29.1,61.95,0.0,1264.334862385321
UGC06917,9.6,110.0,4.9,32.76,60.68,0.0,1260.4166666666667
UGC06917,10.47,111.0,6.0,36.86,60.19,0.0,1176.7908309455586
