galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
ESO079-G014,0.41,33.2,11.6,2.21,28.95,0.0,2688.3902439024396
ESO079-G014,0.98,50.4,11.8,4.41,47.6,0.0,2592.0
ESO079-G014,1.78,53.9,9.75,6.75,62.09,0.0,1632.1404494382023
ESO079-G014,2.69,67.6,5.1,8.55,75.48,0.0,1698.795539033457
ESO079-G014,3.36,81.7,5.06,9.18,82.21,0.0,1986.574404761905
ESO079-G014,4.39,102.0,5.35,9.29,86.87,0.0,2369.9316628701595
ESO079-G014,5.65,116.0,6.44,9.5,92.23,0.0,2381.592920353982
ESO079-G014,6.34,132.0,9.1,10.22,96.19,0.0,2748.2649842271294
ESO079-G014,6.89,137.0,5.25,11.87,100.53,0.0,2724.0928882438316
ESO079-G014,8.34,154.0,4.2,17.23,113.81,0.0,2843.6450839328536
ESO079-G014,10.04,163.0,3.28,24.23,128.72,0.0,2646.314741035857
ESO079-G014,11.65,170.0,2.41,30.75,133.41,0.0,2480.68669527897
ESO079-G014,13.36,175.0,2.18,36.2,132.99,0.0,2292.2904191616767
ESO079-G014,15.06,177.0,2.23,39.42,128.51,0.0,2080.2788844621514
ESO079-G014,16.67,178.0,2.03,40.49,124.23,0.0,1900.6598680263946
