galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
F565-V2,1.26,21.7,10.0,5.7,11.4,0.0,373.72222222222223
F565-V2,2.51,40.3,10.0,10.7,17.23,0.0,647.0478087649402
F565-V2,3.78,57.7,7.0,14.75,19.15,0.0,880.7645502645504
F565-V2,5.03,68.5,7.0,18.18,18.51,0.0,932.8528827037773
F565-V2,6.29,73.5,7.0,21.5,20.41,0.0,858.8632750397456
F565-V2,7.54,78.5,5.0,24.72,20.52,0.0,817.2745358090185
F565-V2,8.8,83.1,6.0,27.11,18.68,0.0,784.7284090909089
