galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_boost,beta_mode
NGC2915,0.34,13.5,10.1,0.0,5946.749411764707,0.0,5946.749411764707,44.96548454092317,0.0,44.96548454092317,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,0.67,31.3,12.5,0.0,3653.3983582089554,0.0,3653.3983582089554,49.47501288529393,0.0,49.47501288529393,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,1.0,35.3,13.4,0.0,2299.442,0.0,2299.442,47.95249732808501,0.0,47.95249732808501,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,1.34,50.5,9.38,0.19765841381277027,1542.940895522388,231.65295695225495,1774.593852474643,45.47021882507275,17.618597058676997,48.76428777615871,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,1.68,61.0,10.1,0.6065053211830612,1078.438392857143,566.960332474199,1645.3987253313421,42.56496799012071,30.862491126878503,52.57632412556677,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,2.01,66.5,11.9,0.8179944693111704,795.777960199005,639.1188850546185,1434.8968452536235,39.99392078803977,35.84172092631412,53.704214536289264,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,2.34,74.4,11.6,1.0463299882326704,610.6355555555556,702.2312559591537,1312.8668115147093,37.800624333468356,40.53666413192407,55.42660316981747,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,2.67,83.0,9.17,1.259106089317215,482.3030711610486,740.5909549193166,1222.8940260803652,35.88522258534841,44.46771693751069,57.14129023424808,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,3.01,86.4,7.66,1.3828994663279155,383.5762458471761,721.5251172834229,1105.101363130599,33.97888314821427,46.60247421567983,57.67456200980726,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,3.35,83.6,8.18,1.4071588477841552,310.89041791044775,659.6683676709081,970.5587855813558,32.27201419186599,47.00945683261552,57.020802622354786,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,3.68,79.8,7.93,1.3947210105117676,262.8323913043478,595.2054035392179,858.0377948435657,31.10021221792546,46.80123807149039,56.19234009208303,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,4.02,82.8,6.95,1.4772847964280282,228.22830845771148,577.1191905467858,805.3474990044973,30.28989600510375,48.166577063333854,56.89900654667073,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,4.35,83.5,7.19,1.5111623741669118,203.63609195402302,545.5684099431936,749.2045018972167,29.762677970908463,48.71573239984073,57.08799859211122,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,4.68,80.4,7.85,1.4811879912696748,183.73899572649574,497.0403768976306,680.7793726241264,29.32402598552934,48.23016653382933,56.44508361124919,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,5.02,80.3,7.57,1.5045758776430505,164.84852589641434,470.69297667999484,635.5415025764091,28.766988024469992,48.60945116881668,56.4837883196017,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,5.35,82.1,7.92,1.5639541158376022,147.62235514018693,459.0897177478753,606.7120728880623,28.10301763156405,49.55935824797505,56.97288469044843,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,5.69,82.4,8.33,1.6045512617412387,131.38469244288225,442.8622586004264,574.2469510433086,27.34188910810663,50.19846861644712,57.16174552475131,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,6.03,80.9,7.88,1.613295646698633,117.91396351575455,420.16898388476653,538.0829474005211,26.664980780041823,50.33506702911145,56.961743063438135,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,6.36,79.0,6.15,1.5997369375089683,108.84355345911948,395.01973895766184,503.8632924167813,26.310549215096213,50.123103852123215,56.60892632589607,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,6.69,81.4,6.11,1.6429917936800227,102.81581464872944,385.68843547930226,488.5042501280317,26.226662006439174,50.796216722867584,57.167240910827005,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,7.02,79.7,5.59,1.608459749175275,99.03346153846155,359.8325329248907,458.86599446335225,26.366928148724494,50.25957004524345,56.75596251613334,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,7.36,77.5,6.33,1.5658856579450497,95.33654891304346,334.12546233582145,429.4620112488649,26.48918647297421,49.58995263953825,56.221351840663225,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,7.7,79.9,6.41,1.6194368422246568,89.22848051948051,330.2939590904529,419.52243960993343,26.211816037810124,50.43077914326218,56.835928645501056,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,8.03,81.5,7.86,1.6490768867099617,85.07297633872976,322.51706584162866,407.5900421803584,26.136870508919003,50.89019589968463,57.20968483314934,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,8.37,82.2,7.82,1.659607279338039,81.69789725209078,311.3918299501968,393.0897272022876,26.149787762045026,51.05242028232498,57.35992518024362,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,8.7,82.0,7.09,1.6580961070539808,78.398091954023,299.3076297168724,377.7057216708954,26.116343541927918,51.02917183863353,57.32398955530564,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,9.03,84.7,5.74,1.696643998945144,75.97439645625693,295.0735731059603,371.0479695622172,26.192533287179383,51.61893417290618,57.88404931539276,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,9.37,86.1,5.54,1.7209520001924343,72.8984098185699,288.44067762427187,361.3390874428418,26.135380234463778,51.98739413876625,58.187174268385185,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,9.7,85.3,5.23,1.7075187989499019,70.54952577319588,276.4528682170162,347.0023939902121,26.15970947850912,51.78409815479127,58.01657712848162,,1570.461668330794,1570.461668330794,False,,1.0,formula
NGC2915,10.04,86.5,6.45,1.7352076968564285,67.18785856573706,271.4220293332252,338.60988789896226,25.97241036176658,52.202271737019075,58.30645997233566,,1570.461668330794,1570.461668330794,False,,1.0,formula
