galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_boost,beta_mode
ESO079-G014,0.41,33.2,11.6,0.2518053800992805,2056.0648780487804,1079.3352579629966,3135.4001360117772,29.034231520741166,21.036336557605,35.85406609807078,,1757.418588873483,1757.418588873483,False,,1.0,formula
ESO079-G014,0.98,50.4,11.8,0.1030190735294107,2331.8450000000003,184.74248451950055,2516.587484519501,47.803850263341765,13.455394265093481,49.661410922658156,,1757.418588873483,1757.418588873483,False,,1.0,formula
ESO079-G014,1.78,53.9,9.75,0.0,2191.4216853932585,0.0,2191.4216853932585,62.455829191517424,0.0,62.455829191517424,,1757.418588873483,1757.418588873483,False,,1.0,formula
ESO079-G014,2.69,67.6,5.1,0.0,2145.1051672862454,0.0,2145.1051672862454,75.96270729772604,0.0,75.96270729772604,,1757.418588873483,1757.418588873483,False,,1.0,formula
ESO079-G014,3.36,81.7,5.06,0.0,2036.5346726190473,0.0,2036.5346726190473,82.7209556279423,0.0,82.7209556279423,,1757.418588873483,1757.418588873483,False,,1.0,formula
ESO079-G014,4.39,102.0,5.35,0.28836853408921853,1738.6562642369024,115.44059732450783,1854.0968615614102,87.36533065238179,22.51186847541957,90.21909566302796,,1757.418588873483,1757.418588873483,False,,1.0,formula
ESO079-G014,5.65,116.0,6.44,0.40612684435684127,1521.5261769911504,126.32475499349391,1647.8509319846444,92.71797506416974,26.7158167704684,96.4901951791644,,1757.418588873483,1757.418588873483,False,,1.0,formula
ESO079-G014,6.34,132.0,9.1,0.5471373415617321,1475.86190851735,151.66393292230413,1627.5258414396542,96.73140389759676,31.008858971710136,101.58008581768085,,1757.418588873483,1757.418588873483,False,,1.0,formula
ESO079-G014,6.89,137.0,5.25,0.5339994318886929,1487.253671988389,136.20617243092428,1623.4598444193132,101.22834484471234,30.634303126545383,105.76217815480669,,1757.418588873483,1757.418588873483,False,,1.0,formula
ESO079-G014,8.34,154.0,4.2,0.5156051714748333,1588.6797362110312,108.64917420493666,1697.3289104159678,115.10685904845114,30.102061604966057,118.97782613944992,,1757.418588873483,1757.418588873483,False,,1.0,formula
ESO079-G014,10.04,163.0,3.28,0.39724501827031933,1708.758097609562,69.53444018382925,1778.2925377933911,130.9806523880531,26.4220699311323,133.61907453446025,,1757.418588873483,1757.418588873483,False,,1.0,formula
ESO079-G014,11.65,170.0,2.41,0.3935499772625313,1608.9090643776824,59.36755757012096,1668.2766219478033,136.90796397580382,26.298898183990698,139.4109846665316,,1757.418588873483,1757.418588873483,False,,1.0,formula
ESO079-G014,13.36,175.0,2.18,0.4305610670177266,1421.9146781437125,56.637426857945684,1478.5521050016582,137.8288072211321,27.50774477891916,140.546989020833,,1757.418588873483,1757.418588873483,False,,1.0,formula
ESO079-G014,15.06,177.0,2.23,0.48999732135443724,1199.78462815405,57.179973509063856,1256.9646016631139,134.42007476563907,29.345023446003612,137.58592551946037,,1757.418588873483,1757.418588873483,False,,1.0,formula
ESO079-G014,16.67,178.0,2.03,0.5444488376766817,1024.1471505698862,57.397990883237064,1081.5451414531233,130.66190339957552,30.932580041496085,134.27344304821995,,1757.418588873483,1757.418588873483,False,,1.0,formula
