galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_boost,beta_mode
NGC3198,0.32,24.4,35.9,0.0,12513.62,0.0,12513.62,63.28,0.0,63.28,,1781.3238305544194,1781.3238305544194,False,,1.0,formula
NGC3198,0.64,43.3,16.3,0.0,8477.805624999999,0.0,8477.805624999999,73.66,0.0,73.66,,1781.3238305544194,1781.3238305544194,False,,1.0,formula
NGC3198,0.96,45.5,16.1,0.0,6497.750416666668,0.0,6497.750416666668,78.98,0.0,78.98,,1781.3238305544194,1781.3238305544194,False,,1.0,formula
NGC3198,1.28,58.5,15.4,0.0,5343.291015625001,0.0,5343.291015625001,82.70074062546236,0.0,82.70074062546236,,1781.3238305544194,1781.3238305544194,False,,1.0,formula
NGC3198,1.61,68.8,7.61,0.0,4405.609254658385,0.0,4405.609254658385,84.22013357861647,0.0,84.22013357861647,,1781.3238305544194,1781.3238305544194,False,,1.0,formula
NGC3198,1.93,76.9,10.3,0.0,3584.0680829015546,0.0,3584.0680829015546,83.17001502945638,0.0,83.17001502945638,,1781.3238305544194,1781.3238305544194,False,,1.0,formula
NGC3198,2.24,82.0,8.09,0.0,3382.224330357143,0.0,3382.224330357143,87.04126894755154,0.0,87.04126894755154,,1781.3238305544194,1781.3238305544194,False,,1.0,formula
NGC3198,2.57,86.9,7.6,0.0,3076.2220233463036,0.0,3076.2220233463036,88.91507521224958,0.0,88.91507521224958,,1781.3238305544194,1781.3238305544194,False,,1.0,formula
NGC3198,2.89,97.6,3.03,0.1771226762242676,2740.306332179931,109.17399449476213,2849.480326674693,88.99149004258778,17.762681219057626,90.74689054777504,,1781.3238305544194,1781.3238305544194,False,,1.0,formula
NGC3198,3.21,100.0,5.31,0.1239405429269487,2741.936355140187,68.77826875003947,2810.7146238902264,93.81692651115789,14.85860836981804,94.98628291857528,,1781.3238305544194,1781.3238305544194,False,,1.0,formula
NGC3198,3.54,107.0,7.51,0.10821990015386983,2894.248728813559,54.45612629500231,2948.7048551085613,101.22075133094003,13.884332432072785,102.16856261631709,,1781.3238305544194,1781.3238305544194,False,,1.0,formula
NGC3198,3.85,113.0,7.32,0.07919386460858328,3059.4520779220784,36.64153721064147,3096.09361513272,108.53059706829222,11.877285812043493,109.17857124115964,,1781.3238305544194,1781.3238305544194,False,,1.0,formula
NGC3198,4.17,117.0,5.21,0.02530531370856318,3200.208752997602,10.809822145975785,3211.018575143578,115.52000043282548,6.713937618768812,115.71494051482168,,1781.3238305544194,1781.3238305544194,False,,1.0,formula
NGC3198,4.5,119.0,5.67,0.0,3229.3522222222223,0.0,3229.3522222222223,120.54909788131971,0.0,120.54909788131971,,1781.3238305544194,1781.3238305544194,False,,1.0,formula
NGC3198,4.82,127.0,5.39,0.02354177666596573,3267.9695643153527,8.700316968604714,3276.6698812839572,125.50543135657517,6.475764648956502,125.67238689461053,,1781.3238305544194,1781.3238305544194,False,,1.0,formula
NGC3198,5.15,132.0,4.34,0.037288201773069796,3258.3690097087374,12.89754610036714,3271.2665558091044,129.5399567701024,8.149991559314081,129.79608146017694,,1781.3238305544194,1781.3238305544194,False,,1.0,formula
NGC3198,5.46,134.0,2.36,0.009816151131359642,3256.4447069597068,3.202517204141879,3259.6472241638485,133.342371735319,4.181595859790214,133.4079227180103,,1781.3238305544194,1781.3238305544194,False,,1.0,formula
NGC3198,5.78,137.0,0.89,0.004338670526357992,3233.15892733564,1.3371240833089233,3234.496051418949,136.70281123663844,2.7800318705952956,136.7310761209811,,1781.3238305544194,1781.3238305544194,False,,1.0,formula
NGC3198,6.1,140.0,2.84,0.003848732424697691,3200.7606065573773,1.1239079976297526,3201.884514555007,139.73059686410846,2.618365670707873,139.75512705724088,,1781.3238305544194,1781.3238305544194,False,,1.0,formula
