galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta,beta_mode
NGC3893,1.74,145.0,6.8,0.0,23671.67683908046,0.0,23671.67683908046,202.95003744764375,0.0,202.95003744764375,2000.0,structural
NGC3893,3.5,174.0,6.8,0.0,12743.266114285712,0.0,12743.266114285712,211.19050972995922,0.0,211.19050972995922,2000.0,structural
NGC3893,5.24,194.0,6.4,0.0,8681.6088740458,0.0,8681.6088740458,213.28767076415832,0.0,213.28767076415832,2000.0,structural
NGC3893,6.98,190.0,5.5,0.0,5320.545472779368,0.0,5320.545472779368,192.71068314963753,0.0,192.71068314963753,2000.0,structural
NGC3893,8.81,186.0,5.8,0.0726509197760283,3641.7433030646994,16.492830823161928,3658.2361338878613,179.1193973303841,12.054121268348704,179.52453965837668,2000.0,structural
NGC3893,10.9,188.0,7.0,0.20893590918758406,2568.133073394495,38.33686407111634,2606.4699374656116,167.31004303388363,20.441913275796082,168.55421180847176,2000.0,structural
NGC3893,13.12,187.0,8.5,0.32293489066191633,1815.0300685975615,49.22787967407261,1864.2579482716342,154.31524390027062,25.413968232525843,156.39393940087268,2000.0,structural
NGC3893,15.33,179.0,12.6,0.38031463154259487,1309.372061317678,49.61704260177363,1358.9891039194515,141.67806358078164,27.579508028338537,144.33746209174245,2000.0,structural
NGC3893,17.3,176.0,11.7,0.4348991430196115,1031.0104624277456,50.27735757452156,1081.2878200022672,133.5532889898261,29.492342837408206,136.7709007283319,2000.0,structural
NGC3893,19.05,167.0,13.5,0.4288498802827885,851.1091916010498,45.02360947850798,896.1328010795578,127.33275344545095,29.286511580684664,130.6572993007493,2000.0,structural
