galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta,beta_mode
NGC1090,0.35,20.9,9.81,0.0,6794.885714285713,0.0,6794.885714285713,48.76689450846752,0.0,48.76689450846752,2000.0,structural
NGC1090,1.07,61.7,8.19,0.0,9029.23140186916,0.0,9029.23140186916,98.2917982336268,0.0,98.2917982336268,2000.0,structural
NGC1090,1.6,81.3,4.32,0.0,8162.575812499999,0.0,8162.575812499999,114.28088772843864,0.0,114.28088772843864,2000.0,structural
NGC1090,3.7,124.0,3.41,0.0,5622.238270270269,0.0,5622.238270270269,144.2299608264524,0.0,144.2299608264524,2000.0,structural
NGC1090,5.09,156.0,7.02,0.018814269532238116,4691.188546168959,7.392640287716353,4698.581186456675,154.52556325734588,6.134210549408639,154.64727038995701,2000.0,structural
NGC1090,6.61,166.0,6.34,0.0,4196.324992435703,0.0,4196.324992435703,166.54641455161982,0.0,166.54641455161982,2000.0,structural
NGC1090,8.17,165.0,12.1,0.0,3619.6843329253365,0.0,3619.6843329253365,171.96749983645165,0.0,171.96749983645165,2000.0,structural
NGC1090,9.11,174.0,4.84,0.053030942947672806,3147.182447859496,11.642358495647159,3158.8248063551428,169.32463524248328,10.29863514720983,169.6375370780163,2000.0,structural
NGC1090,10.37,164.0,5.86,0.0,2694.733519768564,0.0,2694.733519768564,167.16574589311054,0.0,167.16574589311054,2000.0,structural
NGC1090,11.28,176.0,7.35,0.07487631717513314,2540.5851063829787,13.27594276154843,2553.861049144527,169.28614828154133,12.237345886680913,169.727878188441,2000.0,structural
NGC1090,13.62,174.0,3.28,0.06858231690695377,2070.519383259912,10.070824802783227,2080.590208062695,167.92996754599818,11.711730607126665,168.33787046833493,2000.0,structural
NGC1090,15.04,168.0,2.23,0.055913789087285164,1771.6970877659578,7.435344293521964,1779.1324320594797,163.23701847313924,10.574855941078836,163.5791911527092,2000.0,structural
NGC1090,16.37,166.0,2.23,0.09787361607320695,1518.7154612095296,11.957680644252529,1530.6731418537822,157.67489368951544,13.990969664266087,158.2944071410813,2000.0,structural
NGC1090,17.59,167.0,4.59,0.177239752069005,1305.370739056282,20.15233110506026,1325.5230701613423,151.53043027722188,18.82762608875612,152.69561488182302,2000.0,structural
NGC1090,18.8,167.0,5.3,0.23409409183905008,1138.2057234042552,24.90362679138831,1163.1093501956434,146.28146704213765,21.637656612445355,147.87310703328748,2000.0,structural
NGC1090,20.13,165.0,3.48,0.2709682114118302,988.9492001987086,26.921829251051186,1015.8710294497598,141.09410831072998,23.279527976822475,143.00169167818842,2000.0,structural
NGC1090,21.35,165.0,3.12,0.31609011128542264,876.7537470725994,29.610314874512653,906.3640619471121,136.81627278946024,25.143194358928326,139.1074143335676,2000.0,structural
NGC1090,22.57,165.0,2.39,0.35339032548642396,786.357186530793,31.31504878036544,817.6722353111585,133.22192649860608,26.58534654603637,135.84867445423546,2000.0,structural
NGC1090,23.89,165.0,2.23,0.38886309446819434,704.7855713687736,32.55446584078646,737.34003720956,129.75872725947954,27.88774262891116,132.72171445900022,2000.0,structural
NGC1090,25.11,163.0,2.23,0.4006813277098459,642.7098725607328,31.91408424610481,674.6239568068377,127.03717920357016,28.308349570748412,130.15301592901986,2000.0,structural
NGC1090,26.33,162.0,2.23,0.41710162994222294,590.2508241549564,31.682615263366728,621.9334394183231,124.66476727608327,28.882577099082518,127.96682171517915,2000.0,structural
NGC1090,27.65,162.0,2.23,0.4407576643505019,541.4534900542496,31.881205377974823,573.3346954322244,122.35681019052434,29.69032382277101,125.90752292337818,2000.0,structural
NGC1090,28.87,162.0,2.23,0.4595783930589265,503.0424835469345,31.837782685065914,534.8802662320004,120.51073188724729,30.317598620567775,124.26581704603181,2000.0,structural
NGC1090,30.09,160.0,2.23,0.4660749055372534,465.82289464938515,30.978724196560545,496.8016188459457,118.391768717255,30.531128558808742,122.26512467206054,2000.0,structural
