galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta,beta_mode
NGC2903,0.32,44.0,8.0,0.0,122289.85156249999,0.0,122289.85156249999,197.82000025275502,0.0,197.82000025275502,2000.0,structural
NGC2903,0.64,64.0,8.0,0.0,65146.1828125,0.0,65146.1828125,204.19000220382975,0.0,204.19000220382975,2000.0,structural
NGC2903,0.96,128.0,8.0,0.0,45548.956770833334,0.0,45548.956770833334,209.11001530295005,0.0,209.11001530295005,2000.0,structural
NGC2903,1.28,148.0,8.0,0.0,37507.18515625,0.0,37507.18515625,219.110011181598,0.0,219.110011181598,2000.0,structural
NGC2903,1.6,157.0,8.0,0.0,31913.137,0.0,31913.137,225.96685420654066,0.0,225.96685420654066,2000.0,structural
NGC2903,1.92,189.0,8.0,0.0,28052.088177083337,0.0,28052.088177083337,232.0775932743185,0.0,232.0775932743185,2000.0,structural
NGC2903,2.24,195.0,6.0,0.0,28213.98236607143,0.0,28213.98236607143,251.39475034296163,0.0,251.39475034296163,2000.0,structural
NGC2903,2.56,201.0,6.0,0.0,30388.981445312493,0.0,30388.981445312493,278.9189712084855,0.0,278.9189712084855,2000.0,structural
NGC2903,2.88,214.0,4.0,0.0,29627.588090277783,0.0,29627.588090277783,292.1086333883338,0.0,292.1086333883338,2000.0,structural
NGC2903,3.2,215.0,4.0,0.0,28304.562812499993,0.0,28304.562812499993,300.95614464569417,0.0,300.95614464569417,2000.0,structural
NGC2903,3.52,215.0,4.0,0.0,25371.430823863644,0.0,25371.430823863644,298.84349833985016,0.0,298.84349833985016,2000.0,structural
NGC2903,3.84,216.0,3.0,0.0,21941.772005208335,0.0,21941.772005208335,290.2695376714546,0.0,290.2695376714546,2000.0,structural
NGC2903,4.8,214.0,2.0,0.0,15843.056437499998,0.0,15843.056437499998,275.7656086244258,0.0,275.7656086244258,2000.0,structural
NGC2903,5.76,210.0,2.0,0.0,11481.519062500001,0.0,11481.519062500001,257.16444116557017,0.0,257.16444116557017,2000.0,structural
NGC2903,6.72,205.0,2.0,0.0,8434.456101190477,0.0,8434.456101190477,238.07466265858702,0.0,238.07466265858702,2000.0,structural
NGC2903,7.68,203.0,1.0,0.0,6463.439192708333,0.0,6463.439192708333,222.79859290399477,0.0,222.79859290399477,2000.0,structural
NGC2903,8.64,201.0,1.0,0.0,5158.926863425926,0.0,5158.926863425926,211.12349016630054,0.0,211.12349016630054,2000.0,structural
NGC2903,9.6,201.0,1.0,0.0,4214.640333333334,0.0,4214.640333333334,201.14807282198853,0.0,201.14807282198853,2000.0,structural
NGC2903,10.56,199.0,1.0,0.06334598154791786,3512.625946969697,11.997344990135957,3524.623291959833,192.5962876070045,11.255752444676265,192.92491275907275,2000.0,structural
NGC2903,11.52,197.0,1.0,0.11477331604186983,2982.6611545138894,19.925922923935737,3002.587077437825,185.36519765047592,15.15079641747389,185.98334100688626,2000.0,structural
NGC2903,12.48,196.0,2.0,0.17419905710455205,2543.6049358974356,27.91651556162693,2571.5214514590625,178.16899169047346,18.665425636965907,179.14404180493725,2000.0,structural
NGC2903,13.44,193.0,3.0,0.2135369512314748,2182.4840625000006,31.77633202849327,2214.260394528494,171.26758537446602,20.66576643783021,172.5098829124377,2000.0,structural
NGC2903,14.4,190.0,3.0,0.24732017823116598,1891.001736111111,34.35002475432861,1925.3517608654397,165.01643857507045,22.240511605229138,166.50845430927023,2000.0,structural
NGC2903,15.36,188.0,5.0,0.2859957795215285,1648.9754296874999,37.239033791865694,1686.2144634793656,159.14855513010477,23.916345018481753,160.93555902609918,2000.0,structural
NGC2903,16.32,187.0,5.0,0.3249539744602488,1454.9917218137255,39.82279098777559,1494.814512801501,154.09563556441174,25.49329223385041,156.1901816661998,2000.0,structural
NGC2903,17.28,188.0,3.0,0.3757253641056194,1290.1880092592594,43.48673195666891,1333.6747412159284,149.3132572814618,27.412601631571544,151.8087597216025,2000.0,structural
NGC2903,18.24,186.0,3.0,0.39995434654317585,1153.3771929824566,43.85464326131314,1197.2318362437697,145.0434417683199,28.282657107958432,147.7751964745314,2000.0,structural
NGC2903,19.2,185.0,3.0,0.4280938410736481,1037.5476041666666,44.59310844517168,1082.1407126118384,141.1414680382771,29.2606849227303,144.14264352420935,2000.0,structural
NGC2903,20.16,185.0,3.0,0.46061893686669064,937.8571924603175,45.69632310185423,983.5535155621717,137.50345813833192,30.35190066096984,140.81348967245071,2000.0,structural
NGC2903,21.12,181.0,3.0,0.46367842587650315,852.655421401515,43.90894184436583,896.5643632458808,134.19419696842334,30.45253440607212,137.6061021603076,2000.0,structural
NGC2903,22.08,178.0,3.0,0.47088570625096743,779.4781974637682,42.652690783602125,822.1308882473703,131.19023820391516,30.688294388934924,134.73177061295505,2000.0,structural
NGC2903,23.04,177.0,3.0,0.49051890529397524,714.8437022569444,42.57976608454646,757.4234683414909,128.33549353160254,31.321523120498952,132.10237208539425,2000.0,structural
NGC2903,24.0,182.0,4.0,0.5452525959791638,659.9967041666666,45.43771633159698,705.4344204982636,125.8567475346475,33.02279806373662,130.1169708068795,2000.0,structural
NGC2903,24.96,180.0,8.0,0.5541610672957334,610.9505008012819,44.40393167433761,655.3544324756195,123.48815530244185,33.29147240047317,127.89701573762957,2000.0,structural
