galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta,beta_mode
UGC01230,0.78,19.8,10.7,0.0,580.4825641025641,0.0,580.4825641025641,21.27854318321628,0.0,21.27854318321628,2000.0,structural
UGC01230,2.35,55.4,10.7,0.4483550669285716,736.0015319148936,381.57878036474176,1117.5803122796353,41.58850321903879,29.94511869833117,51.2475729557717,2000.0,structural
UGC01230,3.91,88.5,10.7,0.7997001386264113,579.3239130434782,409.053779348548,988.3776923920262,47.59366029210193,39.99250276305326,62.16555941397795,2000.0,structural
UGC01230,5.48,105.0,10.7,0.8452489811856393,527.014197080292,308.48502962979535,835.4992267100873,53.7404670616101,41.115665656429286,67.66487835185458,2000.0,structural
UGC01230,7.03,106.0,10.7,0.8029110391285257,459.0585775248933,228.4241932086844,687.4827707335777,56.808289888008424,40.072709894104385,69.51980925072401,2000.0,structural
UGC01230,8.6,103.0,10.7,0.7519865400784551,394.7866162790698,174.88059071591982,569.6672069949896,58.26804355733939,38.781091786551215,69.99384244458157,2000.0,structural
UGC01230,13.27,109.0,15.8,0.7742647876989872,273.389133383572,116.69401472479085,390.0831481083629,60.23183377583652,39.351360527915354,71.94722632178377,2000.0,structural
UGC01230,14.85,113.0,14.7,0.7957408326033941,250.80407407407407,107.17048250550762,357.9745565795817,61.02819430394447,39.893378713851604,72.9103707658025,2000.0,structural
UGC01230,25.8,105.0,10.4,0.7378650323207074,140.84072093023258,57.19883971478352,198.03956064501608,60.28010119434108,38.41523219559417,71.48021169975236,2000.0,structural
UGC01230,32.01,103.0,10.0,0.8024226204932425,95.2921493283349,50.13574636009014,145.42789568842505,55.22953648185,40.06051972936054,68.22863724995895,2000.0,structural
UGC01230,36.54,103.0,10.0,0.8854766277333277,69.5783278598796,48.4661536799851,118.04448153986469,50.42213898675859,42.08269543965376,65.67606379394745,2000.0,structural
