galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta,beta_mode
DDO064,0.1,6.29,4.62,1.1548174969413805,51.18499999999999,12348.521160730512,12399.706160730511,2.262410219213129,35.140462661624866,35.2132164971201,1069.3049935107915,structural
DDO064,0.3,13.9,4.62,0.8901792978623749,152.72866666666664,3172.910561080559,3325.639227747226,6.768943787622999,30.852441853509223,31.586259169521288,1069.3049935107915,structural
DDO064,0.49,15.6,4.62,0.6597791982352073,191.6704081632653,1439.8065128315377,1631.476920994803,9.691155761827378,26.561347693357984,28.274081617047326,1069.3049935107915,structural
DDO064,0.69,18.4,4.62,0.4187764706747612,289.80652173913046,648.9851757352866,938.7916974744171,14.140951170271396,21.161280000447697,25.45125284258808,1069.3049935107915,structural
DDO064,0.89,22.5,4.62,0.5658069292897479,262.16011235955057,679.7979492725109,941.9580616320615,15.274897708331798,24.597157861276063,28.954147800488528,1069.3049935107915,structural
DDO064,1.09,26.5,4.62,0.6176377603522173,269.7146788990825,605.9111388306858,875.6258177297683,17.146107429967888,25.699088336465312,30.893885176931818,1069.3049935107915,structural
DDO064,1.29,35.3,4.62,0.7662774776104596,299.98426356589147,635.181653661797,935.1659172276884,19.671799612643476,28.62489009976664,34.73275159303849,1069.3049935107915,structural
DDO064,1.48,40.5,4.62,0.7547807675903352,352.60810810810807,545.3316512096309,897.9397593177389,22.844255295369116,28.409344304123838,36.454778065299664,1069.3049935107915,structural
DDO064,1.68,44.2,4.89,0.7483710175004381,374.97738095238105,476.3314678642681,851.3088488166492,25.09904380648793,28.288458176648128,37.81797014663757,1069.3049935107915,structural
DDO064,1.88,46.3,4.62,0.734418338006547,378.5091489361702,417.72191284909417,796.2310617852644,26.6757792763398,28.02351148868209,38.68997798081949,1069.3049935107915,structural
DDO064,2.08,46.4,4.62,0.7105860681860572,360.8363461538462,365.3044379954571,726.1407841493033,27.395977806970134,27.5650726650693,38.86351542295873,1069.3049935107915,structural
DDO064,2.27,46.3,4.62,0.7028572594536562,334.4237004405287,331.0875670744954,665.5112675150241,27.552528014684974,27.414754736439,38.867860466703135,1069.3049935107915,structural
DDO064,2.37,46.4,6.73,0.6977920112802698,325.01274261603373,314.83227092570934,639.8450135417431,27.753922245333182,27.315791807925525,38.94140061803031,1069.3049935107915,structural
DDO064,2.98,46.9,8.65,0.6973376874442992,264.32651006711416,250.2237152172674,514.5502252843816,28.065868951450625,27.30689787118736,39.15813671955622,1069.3049935107915,structural
