galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta,beta_mode
F571-8,0.22,12.4,7.0,0.0,6668.047727272727,0.0,6668.047727272727,38.3010508994205,0.0,38.3010508994205,2000.0,structural
F571-8,0.78,37.5,4.0,0.0,9422.955128205127,0.0,9422.955128205127,85.73158694436958,0.0,85.73158694436958,2000.0,structural
F571-8,1.33,56.5,4.0,0.0,8143.766917293232,0.0,8143.766917293232,104.07309931005226,0.0,104.07309931005226,2000.0,structural
F571-8,2.33,69.1,4.0,0.0,5634.042103004292,0.0,5634.042103004292,114.57450894505287,0.0,114.57450894505287,2000.0,structural
F571-8,3.44,85.5,7.5,0.0,3362.747238372093,0.0,3362.747238372093,107.55394228014146,0.0,107.55394228014146,2000.0,structural
F571-8,3.78,87.1,8.4,0.0,2858.95082010582,0.0,2858.95082010582,103.95592383313227,0.0,103.95592383313227,2000.0,structural
F571-8,4.77,105.0,4.0,0.2265822179832758,1790.4438784067086,95.0030264080821,1885.4469048147907,92.41437821031963,21.287659241131976,94.83449655039325,2000.0,structural
F571-8,5.44,112.0,6.7,0.406627622571743,1387.8802389705884,149.4954494749055,1537.3756884454938,86.89113015722607,28.517630426518366,91.45120964286633,2000.0,structural
F571-8,6.11,116.0,4.0,0.5206733384548955,1099.5939279869067,170.43317134366464,1270.0270993305712,81.96657184486857,32.26990357763393,88.09009919911426,2000.0,structural
F571-8,7.22,124.0,4.0,0.6609244288662361,820.0323822714682,183.0815592427247,1003.1139415141929,76.94565484808093,36.35723941297623,85.10277702714802,2000.0,structural
F571-8,9.33,135.0,4.0,0.8415838571891282,515.8243193997856,180.40382790763735,696.228147307423,69.3732001568329,41.02642702427615,80.59657942107876,2000.0,structural
F571-8,11.1,140.0,4.0,0.9283691017503564,384.32590990990985,167.27371202709122,551.5996219370011,65.31475790355499,43.08988516462666,78.2480402534192,2000.0,structural
F571-8,15.55,144.0,5.0,1.0785890924641437,205.76998713826367,138.72528520439147,344.49527234265514,56.566096736472815,46.44543233654185,73.19085656643381,2000.0,structural
