galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta,beta_mode
ESO563-G021,0.45,18.9,9.78,0.0,9443.858,0.0,9443.858,65.19,0.0,65.19,2000.0,structural
ESO563-G021,1.34,58.3,10.5,0.0,10776.737985074627,0.0,10776.737985074627,120.17000000000002,0.0,120.17000000000002,2000.0,structural
ESO563-G021,2.23,74.1,5.69,0.0,8475.672825112106,0.0,8475.672825112106,137.48,0.0,137.48,2000.0,structural
ESO563-G021,3.12,119.0,4.27,0.0,6848.907820512821,0.0,6848.907820512821,146.18,0.0,146.18,2000.0,structural
ESO563-G021,4.01,141.0,3.76,0.0,6214.408877805488,0.0,6214.408877805488,157.86,0.0,157.86,2000.0,structural
ESO563-G021,4.9,195.0,4.54,0.18799197014627675,6306.555938775509,76.7314163862354,6383.287355161745,175.79,19.39030531715665,176.85617897119837,2000.0,structural
ESO563-G021,5.79,227.0,4.2,0.23132113849303393,6852.617633851468,79.9036747817043,6932.521308633172,199.19,21.50912078598444,200.34794328114793,2000.0,structural
ESO563-G021,6.69,246.0,4.24,0.21668217545532414,7095.267100149476,64.7779298820102,7160.045030031487,217.87,20.817404999438526,218.86228832512614,2000.0,structural
ESO563-G021,7.58,268.0,5.56,0.2743813629163765,6897.206134564644,72.39613797265869,6969.602272537303,228.65,23.425685173175896,229.84687343062285,2000.0,structural
ESO563-G021,8.47,283.0,2.96,0.27244384624079543,6900.578229043683,64.33148671565417,6964.909715759337,241.76,23.342829573159953,242.8843043353802,2000.0,structural
ESO563-G021,10.23,291.0,9.81,0.19670305040659583,6655.8830498533725,38.45611933657787,6694.339169189951,260.94,19.834467495075124,261.69273910602334,2000.0,structural
ESO563-G021,12.06,310.0,4.74,0.21384511618783164,6272.554162520732,35.46353502285765,6308.017697543589,275.0400029086679,20.68067291883084,275.8164125507684,2000.0,structural
ESO563-G021,13.44,310.0,20.4,0.19668565896299867,5749.4821726190485,29.268699250446232,5778.750871869494,277.98028779033956,19.83359064632517,278.68694213745647,2000.0,structural
ESO563-G021,15.18,310.0,16.1,0.1714185818852885,5248.664993412384,22.584793397271213,5271.249786809655,282.2671334038024,18.51586249059376,282.8737735523931,2000.0,structural
ESO563-G021,16.83,314.0,13.5,0.18410048335278592,4783.500968508616,21.877656964086267,4805.378625472702,283.7363587910439,19.18856343517075,284.3844620697579,2000.0,structural
ESO563-G021,18.56,317.0,12.7,0.23552654310258336,4146.580226293105,25.380015420537003,4171.960241713642,277.4176075882712,21.70375742135833,278.26530880834787,2000.0,structural
ESO563-G021,20.3,319.0,10.4,0.2631984719860232,3703.4659950738915,25.930883939509673,3729.3968790134013,274.1903712751416,22.943342040165952,275.14860829008757,2000.0,structural
ESO563-G021,21.94,318.0,10.8,0.2535801832634761,3448.4641932543295,23.115786988466372,3471.579980242796,275.0623645648383,22.52022128059474,275.9827254857212,2000.0,structural
ESO563-G021,23.68,317.0,9.3,0.2534285007491438,3175.637858952702,21.4044341848939,3197.042293137596,274.2245512349323,22.51348488125034,275.14716335353756,2000.0,structural
ESO563-G021,25.41,317.0,7.23,0.30187577436889335,2773.247729240457,23.76039152844497,2797.008120768902,265.4585180400132,24.57135626573728,266.59327888890556,2000.0,structural
ESO563-G021,27.06,312.0,8.39,0.32457054801116164,2444.071877309682,23.98895402891069,2468.0608313385924,257.17034238029856,25.478247506889545,258.42934449481993,2000.0,structural
ESO563-G021,28.8,312.0,8.37,0.3765771330800528,2129.342003472222,26.15118979722589,2155.493193269448,247.63895028851982,27.44365620977106,249.15497981409104,2000.0,structural
ESO563-G021,30.53,311.0,11.5,0.4233636134335341,1857.7801801506714,27.734268813202366,1885.5144489638737,238.15547211853016,29.098577746465,239.9265640292193,2000.0,structural
ESO563-G021,32.18,310.0,14.5,0.4586346561760309,1655.1108576755748,28.504329159479855,1683.6151868350546,230.78446091537444,30.28645427170473,232.7632632361732,2000.0,structural
ESO563-G021,33.91,313.0,15.9,0.5043339314892602,1483.6583338248304,29.745439781141858,1513.4037736059722,224.30081163473304,31.759531844448215,226.53812474499412,2000.0,structural
ESO563-G021,35.65,320.0,8.83,0.563410985082297,1329.582117812062,31.607909401531394,1361.1900272135933,217.71449767987434,33.56816900226455,220.287140955083,2000.0,structural
ESO563-G021,37.3,321.0,7.88,0.5942077536794614,1208.5177319034854,31.861005559220455,1240.3787374627059,212.31512287164097,34.47340289787074,215.09562270617906,2000.0,structural
ESO563-G021,39.03,320.0,8.0,0.6199298347111168,1093.579157058673,31.766837546047494,1125.3459946047205,206.59717931278735,35.21164110663168,209.57636834677294,2000.0,structural
ESO563-G021,40.76,315.0,9.82,0.6306116962664189,994.2073626104024,30.942674007184443,1025.1500366175867,201.30546962266078,35.513707107718815,204.41407850863118,2000.0,structural
ESO563-G021,42.41,312.0,9.07,0.6432586640915539,914.8303749115773,30.335235279016928,945.1656101905943,196.97196805637088,35.86805442427994,200.21107244151884,2000.0,structural
