r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
1.7,305.0,10.0,274.5432679110414,46583.55394117646,-13654.350798204754,-9901.923165109576,-99.0886089039025,50.59903327124159,2.1482744298110825,0.448849619874055,0.33116724033691686,-2482.661522152166,-2245.9033792506534,0.04821236658084687,44337.65056192581
3.41,257.0,10.0,270.79789387642757,23234.61407624633,-6819.05755644083,-7299.692274731731,-99.0886089039025,53.320865194286334,2.1574913743613373,0.45499424957422485,0.3438892043555709,-1772.8583825551796,-1729.7755636630657,0.07444821583808806,21504.838512583265
6.82,256.0,10.0,268.7821255332723,11669.979252199413,-1727.5058744927946,-4623.480212921722,-99.0886089039025,56.429945274847356,2.1681648291384867,0.46210988609232445,0.35989453279374584,-934.4914127436101,-1077.0421545185172,0.09229169403326314,10592.937097680897
13.67,271.0,10.0,259.0809546276349,5510.403803950257,-643.1963463155233,-1923.2184862957488,-99.08811007126012,59.89944908879119,2.180237529516665,0.4701583530111101,0.37902733813331835,-524.8079512735725,-600.1667117215361,0.10891519624955491,4910.237092228721
19.49,282.0,10.0,247.43672127933985,3520.6815443817345,-273.2904891547122,-584.314712884688,-98.73282550954744,63.23957386353263,2.191778556334153,0.47785237088943544,0.40103021749514717,-341.97789706629686,-379.33054194614107,0.10774349715084929,3141.3510024355933
23.36,287.0,10.0,245.635969230747,2862.2189640410957,-153.0421650748825,-258.62091295499584,-95.3279490699223,66.50315089435605,2.2030063746897737,0.48533758312651576,0.42264838739398725,-271.82376046660613,-279.2981857907324,0.09758099897304791,2582.920778250363
27.24,283.0,10.0,239.69408742839033,2334.604765051395,-124.53868938552716,-144.29392255480417,-87.62931845682633,69.5455798259558,2.2137011188831135,0.49246741258874227,0.44291744086114193,-224.38893489833788,-225.45441453271596,0.09657069920687526,2109.1503505186793
31.22,280.0,10.0,230.47109796921438,1883.3448654708523,-99.03687484433408,-100.35310272921015,-76.92375281284748,72.2650924130338,2.22351564620073,0.4990104308004868,0.46111874394979985,-180.2928426592611,-181.96988151392685,0.0966205843922445,1701.3749839569255
35.1,280.0,10.0,222.6864696726891,1556.174928774929,-71.56139431456491,-79.46356489292849,-65.61726461320185,74.40691455857447,2.2314170352968157,0.5042780235312104,0.4771063683171863,-141.3037908672192,-143.37539101750795,0.09213320968380957,1412.799537757421
38.97,281.0,10.0,217.8765846734523,1328.7440595329742,-53.58639002674209,-61.930380564938055,-54.72853840865298,76.01701146087936,2.2374770410929483,0.5083180273952989,0.4906939226022037,-108.56218295716256,-110.62226972111796,0.0832532562817247,1218.1217898118562
42.85,282.0,10.0,212.81008002471293,1140.8804060676778,-48.594475893474154,-46.453489114126654,-44.246922286911364,77.31062856420765,2.242478846289192,0.5116525641927945,0.5025782392691934,-82.01000684216112,-83.98121913361206,0.07361088742252467,1056.8991869340657
46.73,287.0,10.0,203.75387152912097,951.6509265996149,-36.87276774557503,-35.96104616871019,-35.46600026422179,78.32152132601367,2.2464499602354895,0.5142999734903263,0.5134677007141628,-61.37293977657398,-63.235772242552216,0.06644849542521089,888.4151543570626
50.71,292.0,10.0,201.8239021872731,851.060451587458,-21.65241759027707,-29.449240407557923,-28.756892019184736,79.08031104608881,2.249470480380353,0.516313653586902,0.5236672602889421,-46.3245241214054,-47.80887410573884,0.05617565005701105,803.2515774817192
54.58,298.0,10.0,201.62588120758537,781.6794485159398,-19.099179587482585,-23.636029849480625,-23.583673456463373,80.27363340929676,2.254340820045832,0.5195605466972214,0.5334548341599152,-35.729173740731454,-36.84625004149285,0.047137288963458646,744.833198474447
58.46,298.0,10.0,198.46491840939905,703.041809784468,-21.027361220980747,-19.177464744729228,-19.760701956990278,81.81894781275355,2.260753332754113,0.5238355551694086,0.5430854892986352,-28.485052675476723,-29.276434497957247,0.04164252266438115,673.7653752865108
62.34,298.0,10.0,192.49643427600722,618.5071254411291,-19.52842310308769,-17.317005844601542,-17.33023899203938,83.1413236145908,2.266295528080647,0.5275303520537648,0.5528075257917415,-23.615077083016146,-24.107426869150224,0.0389767973197664,594.3996985719789
66.21,298.0,10.0,187.53459443700467,551.6965307355385,-14.579942221818053,-16.045108883232793,-15.778824596197165,84.2406822102996,2.270946704378615,0.5306311362524099,0.5616462679476957,-20.222150849102093,-20.519607149194744,0.03719364905528295,531.1769235863438
70.19,298.0,10.0,184.69441293653492,504.0545789998575,-12.350123089638632,-14.387575595164407,-14.382961273341186,85.29274728336217,2.2754119090647666,0.5336079393765111,0.5690607708202801,-17.72159351548083,-18.05905015000306,0.03582756888318669,485.9955288498544
74.07,298.0,10.0,180.0968896555527,454.6245632509789,-12.739694780638827,-13.029829930674634,-13.399266649326902,86.29760607422695,2.2796955113970743,0.5364636742647162,0.5746000548926284,-16.233406085428893,-16.72946856211254,0.036798426469704215,437.8950946888664
