r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
0.42,35.7,9.1,18.549744674057003,570.8145238095238,541.5501457725948,372.57915140505077,86.6108880955232,66.73383814550094,2.2027347861005477,0.4851565240670318,0.3255482146558062,10420.078827409188,248.45458922072888,0.43526325777869684,819.2691130302527
1.47,83.3,9.3,46.170040180987485,1139.4421768707484,331.3921744193345,233.99665800601161,82.35748052824543,66.70200058338749,2.202545131590701,0.4850300877271341,0.32838327658582805,6398.870816831655,310.67524511156375,0.27265556025385296,1450.1174219823122
2.11,94.2,10.4,55.688626090315154,1130.867298578199,-93.14685471186529,110.03377579265548,53.328441617763026,67.18280606256826,2.204233659684476,0.48615577312298386,0.33393101365340916,1849.495045358335,338.9066710080235,0.2996873916454383,1469.7739695862226
2.84,97.6,9.1,56.7823633938845,1011.830985915493,-151.36232122260083,-0.2229274450956975,4.655116293145458,69.23482332385413,2.212334291545926,0.4915561943639506,0.34353107100964647,365.3195441801642,123.4636593644911,0.12202004196657666,1135.294645279984
3.9,101.0,9.1,54.327605216169765,859.9287435897436,-78.26426529418575,-73.6023404040574,-38.50554074804271,72.47018635619007,2.225950460564202,0.5006336403761347,0.3580926151777922,-487.2928412101006,-103.13677217333426,0.1199364167579668,756.7919714164093
4.74,105.0,16.7,51.71182537023761,863.12888185654,-9.733370416161087,-65.48434275294377,-52.77469199228504,77.228034610201,2.2481639375441334,0.5154426250294222,0.37819765329070204,-751.2715057470849,-298.97004575486284,0.3463793786065827,564.1588361016773
5.69,106.0,9.1,54.81935280925564,842.5060105448152,-35.5048903754741,-47.177340463706166,-46.050844958873626,83.82883426493046,2.2813474626190793,0.5375649750793862,0.4038776042126146,-719.7546060245066,-314.3581296264243,0.3731227144873914,528.1478809183909
6.32,108.0,11.5,55.57427461508737,807.031155063291,-52.55686645629708,-42.92551385052589,-42.9019459435233,91.47572537285961,2.321975944650189,0.5646506297667926,0.4341234185048788,-636.019070545133,-318.3444463618441,0.3944636391848815,488.68670870144683
7.37,110.0,23.0,56.68874463436865,754.2104748982362,-59.82730977641277,-51.1094465575932,-45.04941090833941,99.57281684389866,2.367180695620539,0.5947871304136925,0.46803218665061125,-620.6775530495302,-318.1706148954328,0.4218591831920165,436.0398600028034
8.21,112.0,19.7,55.62679549392095,693.9575395858708,-57.005132228284424,-56.18116986426986,-48.241394206165694,107.6300709950582,2.4145209110959938,0.6263472740639958,0.5037709827164101,-617.4222067009574,-317.0585898998167,0.45688471097097094,376.8989496860541
9.16,113.0,9.1,56.30005685589833,652.171288209607,-50.653033951497626,-55.955607364938714,-48.6116493553169,115.16920142962553,2.4600103550074106,0.6566735700049404,0.5393266127623451,-591.5402645051976,-306.13456310290564,0.4694082193396321,346.0367251067014
10.85,114.0,9.1,54.7949016084572,560.2335299539171,-60.863506908857374,-52.6656223418412,-47.14827662335793,122.19568882289863,2.503621616315206,0.6857477442101372,0.5699207559963716,-538.8687675272498,-283.507148176912,0.5060517320343756,276.72638177700514
12.21,114.0,9.1,52.3095408215604,466.537592137592,-51.42905395964137,-49.940072828369345,-45.37823348192621,127.65096443406662,2.5408207738553257,0.7105471825702171,0.59499456559836,-463.8324065761094,-242.4353758425475,0.5196481053793583,224.1022162950445
15.16,114.0,11.2,43.978607332487755,338.5743073878628,-43.377384660925166,-48.484942970254856,-44.36753286714469,131.92289427418456,2.572504394238619,0.7316695961590793,0.6142872619760217,-415.5294307557049,-210.99397078462098,0.6231836444190411,127.58033660324182
