r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
9.93,377.0,10.3,320.8767544055752,10967.31556898288,-763.6240201309583,-759.271350762112,-140.63835117283227,41.079389892125135,2.1182815842124274,0.4288543894749516,0.323780995354914,-592.1312339967513,-598.5450233780632,0.0545753443140483,10368.770545604817
10.05,377.0,19.7,321.46741039746183,10875.680686567164,-716.3713915281344,-727.4565345969421,-140.63022383982783,43.791780137804544,2.126940553659919,0.4346270357732794,0.3362038995021485,-611.3950543594214,-592.964671875606,0.05452207443052204,10282.716014691558
10.35,378.0,10.8,323.3989194826039,10666.439584541064,-789.1133018895507,-642.8376880495747,-140.58358075753762,47.08827261932308,2.1376500431831156,0.44176669545541036,0.3525753117662286,-575.3852796946459,-561.4288480661153,0.05263507505164118,10105.01073647495
15.07,367.0,10.7,311.2241329907279,6914.33191108162,-604.5499393051084,-532.0031531923877,-140.34412641843417,50.87366948632807,2.150142340677448,0.4500948937849652,0.3727886652322332,-497.5479242673493,-486.9622391618931,0.07042795246514523,6427.369671919727
20.09,364.0,6.67,296.5943253376301,4778.123175709307,-340.5297873941214,-418.77544344012455,-138.73210068015237,54.92247596980086,2.163615459297811,0.45907697286520727,0.3966077677701124,-388.03187104147946,-399.417659408463,0.08359300183783351,4378.7055163008445
25.12,375.0,6.19,282.42723833486974,3492.0075477707,-209.45134584502344,-284.0766081057782,-131.9473931177798,59.21730313949487,2.1780244229041634,0.4686829486027756,0.42123394838406514,-312.80060758813096,-316.64349707558387,0.09067663593044903,3175.364050695116
30.14,383.0,3.82,270.18409316465346,2673.1371499668217,-150.23284276681852,-178.85163558210655,-118.08000913752363,63.32342465656051,2.1920445006950886,0.478029667130059,0.445658077862461,-249.229093427418,-251.1250663833401,0.09394395135560367,2422.0120835834814
35.17,378.0,2.21,250.77977362467152,1982.1674779641737,-115.61912521781879,-121.71534282202687,-98.82094303280115,67.10575220985623,2.2052026621101866,0.4868017747401243,0.46895783579913064,-191.45534585401256,-193.9816701950098,0.09786341081241162,1788.1858077691638
40.19,364.0,4.0,234.3538766735036,1511.1649415277432,-78.42507668675067,-87.90325259749397,-78.66244103239299,70.36785441383451,2.2168068347284695,0.4945378898189796,0.4903966777859803,-141.32681381543065,-144.61257745957354,0.09569609080089861,1366.5523640681697
45.21,349.0,3.0,222.02728892512354,1194.779708029197,-54.84832359372288,-63.69450458204652,-60.416633517518875,73.10756633643452,2.226778995779061,0.5011859971860406,0.5093485403347013,-101.0878704455514,-104.39888459543737,0.08737919123822795,1090.3808234337598
50.24,338.0,3.08,211.00736123641028,959.939289410828,-40.390894722358965,-45.05906398937129,-45.225754893004904,75.35867661846153,2.235168217340579,0.5067788115603861,0.5256512145979111,-70.79113625366206,-73.71105501686034,0.07678720501387251,886.2282343939677
55.26,332.0,2.19,201.84636137535074,788.8512160694896,-29.189102689581294,-33.022906345353064,-33.56640978334458,77.10930837088173,2.241850449529421,0.5112336330196141,0.5392844418168767,-49.25544585975938,-51.57373506209401,0.06537827921349226,737.2774810073956
60.28,330.0,1.61,194.9564564723087,666.8806984074319,-22.441922254442616,-24.950334864808955,-25.41837032410205,78.47486341600688,2.2471838850747177,0.5147892567164785,0.5504504521615223,-34.674717373285056,-36.356147640358195,0.05451671899813532,630.5245507670736
65.31,329.0,2.2,187.28431018620049,563.3098974123412,-18.24428846665958,-19.25347519436783,-19.775324113839353,79.5770088446642,2.251536499493983,0.5176909996626552,0.559428712134743,-25.138282834278947,-26.2495262299656,0.04659873073515522,537.0603711823757
70.33,330.0,3.53,180.61235804997287,483.5255993175031,-14.485466191002306,-15.563229648786209,-15.939239817297588,80.43313358710031,2.2549532689272587,0.5199688459515057,0.5661080621839307,-18.935578527221807,-19.70043394893212,0.040743311164371236,463.825165368571
75.35,332.0,13.4,174.0847818126976,417.8758168546782,-11.906596370153343,-13.22242019023232,-13.459232120425723,81.07874252613409,2.2575540313716114,0.5217026875810742,0.5709562709548758,-15.027440485956443,-15.679250713012214,0.037521316335146715,402.196566141666
80.38,333.0,15.3,167.76217187477445,363.86430579746207,-10.737874961673183,-11.721137489235039,-12.190585610984444,81.56853722704894,2.2595426162084027,0.5230284108056018,0.5743429510471036,-13.074733125869749,-13.72563557923159,0.03772185224145535,350.13867021823046
