r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
1.25,47.0,7.6,50.37757438247234,2600.7383199999995,-692.5706126042631,-533.6154934911779,-35.94970681832383,29.906298947834554,2.0850953856687475,0.40673025711249833,0.3167866693412841,-767.3098301214454,-570.418319470773,0.21932937854000364,2030.3200005292265
2.08,59.5,4.5,56.103544707256205,2025.904711538461,-379.05473939393926,-458.16874520410255,-35.94970679443702,33.65827350173108,2.0965637927589045,0.4143758618392696,0.3290119384029346,-638.2751449772095,-512.6317650388959,0.25303843863890624,1513.272946499565
2.9,71.6,3.7,66.78727095931077,1975.2979999999998,-211.3108902491608,-372.5552036958657,-35.94970506707901,38.15560802014814,2.1105778311641363,0.4237185541094242,0.34520384942613536,-490.95234930904405,-437.1809095888286,0.22132402786254463,1538.1170904111711
3.73,77.6,3.1,69.35211749479048,1677.2417426273457,-315.33687116888603,-295.60673603510327,-35.949700225937,43.383504768928645,2.1272222313615488,0.43481482090769913,0.3651014149890901,-425.9738928540215,-387.773592222192,0.23119719857124293,1289.4681504051537
4.56,83.4,3.6,70.83532987167705,1451.838793859649,-264.502905063079,-277.0818869574061,-35.94969331404719,49.06295330355212,2.145563190335997,0.4470421268906645,0.3880840736266349,-390.7485351099005,-351.4782767479598,0.24209180677254832,1100.3605171116892
5.39,89.7,3.8,70.32185780744847,1238.1669202226346,-307.828274300451,-270.61991323639427,-35.94964161906225,55.072707543703075,2.1651827283687703,0.4601218189125135,0.41138838036060044,-368.10167444632435,-320.6968487029685,0.25900938190571593,917.4700715196661
6.22,93.8,2.4,63.58747277739935,940.8438585209003,-286.43049400545345,-233.92357437844643,-35.94934339839151,60.590165455579815,2.183511387946255,0.4723409252975032,0.43411510838651807,-349.9668050631179,-290.78490446680007,0.3090681857922129,650.0589540541002
7.04,99.0,3.0,59.58949456188183,765.5566051136364,-179.00102164410185,-202.7242842254897,-35.94600618149767,65.09897929090482,2.1987706680875627,0.48251377872504175,0.4552190342521197,-332.2901396654998,-261.1662837868546,0.34114562142415067,504.39032132678176
7.87,103.0,2.5,56.77502925388721,645.4921728081322,-131.85517687914668,-159.56381994485147,-35.90987059498313,68.87929877225555,2.2118299893872875,0.4912199929248583,0.4738135932271067,-314.2675645896637,-235.91098516140426,0.3654745868336456,409.5811876467279
8.7,100.0,2.3,53.91305588686388,546.677011494253,-108.50645429829535,-116.73129583057337,-35.76410768038042,72.03469552459364,2.2229872467824583,0.4986581645216388,0.48919630315920937,-295.4533190079837,-212.5830350505624,0.38886404692507764,334.09397644369056
9.54,98.3,2.0,51.15943029112511,464.28639412997904,-92.02595289725994,-91.56820718172881,-35.37331728573019,74.42241414704105,2.2316050519373625,0.5044033679582416,0.5014666813978982,-275.3448069334527,-189.9376197366363,0.40909581270964923,274.34877439334275
10.34,98.4,1.7,48.44684691938032,395.7544487427466,-72.26787343406303,-73.53758401631947,-34.53823591858727,76.03086830823176,2.2375343489504287,0.5083562326336191,0.5112361176563179,-252.25607200931577,-168.7624781015599,0.42643229567650687,226.9919706411867
