r_kpc,v_obs_kmps,v_err_kmps,v_baryon_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.11,6.8,3.62,12.02680339907492,242.9040586767469,1314.9454545454548,1759.8502673796697,45.89745063531722,2.1460174942324786,0.4444819080327802,535070.3429239682,536385.2883785137
0.17,9.5,4.31,15.5399871299818,273.6331707781414,1420.536470588235,2293.0894522144504,48.33765126709683,2.156753288634122,0.45142859852796136,439021.2997064675,440441.8361770557
0.24,14.0,3.11,19.675652466945028,284.1733680005329,1613.0470833333334,2356.9284358904856,51.10191740028009,2.172161750886537,0.46139877998540624,334864.0490865262,336477.0961698595
0.31,19.8,5.5,23.294999463404157,258.2634763580156,1750.506451612903,1653.7426378446119,54.00174561628455,2.195300145164529,0.47637068216528333,213410.85877589457,215161.36522750746
0.38,26.1,3.9,26.475214824435326,240.38054559838218,1844.571052631579,1264.5174091141857,57.218211945146884,2.2198322197357294,0.4922443774760602,150215.44658467342,152060.017637305
0.45,28.7,3.5,29.4515279739439,252.69674101440054,1927.538888888889,1331.19165702718,60.643805289275626,2.230621327217715,0.4992255646702861,139973.88982066448,141901.42870955338
0.52,28.7,2.7,32.4975029809984,276.04554482531796,2030.9378846153843,1543.648372343288,64.57882916443273,2.235208865675544,0.5021939719077051,144509.72138058968,146540.65926520506
0.59,31.7,2.5,35.56337020024959,282.68635425081266,2143.6496610169493,1503.4144605394577,68.95168086994268,2.2460978773453046,0.5092398029881383,133299.6975925694,135443.34725358634
0.66,35.5,2.3,38.46211772640711,279.362681225043,2241.4159090909084,1334.601247139205,73.56748882989707,2.267068611832153,0.5228091017737461,116006.3229715833,118247.73888067421
0.73,39.4,2.1,41.246339231500286,284.9378488861266,2330.493835616438,1281.3149350649414,78.85410088757321,2.3061865496478897,0.5481207085956933,108888.10579157961,111218.59962719605
0.8,42.9,2.3,44.00727212632022,293.3918136804996,2420.8,1252.2106979778266,84.99705607568376,2.3549029591506367,0.5796430912151178,105177.64541841621,107598.44541841622
0.87,46.0,2.6,46.69099377824379,320.5329726615578,2505.8033333333337,1429.3617021276575,91.63008227236253,2.398933856279406,0.6081336717102039,115587.74444052293,118093.54777385626
0.94,49.1,3.1,49.63522942427082,382.4729660654661,2620.910638297872,2124.2456388495966,98.13377097056069,2.445198002727031,0.6380692958821965,153002.03592650554,155622.94656480342
1.01,49.2,3.2,53.20930087869977,426.5782873710355,2803.1977227722773,2725.4544354384743,103.62840832044408,2.494240355747485,0.6698025831307255,177364.16391723344,180167.36164000572
1.08,51.4,3.2,56.94446592953524,434.1664438682046,3002.474259259259,2708.0148180810024,107.60649306480977,2.5363927290861774,0.6970776482322324,171535.02664922483,174537.5009084841
1.14,57.2,3.1,59.97477136263214,445.02535086631224,3155.2396491228074,2825.4230533776067,109.96225791240788,2.5614648868689605,0.7133008091505038,170570.69273130203,173725.93238042484
1.21,63.8,2.9,63.85477977410932,459.5265823986707,3369.7792561983474,3128.941357269129,109.99851766314211,2.5631855972814037,0.7144142100056141,171146.4851495887,174516.26440578705
1.29,67.8,2.8,68.37915837446377,455.2152336406669,3624.580852713177,3078.137588001213,108.6543151399726,2.545864164829092,0.7032062243011772,157011.78266552478,160636.36351823795
1.35,69.8,3.3,71.63078946933364,431.89360995461266,3800.7185185185176,2634.92789353894,107.22439534167877,2.5132596721265834,0.6821091996113187,134371.20023676078,138171.9187552793
1.42,71.7,3.9,75.05539620840062,407.4533463659508,3967.121478873239,2215.813554206175,106.3150750417826,2.4469386975276075,0.6391956278119812,112947.12462310666,116914.2461019799
1.49,74.1,4.4,78.26422746057102,384.77979373207177,4110.932416107382,1859.040718671,106.37453424763864,2.428486784361721,0.6272561545869958,95255.16802986288,99366.10044597025
1.56,76.7,4.8,81.20790601905703,327.25127658692713,4227.387179487179,1163.1777464722559,107.66290757406965,2.4630798122004336,0.6496398784826335,64422.226940880435,68649.61412036761
1.63,79.9,4.4,83.46410605763414,14.614347151948653,4273.777300613498,-61.948570586501894,110.4332634111423,2.5127153596067773,0.6817569973926205,-4142.747151731492,131.03014888200596
1.74,83.6,3.35,85.65192000183066,0.0,4216.236436781609,-2100.6669951365297,115.33771699623159,2.5664793189863278,0.7165454416970356,-96400.31912004562,-92184.08268326402
1.93,83.9,3.95,83.85764127376824,0.0,3643.5772020725385,-2989.048170954204,120.630727641969,2.6187089048697128,0.7503410560921671,-114447.53787023717,-110803.96066816463
2.1,88.7,4.44,81.20576395798516,0.0,3140.179095238095,-2531.8763263859323,125.20274644140464,2.6717774034572743,0.7846794963547068,-98296.31872717955,-95156.13963194145
2.27,85.3,5.36,79.47841279240546,0.0,2782.7392511013213,-2102.587318451612,128.79300872180045,2.725052335786869,0.8191515113915033,-82565.28601928121,-79782.54676817989
