r_kpc,v_obs_kmps,v_err_kmps,v_baryon_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.22,12.4,7.0,38.3010508994205,215.889794383249,6668.047727272727,4919.477501665,31.81559207590397,2.0636471710199755,0.39118346360116063,205188.33099473428,211856.378722007
0.78,37.5,4.0,85.73158694436958,196.27490583955668,9422.955128205127,1329.4767477662208,39.082761054754,2.117642486758314,0.4261216090789091,39966.58161836775,49389.53674657288
1.33,56.5,4.0,104.07309931005226,0.0,8143.766917293232,-2444.4600162586034,47.51007632822589,2.159126305550216,0.45296408006190436,-39228.38119978587,-31084.61428249264
2.33,69.1,4.0,114.57450894505287,0.0,5634.042103004292,-2265.886103754094,56.69106158513924,2.2226170837237356,0.49404634829182886,-25805.64715533525,-20171.605052330957
3.44,85.5,7.5,107.55394228014146,0.0,3362.747238372093,-1913.85605717136,66.50830491032495,2.2743134687982205,0.5274969503988485,-18880.125325585417,-15517.378087213325
3.78,87.1,8.4,103.95592383313227,0.0,2858.95082010582,-1182.1829774175826,73.82415723221348,2.318730007775858,0.556237063854967,-14494.546526842938,-11635.595706737118
4.77,105.0,4.0,92.41437821031963,0.0,1790.4438784067086,-886.1870970694164,80.43123529149597,2.349518628249337,0.57615911239663,-10345.010582972138,-8554.56670456543
5.44,112.0,6.7,86.89113015722607,0.0,1387.8802389705884,-515.5596644923892,85.32304001981058,2.376729134878404,0.5937659108036732,-6424.960257601763,-5037.080018631175
6.11,116.0,4.0,81.96657184486857,0.0,1099.5939279869067,-319.0156498309665,89.22554460954761,2.3639564815667296,0.585501252778472,-4016.0970067564535,-2916.503078769547
7.22,124.0,4.0,76.94565484808093,0.0,820.0323822714682,-181.29490949910593,92.53591546167048,2.3996299443156195,0.6085840816159891,-2129.9250138834345,-1309.8926316119664
9.33,135.0,4.0,69.3732001568329,0.0,515.8243193997856,-112.29548256741195,95.09261633035192,2.41536103745125,0.6187630242331617,-1083.5086392549356,-567.68431985515
11.1,140.0,4.0,65.31475790355499,0.0,384.32590990990985,-49.84796338609677,97.01305913076098,2.438371387144968,0.6336520740349794,-425.04096360742136,-40.71505369751151
15.55,144.0,5.0,56.566096736472815,0.0,205.76998713826367,-40.12492646553846,99.228885215624,2.4658475560514876,0.6514307715627272,-250.99736436390765,-45.22737722564398
