galaxy,source_file,beta_mode,beta,beta_mean,beta_max,d_eff_mean,d_eff_max,cinfo_cap_mean,a_newton_source,rmse_kmps,mean_absolute_fractional_error,n_points,status,error
UGC06786,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC06786_normalized.csv,local_structural_coupling_v2,78.37853517760244,78.37853517760244,110.98843672680555,2.3312684437960467,2.533059382579884,0.5643501695150891,computed_from_baryonic_velocity,181.4109642092259,0.8328827112679684,45,ok,
UGC02916,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC02916_normalized.csv,local_structural_coupling_v2,71.47453836965019,71.47453836965019,92.85593040678471,2.286727793740442,2.4141929242004667,0.5355297488908743,computed_from_baryonic_velocity,178.59443430054554,0.7858764843523307,43,ok,
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC7814_normalized.csv,local_structural_coupling_v2,76.38658610280235,76.38658610280235,84.24980405949094,2.3065616950793424,2.3520723067247515,0.5483634497572215,computed_from_baryonic_velocity,175.5205926554419,0.7457791259635962,18,ok,
UGC06973,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC06973_normalized.csv,local_structural_coupling_v2,76.11332694385912,76.11332694385912,82.16947447216236,2.3045377412662846,2.340090685469516,0.5470538325840666,computed_from_baryonic_velocity,173.81535541423773,1.0,9,ok,
UGC07232,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC07232_normalized.csv,local_structural_coupling_v2,87.25309716109722,87.25309716109722,93.60880491293085,2.3727310213920836,2.4612570960419733,0.5911788961948776,computed_from_baryonic_velocity,164.12670957966841,5.820160918915001,4,ok,
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2841_normalized.csv,local_structural_coupling_v2,82.00547513950634,82.00547513950634,99.34369304295393,2.341590271183092,2.451010332330572,0.571028999000824,computed_from_baryonic_velocity,160.33016596316585,0.5089101081386883,50,ok,
NGC3949,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3949_normalized.csv,local_structural_coupling_v2,65.45632402665252,65.45632402665252,85.7869489458412,2.2580408506610214,2.3957686773455533,0.5169676092512494,computed_from_baryonic_velocity,153.8152881125373,1.0,7,ok,
UGC08699,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC08699_normalized.csv,local_structural_coupling_v2,77.3336038588874,77.3336038588874,105.77969746707245,2.3195184045457915,2.500875025057435,0.5567472029413946,computed_from_baryonic_velocity,148.72831358740436,0.7582345826451656,41,ok,
NGC3893,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3893_normalized.csv,local_structural_coupling_v2,73.42798812974783,73.42798812974783,88.28648202891884,2.2945028979360638,2.3832797896485665,0.5405606986645121,computed_from_baryonic_velocity,146.4820681644736,0.7852419508817909,10,ok,
NGC2955,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2955_normalized.csv,local_structural_coupling_v2,72.53269463726018,72.53269463726018,103.92180810589716,2.298838849398362,2.49475155198109,0.5433663143165869,computed_from_baryonic_velocity,145.39035426214807,0.5199561284181556,24,ok,
