r_kpc,v_obs_kmps,v_err_kmps,v_baryon_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.41,15.0,4.1,13.301372109673498,88.78592458964306,431.5280487804878,396.51695419393207,55.312011096569364,2.1819378280717463,0.46772447698760056,18795.15586643362,19226.683915214107
0.82,23.4,1.3,22.071746645881923,65.7151381948245,594.0999999999999,94.07833221161597,58.562651414055814,2.1914103163167016,0.4738537340872775,4672.3382780059555,5266.438278005955
1.24,29.2,1.5,25.138022993067693,0.0,509.61306451612904,-230.9666121356334,63.225367804662,2.219274521797412,0.4918835141042077,-5674.53448041876,-5164.9214159026305
1.64,36.2,1.1,25.762765767673315,0.0,404.7073780487805,-166.07317837036808,68.99561262061215,2.254414634585959,0.5146212341438559,-3940.198168319749,-3535.490790270969
2.06,44.0,1.1,27.735754902291735,0.0,373.4330582524272,-96.33160518047313,75.62718729716894,2.2924272869247813,0.5392176562454467,-2441.5210864516516,-2068.0880281992245
2.47,52.1,1.2,28.32203735609428,0.0,324.7521457489878,-110.00080808334295,82.84267810941579,2.348792538391251,0.5756892895472802,-2439.8334016765057,-2115.0812559275178
2.89,52.9,1.7,28.554554803043242,0.0,282.13238754325255,-94.58867505354503,89.72773381272715,2.396835513958056,0.6067759207963891,-2038.8664772822647,-1756.7340897390122
3.3,54.8,2.2,28.506204587773517,0.0,246.24354545454545,-77.292077373436,95.5824281013225,2.4366063865173997,0.6325100148053763,-1646.287730411371,-1400.0441849568256
3.71,55.0,2.5,28.488123841348344,0.0,218.75288409703504,-67.91348190644308,100.40095045325205,2.4801801402477213,0.6607047966308783,-1396.370086516673,-1177.6172024196378
4.12,52.0,2.7,28.01935937882949,0.0,190.5544902912621,-68.77657025798271,103.80739673206186,2.507882516781,0.6786298637994707,-1312.5876954725097,-1122.0332051812477
