galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,shell_geom_kpc3,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,L_static,delta_sigma_i,beta_i,rho_struct_proxy_i,delta_m_struct_msun,M_struct_i_msun,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
UGC05986,1,0.63,3.13,1.88,2.5,0.35,10.335839830310418,2.0581929576679445,53.532946336351,65.62,2.6319999999999997,5,9.41,0.63,2.703808413193847,0.36984869013657656,0.0,1.0,4.236158250993921,4378425317.812109,4378425317.812109,5327.980204173629,100.08297949125227,113.50056884129286
UGC05986,2,3.77,6.28,5.025,2.5100000000000002,0.35,27.73688591909527,2.0171899256490904,72.79067351019327,113.0,3.068,5,9.41,0.63,2.703808413193847,0.36984869013657656,0.041003032018854135,0.8950601619245337,3.6420492027370974,10101910324.805075,14480335642.617184,2466.418964627159,111.32724418241689,133.0121702977552
UGC05986,3,6.9,9.41,8.155000000000001,2.51,0.35,45.013791974173515,2.009548040049137,59.828755730292514,111.6,4.101999999999999,5,9.41,0.63,2.703808413193847,0.36984869013657656,0.00764188559995338,0.9795498059220491,3.9556996475218993,17806104104.586227,32286439747.20341,2088.0100350789985,130.49031318863953,143.55208757905348
