r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,delta_sigma_i,beta_i,rho_struct_proxy_i,delta_m_struct_msun,M_struct_i_msun,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms,r_scale,L_static
1.74,59.2,56.25,3.5,UGC06917,0.0,56.25,0.0,2014.16091954023,UGC06917,UGC6917,Bizyaev_2014,,False,unique_to_2014,PGC2364779,,EON_179.089_50.163,PGC2364779,PGC2364779,179.088638,50.163097,r,6.04,0.02,1.95,0.14,0.3228476821192053,3.097435897435897,21.02,0.16,-0.003,15.14,0.38,SB,9625.0,PGC2364779,NED,thick_like,PGC2364779,PGC2364779,PGC2364779,179.088638,50.163097,PGC2364779,PGC2364779,NED,,True,coord_review,UGC06917,137.0,0.2660474138335263,Bizyaev_2014,0.35,1,2.0269024587507327,0.0,1.0,4.108333577289765,11035882885.627125,11035882885.627125,15677.215966977987,165.16160504954442,174.4775581057395,-115.27755810573949,2.950000000000003,1.794628911656008,0.557218260279359
2.61,71.2,59.09,4.0,UGC06917,0.0,59.09,0.0,1942.314176245211,UGC06917,UGC6917,Bizyaev_2014,,False,unique_to_2014,PGC2364779,,EON_179.089_50.163,PGC2364779,PGC2364779,179.088638,50.163097,r,6.04,0.02,1.95,0.14,0.3228476821192053,3.097435897435897,21.02,0.16,-0.003,15.14,0.38,SB,9625.0,PGC2364779,NED,thick_like,PGC2364779,PGC2364779,PGC2364779,179.088638,50.163097,PGC2364779,PGC2364779,NED,,True,coord_review,UGC06917,137.0,0.2660474138335263,Bizyaev_2014,0.35,1,2.0269024587507327,0.0,1.0,4.108333577289765,11035882885.627125,11035882885.627125,6967.651540879106,134.85388582348847,147.23178536475902,-76.03178536475902,12.11,1.794628911656008,0.557218260279359
3.5,84.5,62.05093391722642,4.4,UGC06917,6.4,61.72,0.0,2040.071428571429,UGC06917,UGC6917,Bizyaev_2014,,False,unique_to_2014,PGC2364779,,EON_179.089_50.163,PGC2364779,PGC2364779,179.088638,50.163097,r,6.04,0.02,1.95,0.14,0.3228476821192053,3.097435897435897,21.02,0.16,-0.003,15.14,0.38,SB,9625.0,PGC2364779,NED,thick_like,PGC2364779,PGC2364779,PGC2364779,179.088638,50.163097,PGC2364779,PGC2364779,NED,,True,coord_review,UGC06917,137.0,0.2660474138335263,Bizyaev_2014,0.35,1,2.0269024587507327,0.0,1.0,4.108333577289765,11035882885.627125,11035882885.627125,3874.6399233977595,116.45273604296362,131.95286329554264,-47.45286329554264,22.449066082773577,1.794628911656008,0.557218260279359
4.37,93.5,65.39440725322005,4.5,UGC06917,14.66,63.73,0.0,2000.5148741418764,UGC06917,UGC6917,Bizyaev_2014,,False,unique_to_2014,PGC2364779,,EON_179.089_50.163,PGC2364779,PGC2364779,179.088638,50.163097,r,6.04,0.02,1.95,0.14,0.3228476821192053,3.097435897435897,21.02,0.16,-0.003,15.14,0.38,SB,9625.0,PGC2364779,NED,thick_like,PGC2364779,PGC2364779,PGC2364779,179.088638,50.163097,PGC2364779,PGC2364779,NED,,True,coord_review,UGC06917,137.0,0.2660474138335263,Bizyaev_2014,0.35,1,2.0269024587507327,0.0,1.0,4.108333577289765,11035882885.627125,11035882885.627125,2485.4473271380457,104.21806378739369,123.03590256341137,-29.53590256341137,28.105592746779948,1.794628911656008,0.557218260279359
6.11,100.0,67.61448143704128,3.5,UGC06917,20.91,64.3,0.0,1636.661211129296,UGC06917,UGC6917,Bizyaev_2014,,False,unique_to_2014,PGC2364779,,EON_179.089_50.163,PGC2364779,PGC2364779,179.088638,50.163097,r,6.04,0.02,1.95,0.14,0.3228476821192053,3.097435897435897,21.02,0.16,-0.003,15.14,0.38,SB,9625.0,PGC2364779,NED,thick_like,PGC2364779,PGC2364779,PGC2364779,179.088638,50.163097,PGC2364779,PGC2364779,NED,,True,coord_review,UGC06917,137.0,0.2660474138335263,Bizyaev_2014,0.35,2,2.00936080348129,0.017541655269442735,0.9690095983670813,3.9124061362744897,31098028978.344868,42133911863.97199,4854.111150320387,172.21677946256446,185.01442437944553,-85.01442437944553,32.38551856295872,1.794628911656008,0.557218260279359
6.98,101.0,68.84792662092302,4.0,UGC06917,24.79,64.23,0.0,1461.4613180515755,UGC06917,UGC6917,Bizyaev_2014,,False,unique_to_2014,PGC2364779,,EON_179.089_50.163,PGC2364779,PGC2364779,179.088638,50.163097,r,6.04,0.02,1.95,0.14,0.3228476821192053,3.097435897435897,21.02,0.16,-0.003,15.14,0.38,SB,9625.0,PGC2364779,NED,thick_like,PGC2364779,PGC2364779,PGC2364779,179.088638,50.163097,PGC2364779,PGC2364779,NED,,True,coord_review,UGC06917,137.0,0.2660474138335263,Bizyaev_2014,0.35,2,2.00936080348129,0.017541655269442735,0.9690095983670813,3.9124061362744897,31098028978.344868,42133911863.97199,3719.4719845254913,161.1270134148459,175.21972335324563,-74.21972335324563,32.15207337907698,1.794628911656008,0.557218260279359
7.85,103.0,68.72155193241782,3.5,UGC06917,27.59,62.94,0.0,1351.4649681528665,UGC06917,UGC6917,Bizyaev_2014,,False,unique_to_2014,PGC2364779,,EON_179.089_50.163,PGC2364779,PGC2364779,179.088638,50.163097,r,6.04,0.02,1.95,0.14,0.3228476821192053,3.097435897435897,21.02,0.16,-0.003,15.14,0.38,SB,9625.0,PGC2364779,NED,thick_like,PGC2364779,PGC2364779,PGC2364779,179.088638,50.163097,PGC2364779,PGC2364779,NED,,True,coord_review,UGC06917,137.0,0.2660474138335263,Bizyaev_2014,0.35,2,2.00936080348129,0.017541655269442735,0.9690095983670813,3.9124061362744897,31098028978.344868,42133911863.97199,2940.7142338411422,151.9361929747253,166.7550851867881,-63.75508518678811,34.278448067582175,1.794628911656008,0.557218260279359
8.72,105.0,68.44422912123417,4.0,UGC06917,29.1,61.95,0.0,1264.334862385321,UGC06917,UGC6917,Bizyaev_2014,,False,unique_to_2014,PGC2364779,,EON_179.089_50.163,PGC2364779,PGC2364779,179.088638,50.163097,r,6.04,0.02,1.95,0.14,0.3228476821192053,3.097435897435897,21.02,0.16,-0.003,15.14,0.38,SB,9625.0,PGC2364779,NED,thick_like,PGC2364779,PGC2364779,PGC2364779,179.088638,50.163097,PGC2364779,PGC2364779,NED,,True,coord_review,UGC06917,137.0,0.2660474138335263,Bizyaev_2014,0.35,2,2.00936080348129,0.017541655269442735,0.9690095983670813,3.9124061362744897,31098028978.344868,42133911863.97199,2383.192740442668,144.157693851768,159.58086726377968,-54.58086726377968,36.55577087876583,1.794628911656008,0.557218260279359
9.6,110.0,68.9585382675706,4.9,UGC06917,32.76,60.68,0.0,1260.4166666666667,UGC06917,UGC6917,Bizyaev_2014,,False,unique_to_2014,PGC2364779,,EON_179.089_50.163,PGC2364779,PGC2364779,179.088638,50.163097,r,6.04,0.02,1.95,0.14,0.3228476821192053,3.097435897435897,21.02,0.16,-0.003,15.14,0.38,SB,9625.0,PGC2364779,NED,thick_like,PGC2364779,PGC2364779,PGC2364779,179.088638,50.163097,PGC2364779,PGC2364779,NED,,True,coord_review,UGC06917,137.0,0.2660474138335263,Bizyaev_2014,0.35,2,2.00936080348129,0.017541655269442735,0.9690095983670813,3.9124061362744897,31098028978.344868,42133911863.97199,1966.2995103610651,137.39168569992225,153.72623490955021,-43.726234909550215,41.0414617324294,1.794628911656008,0.557218260279359
10.47,111.0,70.57971167410646,6.0,UGC06917,36.86,60.19,0.0,1176.7908309455586,UGC06917,UGC6917,Bizyaev_2014,,False,unique_to_2014,PGC2364779,,EON_179.089_50.163,PGC2364779,PGC2364779,179.088638,50.163097,r,6.04,0.02,1.95,0.14,0.3228476821192053,3.097435897435897,21.02,0.16,-0.003,15.14,0.38,SB,9625.0,PGC2364779,NED,thick_like,PGC2364779,PGC2364779,PGC2364779,179.088638,50.163097,PGC2364779,PGC2364779,NED,,True,coord_review,UGC06917,137.0,0.2660474138335263,Bizyaev_2014,0.35,2,2.00936080348129,0.017541655269442735,0.9690095983670813,3.9124061362744897,31098028978.344868,42133911863.97199,1653.0986597891072,131.55965554831752,149.29647908772648,-38.29647908772648,40.42028832589354,1.794628911656008,0.557218260279359
