r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,delta_sigma_i,beta_i,rho_struct_proxy_i,delta_m_struct_msun,M_struct_i_msun,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms,r_scale,L_static
1.74,84.9,137.12,11.3,NGC4088,0.0,137.12,0.0,4142.534482758621,NGC4088,NGC4088,Bizyaev_2014,,False,unique_to_2014,PGC2372663,,EON_181.734_50.426,PGC2372663,PGC2372663,181.734207,50.425667,r,4.13,0.11,1.41,0.08,0.3414043583535109,2.9290780141843973,21.06,0.17,0.035,16.43,0.13,SC,19103.0,PGC2372663,NED,thick_like,PGC2372663,PGC2372663,PGC2372663,181.734207,50.425667,PGC2372663,PGC2372663,NED,,True,coord_review,NGC4088,70.0,0.245235705493907,Bizyaev_2014,0.35,1,2.02045422031826,0.0,1.0,4.0822352564018685,20509908277.120384,20509908277.120384,29135.708022245286,225.1580155328848,263.6247832786341,-178.72478327863408,-52.22,2.513237156414226,0.3978932101365058
3.5,136.0,180.27,9.9,NGC4088,0.0,180.27,0.0,5284.571428571428,NGC4088,NGC4088,Bizyaev_2014,,False,unique_to_2014,PGC2372663,,EON_181.734_50.426,PGC2372663,PGC2372663,181.734207,50.425667,r,4.13,0.11,1.41,0.08,0.3414043583535109,2.9290780141843973,21.06,0.17,0.035,16.43,0.13,SC,19103.0,PGC2372663,NED,thick_like,PGC2372663,PGC2372663,PGC2372663,181.734207,50.425667,PGC2372663,PGC2372663,NED,,True,coord_review,NGC4088,70.0,0.245235705493907,Bizyaev_2014,0.35,1,2.02045422031826,0.0,1.0,4.0822352564018685,20509908277.120384,20509908277.120384,7200.919968012231,158.755220033997,240.20926873882865,-104.20926873882865,-44.27000000000001,2.513237156414226,0.3978932101365058
5.24,162.0,241.53337243536348,8.0,NGC4088,16.92,240.94,0.0,5008.396946564885,NGC4088,NGC4088,Bizyaev_2014,,False,unique_to_2014,PGC2372663,,EON_181.734_50.426,PGC2372663,PGC2372663,181.734207,50.425667,r,4.13,0.11,1.41,0.08,0.3414043583535109,2.9290780141843973,21.06,0.17,0.035,16.43,0.13,SC,19103.0,PGC2372663,NED,thick_like,PGC2372663,PGC2372663,PGC2372663,181.734207,50.425667,PGC2372663,PGC2372663,NED,,True,coord_review,NGC4088,70.0,0.245235705493907,Bizyaev_2014,0.35,1,2.02045422031826,0.0,1.0,4.0822352564018685,20509908277.120384,20509908277.120384,3212.6358315420803,129.74672156659875,274.17618743661984,-112.17618743661984,-79.53337243536348,2.513237156414226,0.3978932101365058
8.72,182.0,247.18580076533524,6.1,NGC4088,42.24,243.55,0.0,3798.6238532110087,NGC4088,NGC4088,Bizyaev_2014,,False,unique_to_2014,PGC2372663,,EON_181.734_50.426,PGC2372663,PGC2372663,181.734207,50.425667,r,4.13,0.11,1.41,0.08,0.3414043583535109,2.9290780141843973,21.06,0.17,0.035,16.43,0.13,SC,19103.0,PGC2372663,NED,thick_like,PGC2372663,PGC2372663,PGC2372663,181.734207,50.425667,PGC2372663,PGC2372663,NED,,True,coord_review,NGC4088,70.0,0.245235705493907,Bizyaev_2014,0.35,2,2.006432061401473,0.014022158916787042,0.9653727229629177,3.886368177203752,50546637089.70176,71056545366.82214,4019.1246335222595,187.2078171559994,310.0767435721585,-128.07674357215848,-65.18580076533524,2.513237156414226,0.3978932101365058
10.47,179.0,235.3753226232521,7.0,NGC4088,48.71,230.28,0.0,3060.2674307545367,NGC4088,NGC4088,Bizyaev_2014,,False,unique_to_2014,PGC2372663,,EON_181.734_50.426,PGC2372663,PGC2372663,181.734207,50.425667,r,4.13,0.11,1.41,0.08,0.3414043583535109,2.9290780141843973,21.06,0.17,0.035,16.43,0.13,SC,19103.0,PGC2372663,NED,thick_like,PGC2372663,PGC2372663,PGC2372663,181.734207,50.425667,PGC2372663,PGC2372663,NED,,True,coord_review,NGC4088,70.0,0.245235705493907,Bizyaev_2014,0.35,2,2.006432061401473,0.014022158916787042,0.9653727229629177,3.886368177203752,50546637089.70176,71056545366.82214,2787.860768645568,170.84759947894818,290.84436516411847,-111.84436516411847,-56.37532262325209,2.513237156414226,0.3978932101365058
12.19,174.0,225.54851761871547,6.2,NGC4088,53.67,219.07,0.0,2483.6751435602955,NGC4088,NGC4088,Bizyaev_2014,,False,unique_to_2014,PGC2372663,,EON_181.734_50.426,PGC2372663,PGC2372663,181.734207,50.425667,r,4.13,0.11,1.41,0.08,0.3414043583535109,2.9290780141843973,21.06,0.17,0.035,16.43,0.13,SC,19103.0,PGC2372663,NED,thick_like,PGC2372663,PGC2372663,PGC2372663,181.734207,50.425667,PGC2372663,PGC2372663,NED,,True,coord_review,NGC4088,70.0,0.245235705493907,Bizyaev_2014,0.35,2,2.006432061401473,0.014022158916787042,0.9653727229629177,3.886368177203752,50546637089.70176,71056545366.82214,2056.634100986628,158.33625513768789,275.57667443204804,-101.57667443204804,-51.548517618715465,2.513237156414226,0.3978932101365058
15.68,168.0,192.1140338444852,6.1,NGC4088,54.64,184.18,0.0,1800.0,NGC4088,NGC4088,Bizyaev_2014,,False,unique_to_2014,PGC2372663,,EON_181.734_50.426,PGC2372663,PGC2372663,181.734207,50.425667,r,4.13,0.11,1.41,0.08,0.3414043583535109,2.9290780141843973,21.06,0.17,0.035,16.43,0.13,SC,19103.0,PGC2372663,NED,thick_like,PGC2372663,PGC2372663,PGC2372663,181.734207,50.425667,PGC2372663,PGC2372663,NED,,True,coord_review,NGC4088,70.0,0.245235705493907,Bizyaev_2014,0.35,3,2.003571944043118,0.0028601173583551187,0.9928376197662533,3.9855485881528256,94451688020.77274,165508233387.59488,2895.26180521723,213.06737222251127,286.8893638770984,-118.88936387709839,-24.114033844485192,2.513237156414226,0.3978932101365058
17.42,165.0,181.09665319933444,5.6,NGC4088,53.77,172.93,0.0,1562.8587830080369,NGC4088,NGC4088,Bizyaev_2014,,False,unique_to_2014,PGC2372663,,EON_181.734_50.426,PGC2372663,PGC2372663,181.734207,50.425667,r,4.13,0.11,1.41,0.08,0.3414043583535109,2.9290780141843973,21.06,0.17,0.035,16.43,0.13,SC,19103.0,PGC2372663,NED,thick_like,PGC2372663,PGC2372663,PGC2372663,181.734207,50.425667,PGC2372663,PGC2372663,NED,,True,coord_review,NGC4088,70.0,0.245235705493907,Bizyaev_2014,0.35,3,2.003571944043118,0.0028601173583551187,0.9928376197662533,3.9855485881528256,94451688020.77274,165508233387.59488,2345.7604323357177,202.14634978472455,271.4021822522586,-106.40218225225863,-16.09665319933444,2.513237156414226,0.3978932101365058
19.28,171.0,170.92076205072337,8.6,NGC4088,52.37,162.7,0.0,1516.649377593361,NGC4088,NGC4088,Bizyaev_2014,,False,unique_to_2014,PGC2372663,,EON_181.734_50.426,PGC2372663,PGC2372663,181.734207,50.425667,r,4.13,0.11,1.41,0.08,0.3414043583535109,2.9290780141843973,21.06,0.17,0.035,16.43,0.13,SC,19103.0,PGC2372663,NED,thick_like,PGC2372663,PGC2372663,PGC2372663,181.734207,50.425667,PGC2372663,PGC2372663,NED,,True,coord_review,NGC4088,70.0,0.245235705493907,Bizyaev_2014,0.35,3,2.003571944043118,0.0028601173583551187,0.9928376197662533,3.9855485881528256,94451688020.77274,165508233387.59488,1914.9873023747025,192.14826356172014,257.1669926133295,-86.16699261332951,0.07923794927663153,2.513237156414226,0.3978932101365058
21.48,174.0,160.49922741247073,7.6,NGC4088,50.22,152.44,0.0,1409.4972067039105,NGC4088,NGC4088,Bizyaev_2014,,False,unique_to_2014,PGC2372663,,EON_181.734_50.426,PGC2372663,PGC2372663,181.734207,50.425667,r,4.13,0.11,1.41,0.08,0.3414043583535109,2.9290780141843973,21.06,0.17,0.035,16.43,0.13,SC,19103.0,PGC2372663,NED,thick_like,PGC2372663,PGC2372663,PGC2372663,181.734207,50.425667,PGC2372663,PGC2372663,NED,,True,coord_review,NGC4088,70.0,0.245235705493907,Bizyaev_2014,0.35,3,2.003571944043118,0.0028601173583551187,0.9928376197662533,3.9855485881528256,94451688020.77274,165508233387.59488,1542.8063003890863,182.04252067129144,242.6921534214849,-68.6921534214849,13.50077258752927,2.513237156414226,0.3978932101365058
