galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,shell_geom_kpc3,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,L_static,delta_sigma_i,beta_i,rho_struct_proxy_i,delta_m_struct_msun,M_struct_i_msun,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
NGC5907,1,5.03,15.1,10.065,10.07,0.35,222.89029678152954,2.007412319214639,214.54029707471642,226.8,4.4,5,50.33,5.03,2.3031813366766207,0.4341820524835234,0.0,1.0,4.029704219334696,89818196938.92921,89818196938.92921,3813.2662423172387,195.90948095720893,290.5306589636119
NGC5907,2,17.61,25.16,21.384999999999998,7.550000000000001,0.35,355.0619377707386,2.003025776546799,208.05811317104434,228.0,4.5,4,50.33,5.03,2.3031813366766207,0.4341820524835234,0.004386542667840221,0.9899478606949438,3.9717819501506755,141022859562.3342,230841056501.26343,2170.9753822228467,215.46765081755444,299.5237670121199
NGC5907,3,27.68,37.75,32.715,10.07,0.35,724.4765086147779,2.00183780020182,174.22505643645147,217.0,2.0,5,50.33,5.03,2.3031813366766207,0.4341820524835234,0.0011879763449789138,0.9972676148320807,3.996404942104476,289530149946.66943,520371206447.93286,2091.123888268582,261.55519112551883,314.26976993498977
NGC5907,4,40.26,50.33,45.295,10.07,0.35,1003.0616982334208,2.001258616022915,148.05471556378245,215.8,3.6,5,50.33,5.03,2.3031813366766207,0.4341820524835234,0.0005791841789051233,0.9986669231460545,3.999697027350872,401194289267.37305,921565495715.3059,1931.9061841248044,295.8136078849873,330.79584249292725
