r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,delta_sigma_i,beta_i,rho_struct_proxy_i,delta_m_struct_msun,M_struct_i_msun,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms,r_scale,L_static
0.31,3.1,4.17163037672323,4.5,UGC05750,1.0,4.05,0.0,31.000000000000004,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,1,2.0477625270548008,0.0,1.0,4.193331367209864,7668696956.74727,7668696956.74727,343208.9014385421,326.18209553246186,326.20877049207013,-323.1087704920701,-1.0716303767232298,4.300134098843159,0.23255088725466128
1.47,15.7,17.317187993435887,8.5,UGC05750,4.69,16.67,0.0,167.68027210884352,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,1,2.0477625270548008,0.0,1.0,4.193331367209864,7668696956.74727,7668696956.74727,15263.258562748808,149.78981970494775,150.78751635079328,-135.0875163507933,-1.6171879934358877,4.300134098843159,0.23255088725466128
2.52,28.0,22.73033655712119,10.0,UGC05750,7.69,21.39,0.0,311.1111111111111,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,1,2.0477625270548008,0.0,1.0,4.193331367209864,7668696956.74727,7668696956.74727,5193.747705379802,114.4038645219518,116.64009781184643,-88.64009781184643,5.269663442878809,4.300134098843159,0.23255088725466128
3.35,36.0,26.325022317179524,11.0,UGC05750,9.58,24.52,0.0,386.86567164179104,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,1,2.0477625270548008,0.0,1.0,4.193331367209864,7668696956.74727,7668696956.74727,2938.950806704736,99.22441837804274,102.65715758027234,-66.65715758027234,9.674977682820476,4.300134098843159,0.23255088725466128
4.82,49.8,29.831568849123578,4.5,UGC05750,13.0,26.85,0.0,514.5311203319501,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,2,2.0050678571935654,0.04269466986123538,0.8322746323161756,3.345991300650631,183547135185.71356,191215832142.46085,35398.9292806525,413.06517540546196,414.1409924563675,-364.3409924563675,19.96843115087642,4.300134098843159,0.23255088725466128
6.6,61.5,38.68858875689316,4.5,UGC05750,16.38,35.05,0.0,573.0681818181819,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,2,2.0050678571935654,0.04269466986123538,0.8322746323161756,3.345991300650631,183547135185.71356,191215832142.46085,18879.754008719727,352.99628391464717,355.1101003316439,-293.6101003316439,22.81141124310684,4.300134098843159,0.23255088725466128
7.86,68.1,42.880412777863974,12.2,UGC05750,18.53,38.67,0.0,590.0267175572518,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,2,2.0050678571935654,0.04269466986123538,0.8322746323161756,3.345991300650631,183547135185.71356,191215832142.46085,13311.871307354388,323.4676312644056,326.29746899999924,-258.1974689999993,25.21958722213602,4.300134098843159,0.23255088725466128
9.43,73.4,47.473245096580456,12.2,UGC05750,20.89,42.63,0.0,571.32131495228,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,2,2.0050678571935654,0.04269466986123538,0.8322746323161756,3.345991300650631,183547135185.71356,191215832142.46085,9248.276743857246,295.3155087268087,299.1069352164436,-225.7069352164436,25.92675490341955,4.300134098843159,0.23255088725466128
11.43,77.6,45.69966848895077,11.0,UGC05750,23.34,39.29,0.0,526.8381452318459,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,2,2.0050678571935654,0.04269466986123538,0.8322746323161756,3.345991300650631,183547135185.71356,191215832142.46085,6294.942126480491,268.23718702982256,272.10227526735605,-194.50227526735605,31.900331511049224,4.300134098843159,0.23255088725466128
22.85,78.9,45.51346174485083,11.0,UGC05750,36.96,26.56,0.0,272.43807439824946,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,2,2.0050678571935654,0.04269466986123538,0.8322746323161756,3.345991300650631,183547135185.71356,191215832142.46085,1575.1132820742855,189.713833168268,195.09693410045537,-116.19693410045537,33.386538255149176,4.300134098843159,0.23255088725466128
