galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,volume_kpc3,m_enc_inner_msun,m_enc_outer_msun,m_shell_msun,rho_eff_msun_per_kpc3,v_bar_internal_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,d_i,d_gal_mean,sigma_i,sigma_norm,beta_i,psi_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,sigma_desc_i,tau_i,v_desc_segment_kms,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,g_transform_km2s2_per_kpc
NGC4010,1,0.87,3.5,2.185,2.63,0.35,12.637323484440497,216960916.4107131,7356782704.125404,7139821787.714691,564978952.7430775,68.99372899137225,60.825,6.0249999999999995,4,10.47,3.2273502244987777,3.1630827154265875,0.06426750907219025,0.5575707341836529,0.85,0.3540285685893755,0.8496193005996745,0.5,0.20869149952244506,0.42480965029983725,0.07696847749410163,0.009839306849247997,69.33232338168787,2178.5513227162105,2199.986757667251,21.435434951040406
NGC4010,2,4.37,6.98,5.675000000000001,2.6100000000000003,0.35,32.57273949076604,10063993325.366028,17353480208.607018,7289486883.24099,223791028.85428065,101.36973526596431,110.075,5.550000000000001,4,10.47,3.1409913778857494,3.1630827154265875,-0.02209133754083803,-0.19165957214722604,0.85,0.6785778786656087,0.6911588305770999,0.5,0.5420248328557784,0.34557941528854996,-0.02650339683822649,-0.005282846942878195,101.10162029644562,1810.7177494082266,1801.1520046813503,-9.565744726876346
NGC4010,3,7.85,10.47,9.16,2.620000000000001,0.35,52.77699728842253,20000660749.70181,22584516488.60358,2583855738.9017715,48957990.63332808,101.06352102974711,125.5,4.8,4,10.47,3.047819296577524,3.1630827154265875,-0.11526341884906355,-1.0,0.85,0.8399069387470199,0.32866978417990383,0.5,0.874880611270296,0.16433489208995192,-0.13744074307317072,-0.016124838488991013,100.2453931043204,1115.0475199705388,1097.0675588034637,-17.97996116707509
