r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,d_i,d_gal_mean,sigma_i,sigma_norm,sigma_desc_i,beta_i,psi_i,omega_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,tau_i,v_desc_kms,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,g_transform_km2s2_per_kpc,rotation_residual_desc_kms,rotation_residual_bar_only_kms
0.87,39.3,32.75,6.6,NGC4010,0.0,32.75,0.0,1775.2758620689654,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,1,0.35,3.2273502244987777,3.1630827154265875,0.06426750907219025,0.5575707341836529,0.07696847749410163,0.85,0.3540285685893755,0.42480965029983725,0.8496193005996745,0.5,0.20869149952244506,0.009839306849247997,32.91072426356637,1232.8304597701149,1244.9606569568925,12.13019718677765,6.389275736433625,6.549999999999997
1.74,54.6,63.957868945111045,5.6,NGC4010,11.53,62.91,0.0,1713.3103448275865,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,1,0.35,3.2273502244987777,3.1630827154265875,0.06426750907219025,0.5575707341836529,0.07696847749410163,0.85,0.3540285685893755,0.42480965029983725,0.8496193005996745,0.5,0.20869149952244506,0.009839306849247997,64.27174929275922,2350.924712643678,2374.0561822708596,23.13146962718156,-9.671749292759223,-9.357868945111044
2.61,65.5,84.18683982666175,6.7,NGC4010,13.36,83.12,0.0,1643.773946360153,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,1,0.35,3.2273502244987777,3.1630827154265875,0.06426750907219025,0.5575707341836529,0.07696847749410163,0.85,0.3540285685893755,0.42480965029983725,0.8496193005996745,0.5,0.20869149952244506,0.009839306849247997,84.59999609637536,2715.488122605365,2742.2066434891676,26.71852088380274,-19.099996096375364,-18.686839826661753
4.37,94.3,99.52326813363797,6.3,NGC4010,19.72,97.55,0.0,2034.8947368421047,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,2,0.35,3.1409913778857494,3.1630827154265875,-0.02209133754083803,-0.19165957214722604,-0.02650339683822649,0.85,0.6785778786656087,0.34557941528854996,0.6911588305770999,0.5,0.5420248328557784,-0.005282846942878195,99.26003692432248,2266.5631350114413,2254.589228882806,-11.973906128635463,-4.9600369243224804,-5.223268133637973
5.24,104.0,100.64390542899257,5.7,NGC4010,22.31,98.14,0.0,2064.12213740458,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,2,0.35,3.1409913778857494,3.1630827154265875,-0.02209133754083803,-0.19165957214722604,-0.02650339683822649,0.85,0.6785778786656087,0.34557941528854996,0.6911588305770999,0.5,0.5420248328557784,-0.005282846942878195,100.37771022225223,1933.0526145038168,1922.8405934088628,-10.212021094954025,3.622289777747767,3.356094571007432
6.11,115.0,101.9057628399886,5.1,NGC4010,25.86,98.57,0.0,2164.4844517184943,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,2,0.35,3.1409913778857494,3.1630827154265875,-0.02209133754083803,-0.19165957214722604,-0.02650339683822649,0.85,0.6785778786656087,0.34557941528854996,0.6911588305770999,0.5,0.5420248328557784,-0.005282846942878195,101.63623011973499,1699.6373977086744,1690.6584734781875,-8.978924230486882,13.36376988026501,13.094237160011403
7.85,129.0,104.68091755425151,5.1,NGC4010,33.19,99.28,0.0,2119.872611464968,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,3,0.35,3.047819296577524,3.1630827154265875,-0.11526341884906355,-1.0,-0.13744074307317072,0.85,0.8399069387470199,0.16433489208995192,0.32866978417990383,0.5,0.874880611270296,-0.016124838488991013,103.83350613381212,1395.9356050955416,1373.426368922344,-22.509236173197678,25.166493866187878,24.319082445748492
8.72,127.0,103.32310196659797,5.1,NGC4010,36.53,96.65,0.0,1849.655963302752,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,3,0.35,3.047819296577524,3.1630827154265875,-0.11526341884906355,-1.0,-0.13744074307317072,0.85,0.8399069387470199,0.16433489208995192,0.32866978417990383,0.5,0.874880611270296,-0.016124838488991013,102.48668231488503,1224.2733256880736,1204.5321160449732,-19.74120964310032,24.51331768511497,23.676898033402026
9.6,124.0,99.93100469824168,5.1,NGC4010,35.56,93.39,0.0,1601.6666666666667,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,3,0.35,3.047819296577524,3.1630827154265875,-0.11526341884906355,-1.0,-0.13744074307317072,0.85,0.8399069387470199,0.16433489208995192,0.32866978417990383,0.5,0.874880611270296,-0.016124838488991013,99.12204470232471,1040.2297604166667,1023.4562235385062,-16.7735368781606,24.877955297675285,24.06899530175832
10.47,122.0,96.31905989989728,3.9,NGC4010,33.73,90.22,0.0,1421.5854823304678,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,3,0.35,3.047819296577524,3.1630827154265875,-0.11526341884906355,-1.0,-0.13744074307317072,0.85,0.8399069387470199,0.16433489208995192,0.32866978417990383,0.5,0.874880611270296,-0.016124838488991013,95.53933926625976,886.0899044890162,871.8018478924052,-14.288056596611,26.46066073374024,25.680940100102717
