r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,d_i,d_gal_mean,sigma_i,sigma_norm,sigma_desc_i,beta_i,psi_i,omega_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,tau_i,v_desc_kms,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,g_transform_km2s2_per_kpc,rotation_residual_desc_kms,rotation_residual_bar_only_kms
0.87,24.3,35.64,3.9,NGC3917,0.0,35.64,0.0,678.7241379310345,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,1,0.35,3.1759066694063134,3.1570071859694764,0.018899483436837006,0.12037336584397632,0.022675492511946938,0.85,0.3540285685893755,0.38456366259482294,0.7691273251896459,0.5,0.1470390309555855,0.0026241110433906983,35.68673102203088,1460.0110344827588,1463.8422655618172,3.831231079058398,-11.386731022030876,-11.34
1.74,49.6,47.54,3.9,NGC3917,0.0,47.54,0.0,1413.8850574712646,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,1,0.35,3.1759066694063134,3.1570071859694764,0.018899483436837006,0.12037336584397632,0.022675492511946938,0.85,0.3540285685893755,0.38456366259482294,0.7691273251896459,0.5,0.1470390309555855,0.0026241110433906983,47.60233425329258,1298.8802298850574,1302.2886358403405,3.408405955283115,1.997665746707419,2.0600000000000023
2.61,73.6,60.47,5.2,NGC3917,0.0,60.47,0.0,2075.463601532567,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,1,0.35,3.1759066694063134,3.1570071859694764,0.018899483436837006,0.12037336584397632,0.022675492511946938,0.85,0.3540285685893755,0.38456366259482294,0.7691273251896459,0.5,0.1470390309555855,0.0026241110433906983,60.54928801633577,1401.0041762452108,1404.6805667759322,3.6763905307213918,13.050711983664222,13.129999999999995
4.37,107.0,86.0731694548307,3.5,NGC3917,13.36,85.03,0.0,2619.9084668192218,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,2,0.35,3.1834920279371763,3.1570071859694764,0.026484841967699957,0.16868554011820103,0.03177111392250841,0.85,0.6785778786656087,0.39163470665857947,0.7832694133171589,0.5,0.3818977119784657,0.007176823029807571,86.38148321786801,1695.3296338672772,1707.4967146267306,12.167080759453484,20.61851678213199,20.926830545169295
5.24,115.0,97.28408400144393,3.5,NGC3917,14.01,96.27,0.0,2523.854961832061,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,2,0.35,3.1834920279371763,3.1570071859694764,0.026484841967699957,0.16868554011820103,0.03177111392250841,0.85,0.6785778786656087,0.39163470665857947,0.7832694133171589,0.5,0.3818977119784657,0.007176823029807571,97.63255521741168,1806.1437022900761,1819.106076007813,12.96237371773691,17.367444782588322,17.71591599855607
6.11,123.0,105.04850308309966,3.9,NGC3917,12.18,104.34,0.0,2476.1047463175123,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,2,0.35,3.1834920279371763,3.1570071859694764,0.026484841967699957,0.16868554011820103,0.03177111392250841,0.85,0.6785778786656087,0.39163470665857947,0.7832694133171589,0.5,0.3818977119784657,0.007176823029807571,105.42478641845405,1806.0864157119472,1819.0483782940512,12.961962582103979,17.575213581545952,17.95149691690034
7.85,134.0,111.3441242275496,3.5,NGC3917,21.34,109.28,0.0,2287.388535031848,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,3,0.35,3.1000706641782902,3.1570071859694764,-0.056936521791186134,-0.3626364069874809,-0.0682177091121055,0.85,0.8399069387470199,0.28282881859996095,0.5656576371999219,0.5,0.6164199192462988,-0.013774342740073624,110.57461911776652,1579.3011464968151,1557.5473112151767,-21.75383528163843,23.425380882233483,22.6558757724504
8.72,136.0,110.78013043863056,3.9,NGC3917,21.77,108.62,0.0,2121.100917431193,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,3,0.35,3.1000706641782902,3.1570071859694764,-0.056936521791186134,-0.3626364069874809,-0.0682177091121055,0.85,0.8399069387470199,0.28282881859996095,0.5656576371999219,0.5,0.6164199192462988,-0.013774342740073624,110.01452311964219,1407.366662844037,1387.9811120690695,-19.38555077496744,25.98547688035781,25.219869561369435
9.6,137.0,111.17184625614527,4.0,NGC3917,27.37,107.75,0.0,1955.1041666666667,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,3,0.35,3.1000706641782902,3.1570071859694764,-0.056936521791186134,-0.3626364069874809,-0.0682177091121055,0.85,0.8399069387470199,0.28282881859996095,0.5656576371999219,0.5,0.6164199192462988,-0.013774342740073624,110.4035317685007,1287.4145208333334,1269.6812319748276,-17.73328885850583,26.5964682314993,25.828153743854728
11.35,137.0,108.24236231716306,3.5,NGC3917,32.11,103.37,0.0,1653.6563876651985,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,4,0.35,3.0,3.1570071859694764,-0.15700718596947638,-1.0,-0.1862104653529979,0.85,0.9272699036460912,4.9428559034359426e-23,9.885711806871885e-23,0.5,0.8818977119784658,-7.254493988673e-24,108.24236231716306,1032.2827312775332,1032.2827312775332,0.0,28.757637682836943,28.757637682836943
12.19,137.0,105.81480661986771,3.5,NGC3917,32.87,100.58,0.0,1539.704675963905,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,4,0.35,3.0,3.1570071859694764,-0.15700718596947638,-1.0,-0.1862104653529979,0.85,0.9272699036460912,4.9428559034359426e-23,9.885711806871885e-23,0.5,0.8818977119784658,-7.254493988673e-24,105.81480661986771,918.5211894995898,918.5211894995898,0.0,31.18519338013229,31.18519338013229
