r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,d_i,d_gal_mean,sigma_i,sigma_norm,sigma_desc_i,beta_i,psi_i,omega_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,tau_i,v_desc_kms,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,g_transform_km2s2_per_kpc,rotation_residual_desc_kms,rotation_residual_bar_only_kms
0.63,29.5,32.52584971987665,2.53,UGC05986,-2.22,32.45,0.0,1381.3492063492065,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,1,0.35,3.177605130071145,3.1358647918351097,0.04174033823603551,0.3072196826878671,0.05004655980454297,0.85,0.313397666957699,0.3861860215271563,0.7723720430543126,0.5,0.19978746014877788,0.005148556276911382,32.609472807387334,1679.255396825397,1687.90113773926,8.645740913863165,-3.109472807387334,-3.0258497198766534
1.26,50.8,44.27149421467497,3.76,UGC05986,-8.54,43.44,0.0,2048.126984126984,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,1,0.35,3.177605130071145,3.1358647918351097,0.04174033823603551,0.3072196826878671,0.05004655980454297,0.85,0.313397666957699,0.3861860215271563,0.7723720430543126,0.5,0.19978746014877788,0.005148556276911382,44.385315039244546,1555.5279365079361,1563.5366596293557,8.008723121419507,6.4146849607554515,6.528505785325024
1.88,68.2,53.76221070603403,2.58,UGC05986,-2.13,53.72,0.0,2474.0638297872347,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,1,0.35,3.177605130071145,3.1358647918351097,0.04174033823603551,0.3072196826878671,0.05004655980454297,0.85,0.313397666957699,0.3861860215271563,0.7723720430543126,0.5,0.19978746014877788,0.005148556276911382,53.90043190822728,1537.4336702127662,1545.3492339858753,7.91556377310917,14.29956809177272,14.43778929396597
2.51,84.3,66.168567311073,2.28,UGC05986,8.88,65.57,0.0,2831.2709163346617,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,1,0.35,3.177605130071145,3.1358647918351097,0.04174033823603551,0.3072196826878671,0.05004655980454297,0.85,0.313397666957699,0.3861860215271563,0.7723720430543126,0.5,0.19978746014877788,0.005148556276911382,66.33868492344483,1744.3343824701194,1753.3151862040186,8.980803733899165,17.961315076555167,18.131432688926992
3.77,106.0,72.34067458905814,3.58,UGC05986,16.04,70.54,0.0,2980.371352785146,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,2,0.35,3.0742236434957992,3.1358647918351097,-0.06164114833931045,-0.45369479102518573,-0.0738347655606088,0.85,0.6339553651959846,0.23063219892396103,0.46126439784792206,0.5,0.5340063761955367,-0.009176106540087735,72.0080068129515,1388.1096021220164,1375.3721605236262,-12.737441598390205,33.99199318704849,33.65932541094186
4.39,112.0,74.73848272476502,4.25,UGC05986,20.82,71.78,0.0,2857.4031890660594,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,2,0.35,3.0742236434957992,3.1358647918351097,-0.06164114833931045,-0.45369479102518573,-0.0738347655606088,0.85,0.6339553651959846,0.23063219892396103,0.46126439784792206,0.5,0.5340063761955367,-0.009176106540087735,74.39478832353265,1272.4010933940774,1260.725405399369,-11.675687994708369,37.60521167646735,37.26151727523498
5.02,115.0,75.43128064669192,3.18,UGC05986,24.3,71.41,0.0,2634.4621513944226,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,2,0.35,3.0742236434957992,3.1358647918351097,-0.06164114833931045,-0.45369479102518573,-0.0738347655606088,0.85,0.6339553651959846,0.23063219892396103,0.46126439784792206,0.5,0.5340063761955367,-0.009176106540087735,75.08440032626143,1133.4418525896413,1123.0412693932844,-10.40058319635682,39.91559967373857,39.56871935330808
5.65,116.0,72.3922930980916,2.32,UGC05986,25.4,67.79,0.0,2381.592920353982,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,2,0.35,3.0742236434957992,3.1358647918351097,-0.06164114833931045,-0.45369479102518573,-0.0738347655606088,0.85,0.6339553651959846,0.23063219892396103,0.46126439784792206,0.5,0.5340063761955367,-0.009176106540087735,72.05938794771795,927.5476283185841,919.0363524601272,-8.511275858456884,43.94061205228205,43.6077069019084
6.9,116.0,66.21693212464619,2.28,UGC05986,25.5,61.11,0.0,1950.144927536232,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,3,0.35,3.0,3.1358647918351097,-0.1358647918351097,-1.0,-0.16160836074645685,0.85,0.8042662575150773,1.1107706728792655e-22,2.221541345758531e-22,0.5,0.8666312433581298,-1.227176426527027e-23,66.21693212464619,635.4611739130436,635.4611739130436,0.0,49.78306787535381,49.78306787535381
7.54,114.0,61.961233041313825,3.05,UGC05986,25.7,56.38,0.0,1723.6074270557028,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,3,0.35,3.0,3.1358647918351097,-0.1358647918351097,-1.0,-0.16160836074645685,0.85,0.8042662575150773,1.1107706728792655e-22,2.221541345758531e-22,0.5,0.8666312433581298,-1.227176426527027e-23,61.961233041313825,509.176976127321,509.176976127321,0.0,52.038766958686175,52.038766958686175
