galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_clipped,beta_hit_lower,beta_hit_upper,beta_mode
UGC12732,0.96,34.2,3.32,0.6831824593469156,448.89427083333334,1042.4494411677358,1491.3437120010692,20.75905826380378,31.634656051884402,37.83767915082829,5474.3688962323795,1464.837760146373,False,True,structural
UGC12732,1.92,49.5,4.6,0.6458327812880751,506.1041666666667,492.7292941516283,998.833460818295,31.172423710709438,30.757767226688063,43.792239549617996,5474.3688962323795,1464.837760146373,False,True,structural
UGC12732,2.88,59.9,4.38,0.7691785994574818,384.53680555555553,391.2228669381326,775.7596724936882,33.27861174989125,33.56667777397432,47.267196413388234,5474.3688962323795,1464.837760146373,False,True,structural
UGC12732,3.84,65.3,4.31,0.7721862900193432,340.5708333333333,294.56448840824805,635.1353217415814,36.16340691914964,33.632241011976475,49.385419260017144,5474.3688962323795,1464.837760146373,False,True,structural
UGC12732,4.8,69.8,3.83,0.8252874543770976,277.7434166666667,251.85671378055204,529.6001304472187,36.51257865448564,34.76941509641268,50.4190502305096,5474.3688962323795,1464.837760146373,False,True,structural
UGC12732,5.76,73.8,3.45,0.8475596184764255,246.43960069444444,215.54467588880587,461.98427658325033,37.67614762684741,35.23545562525794,51.58516679356113,5474.3688962323795,1464.837760146373,False,True,structural
UGC12732,6.72,76.2,3.24,0.8372683969252741,230.33547619047621,182.5092802371076,412.8447564275838,39.342780786314535,35.02088467176926,52.67178336826429,5474.3688962323795,1464.837760146373,False,True,structural
UGC12732,7.68,79.3,3.19,0.8987652274626291,190.4852083333333,171.42516180908896,361.91037014242227,38.24822087365633,36.28422856688293,52.72069463402207,5474.3688962323795,1464.837760146373,False,True,structural
UGC12732,8.64,80.3,3.31,0.8955983858243294,174.85209490740738,151.8410108196317,326.6931057270391,38.86800869609864,36.22024756240103,53.12841455832856,5474.3688962323795,1464.837760146373,False,True,structural
UGC12732,9.6,81.9,3.69,0.9072144524968022,159.49504166666668,138.42937360081604,297.9244152674827,39.12994249931886,36.45438226836156,53.47966329893854,5474.3688962323795,1464.837760146373,False,True,structural
UGC12732,10.6,84.0,3.89,0.9192954477144385,147.87887735849057,127.03949854177127,274.9183759002618,39.59186911475638,36.696303417957175,53.9827267238584,5474.3688962323795,1464.837760146373,False,True,structural
UGC12732,11.5,85.6,3.67,0.9016800644123092,147.26195652173914,114.85347877585778,262.11543529759695,41.15230856221799,36.34301866827197,54.9028915989164,5474.3688962323795,1464.837760146373,False,True,structural
UGC12732,12.5,87.9,3.43,0.8756563236243937,151.4,102.61555582047717,254.01555582047718,43.502873468312416,35.81472389612915,56.34886376632598,5474.3688962323795,1464.837760146373,False,True,structural
UGC12732,13.4,90.8,3.36,0.8630854937058509,154.96164925373134,94.34927025484366,249.310919508575,45.56847704279791,35.55671837241037,57.79936263848335,5474.3688962323795,1464.837760146373,False,True,structural
UGC12732,14.4,95.5,3.18,0.8674029044859056,157.99834027777774,88.23642553830501,246.23476581608276,47.69880606472241,35.64554008219811,59.54645772631309,5474.3688962323795,1464.837760146373,False,True,structural
UGC12732,15.4,98.0,3.18,0.8662396852868979,155.97616233766234,82.39614287958173,238.37230521724408,49.010538662618266,35.62163107362658,60.5882290576772,5474.3688962323795,1464.837760146373,False,True,structural
