galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_clipped,beta_hit_lower,beta_hit_upper,beta_mode
DDO168,0.41,15.0,4.1,0.2146877092497664,431.5280487804878,561.5337215534261,993.0617703339138,13.301372109673498,15.173293177056346,20.178090242560238,2312.1543056167934,1072.3894099082208,False,True,structural
DDO168,0.82,23.4,1.3,0.1104294262102565,594.0999999999999,144.4187161099029,738.5187161099028,22.071746645881923,10.88224917974774,24.60864374991276,2312.1543056167934,1072.3894099082208,False,True,structural
DDO168,1.24,29.2,1.5,0.2607994464519631,509.61306451612904,225.54722942339626,735.1602939395253,25.138022993067693,16.72359304949183,30.192693892480204,2312.1543056167934,1072.3894099082208,False,True,structural
DDO168,1.64,36.2,1.1,0.5123995128058022,404.7073780487805,335.0559824238257,739.7633604726062,25.762765767673315,23.441241673065743,34.831191641617345,2312.1543056167934,1072.3894099082208,False,True,structural
DDO168,2.06,44.0,1.1,0.6448318749933558,373.4330582524272,335.6848902495808,709.117948502008,27.735754902291735,26.29659434060115,38.22019065774184,2312.1543056167934,1072.3894099082208,False,True,structural
DDO168,2.47,52.1,1.2,0.789645960065013,324.7521457489878,342.83723285446547,667.5893786034533,28.32203735609428,29.099965036929678,40.60721321576414,2312.1543056167934,1072.3894099082208,False,True,structural
DDO168,2.89,52.9,1.7,0.7962395661286558,282.13238754325255,295.4598195385076,577.5922070817601,28.554554803043242,29.221205972140968,40.85635175179358,2312.1543056167934,1072.3894099082208,False,True,structural
DDO168,3.3,54.8,2.2,0.8304199229542658,246.24354545454545,269.85864580392587,516.1021912584713,28.506204587773517,29.841808443071198,41.26908323615822,2312.1543056167934,1072.3894099082208,False,True,structural
DDO168,3.71,55.0,2.5,0.8343384857716254,218.75288409703504,241.16866749874714,459.92155159578215,28.488123841348344,29.912133932910102,41.307492739457714,2312.1543056167934,1072.3894099082208,False,True,structural
DDO168,4.12,52.0,2.7,0.7978803865446721,190.5544902912621,207.6792419669864,398.23373225824855,28.01935937882949,29.251298721663353,40.50583880015305,2312.1543056167934,1072.3894099082208,False,True,structural
