source_id,ra_deg,dec_deg,parallax_mas,parallax_error_mas,pmra_masyr,pmra_error_masyr,pmdec_masyr,pmdec_error_masyr,phot_g_mean_mag,bp_rp,int_average_g,metallicity,radial_velocity_kms,radial_velocity_error_kms,quality_basic_pass,has_full_6d,external_body_flag,halo_candidate_flag,processing_note,flag_negative_parallax_error,flag_pm_error_large,flag_rv_error_large
23769177945357440,34.967988528519655,9.279951287018957,0.4383102519656429,0.0193776562809944,18.85019526793904,0.0205798856914043,-19.24202629939018,0.0188021603971719,12.63380527496338,0.5526561737060547,12.668457984924316,,104.01232147216795,3.271939516067505,True,True,False,True,full_6d,False,False,False
104648767952686080,32.167979613509544,25.21838679598855,0.2264121931771643,0.0140365632250905,25.03484623924769,0.0172924883663654,-18.25861253943908,0.0146568855270743,13.417460441589355,0.54815673828125,13.372090339660645,-1.792064189910889,21.887155532836918,9.5355863571167,True,True,False,True,full_6d,False,False,False
106337278511338880,33.53639602735693,26.52471641565017,0.2436656386068373,0.0160109307616949,1.544717826698452,0.0183630678802728,-7.822317531159017,0.0149221699684858,13.616155624389648,0.7007055282592773,13.477554321289062,-1.257591962814331,-42.81441879272461,7.680938720703125,True,True,False,True,full_6d,False,False,False
114797397716085120,41.6782394441103,26.72434338536452,0.650151537199478,0.0173081122338771,6.664397755657994,0.0203511603176593,-78.45343230462997,0.0200249888002872,11.424756050109863,0.7930765151977539,11.42209815979004,,-73.02471160888672,3.1141090393066406,True,True,False,True,full_6d,False,False,False
115744253324806528,45.814750410226765,27.278027070255437,0.80850828797668,0.0203719343990087,37.46794942043744,0.026270342990756,-39.02096159946914,0.0258455611765384,11.535807609558104,0.6745672225952148,11.46084976196289,,50.15177154541016,3.260972738265991,True,True,False,True,full_6d,False,False,False
136287116259342848,43.78205306198503,31.98791271525962,0.3365191338092899,0.0166924782097339,7.038664753572231,0.0217549800872802,-14.094423550104509,0.0173260457813739,12.69913387298584,0.925734519958496,12.694686889648438,0.0020555446390062,-4.979267120361328,15.97038459777832,True,True,False,True,full_6d,False,False,False
136503307733082624,43.99857072905317,33.12372374272229,0.1468906247499605,0.0211267508566379,5.065782732344731,0.0261151418089866,-8.506463788462266,0.0231208689510822,14.144244194030762,0.7607908248901367,14.101322174072266,-0.8714499473571777,-105.5351791381836,6.432307720184326,True,True,False,True,full_6d,False,False,False
143299182946691968,42.86675309088483,38.46143567286913,0.147394526410733,0.0358191318809986,5.6305672483158045,0.035584770143032,-3.387278789317856,0.0366759859025478,14.127685546875,0.5302152633666992,14.139566421508787,,-141.1267852783203,5.530158996582031,True,True,False,True,full_6d,False,False,False
143684183814640640,45.00325898242429,39.857362194734826,0.2214627961572593,0.0200480055063962,4.857357918090265,0.019810777157545,-8.524562202376332,0.0184708982706069,13.960808753967283,0.7346076965332031,13.93067455291748,-1.0285812616348269,-213.04595947265625,6.867043972015381,True,True,False,True,full_6d,False,False,False
144809087288307584,68.67885789364415,21.772638086398807,0.6089409649704414,0.0220433995127677,8.001663345279965,0.0260232575237751,-9.835400110178972,0.017140045762062,12.691320419311523,0.944819450378418,12.58684253692627,-0.0785016193985939,66.23152160644531,8.30345630645752,True,True,False,True,full_6d,False,False,False
149887353540965248,63.95463944243525,24.0843898933874,0.1829526599776258,0.025638373568654,8.65658461088295,0.0303931161761283,-7.10234139455853,0.0217534638941288,14.67853832244873,1.022443771362305,14.694868087768556,-0.4566288292407989,-109.7530517578125,7.833361625671387,True,True,False,True,full_6d,False,False,False
150700408030576384,63.87138087027429,26.125914297719017,0.1722316909349062,0.0252842158079147,6.957149326062087,0.0321796685457229,-7.283669271265047,0.0232785567641258,14.630840301513672,0.972881317138672,14.565399169921877,-1.2167041301727295,-44.54391098022461,6.927618026733398,True,True,False,True,full_6d,False,False,False
150710990829979776,64.18818137665639,26.36870698180371,0.4625782916203169,0.0195983760058879,14.094519681085238,0.0253358259797096,-7.4209337092784,0.0182223170995712,12.944915771484377,0.8645534515380859,12.825275421142578,-0.4294803142547607,117.61620330810548,2.8153178691864014,True,True,False,True,full_6d,False,False,False
152779962474627840,68.06602410163507,28.52369442959837,0.4376639697428294,0.0272138435393571,2.123842128066568,0.034783199429512,-4.560244512611069,0.0278878509998321,14.884992599487305,1.7914400100708008,14.79923152923584,0.3025426864624023,-9.02335262298584,5.872657775878906,True,True,False,True,full_6d,False,False,False
155563170002149376,77.25999099130894,28.681197339152,0.5764458806542985,0.0188039485365152,20.78129458497077,0.0201449953019619,-22.708906450457885,0.0148122338578104,13.147485733032228,1.448652267456055,13.046234130859377,-1.5958629846572876,-254.2413787841797,9.032411575317385,True,True,False,True,full_6d,False,False,False
166891403944921344,60.056483760194304,28.97957962564819,0.3123484030201086,0.0195340923964977,11.2990888513077,0.0222662109881639,-15.67843494997692,0.0148514313623309,13.68636703491211,0.9030389785766602,13.672479629516602,-1.1714993715286257,-182.47509765625,6.763864994049072,True,True,False,True,full_6d,False,False,False
172314229650814208,66.66742062511811,32.189896363340274,0.2272279480169644,0.0251233745366334,12.69181781871143,0.0334547720849514,-10.557953921497695,0.024802403524518,14.506875991821287,1.084726333618164,14.417219161987305,-0.8730639219284058,37.65492630004883,16.280059814453125,True,True,False,True,full_6d,False,False,False
