galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_clipped,beta_hit_lower,beta_hit_upper,beta_mode
F563-V2,0.28,11.9,7.89,0.8153960567139954,141.39607142857142,4615.527857880261,4756.923929308832,6.2921300050142,35.94923921596218,36.49573537012884,7636.989305006352,1584.9326098222368,False,True,structural
F563-V2,0.87,34.8,7.89,0.8416445155036348,367.533908045977,1533.275676436492,1900.8095844824688,17.881680569789854,36.52327803606555,40.665763714699224,7636.989305006352,1584.9326098222368,False,True,structural
F563-V2,1.46,58.5,8.68,0.912644496306721,528.581712328767,990.7397420351452,1519.3214543639124,27.78001619869938,38.032617887430675,47.09786962667539,7636.989305006352,1584.9326098222368,False,True,structural
F563-V2,2.05,81.5,14.2,0.9791990413592895,628.3246829268292,757.0558498326884,1385.3805327595176,35.88963081448456,39.39498054520412,53.29193271178116,7636.989305006352,1584.9326098222368,False,True,structural
F563-V2,2.35,91.8,17.5,1.019540282493354,634.017744680851,687.6181450004647,1321.6358896813158,38.599762952640006,40.19829151532552,55.730102644361715,7636.989305006352,1584.9326098222368,False,True,structural
F563-V2,4.76,114.0,8.68,1.017852546958667,484.58571428571435,338.9133810221452,823.4990953078595,48.02736719829643,40.16500583425093,62.60875093519604,7636.989305006352,1584.9326098222368,False,True,structural
F563-V2,7.86,116.0,8.68,0.9369187105629971,365.4827608142493,188.92532024477046,554.4080810590198,53.59752326367329,38.53508812918294,66.0124800104033,7636.989305006352,1584.9326098222368,False,True,structural
F563-V2,8.7,117.0,16.6,0.900388597105686,364.71183908045987,164.02933897297675,528.7411780534367,56.32932628746771,37.776384806713544,67.82365552714553,7636.989305006352,1584.9326098222368,False,True,structural
F563-V2,10.18,118.0,51.9,0.9301927949391149,296.4790766208252,144.82248468769077,441.30156130851594,54.93775568768714,38.39652190134794,67.02574053392243,7636.989305006352,1584.9326098222368,False,True,structural
F563-V2,10.47,118.0,40.3,0.9338795016186039,285.8751957975167,141.36925269912737,427.24444849664405,54.70935294810203,38.472536643167466,66.88235474144031,7636.989305006352,1584.9326098222368,False,True,structural
