galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_clipped,beta_hit_lower,beta_hit_upper,beta_mode
DDO161,0.6,16.0,3.53,0.19995635978566503,341.7008333333333,424.86848607839147,766.5693194117248,14.318536936433135,15.966248515134508,21.446248894551115,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,0.73,16.6,4.83,0.026918493889225754,367.318904109589,47.01088691998486,414.32979102957387,16.375066412079065,5.858152221612968,17.391398662890484,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,0.85,18.6,2.5,0.0760515513598959,376.07400000000007,114.06691595927674,490.1409159592768,17.879119105817267,9.846668399280299,20.411265971648728,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,0.98,20.0,7.58,0.003175752677556546,406.8670408163265,4.131341970203051,410.99838278652953,19.968217246414362,2.0121419261073483,20.06934017676712,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,1.07,21.4,4.03,0.012809593087820814,422.51757009345795,15.262374441700576,437.7799445351585,21.26249750146958,4.041131110545613,21.643117627842337,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,1.54,28.9,2.74,0.11990220831292044,477.40389610389616,99.26062576848875,576.664521872385,27.1146086086449,12.36371156584756,29.800392005533634,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,2.02,32.9,2.65,0.10192247182736454,481.28415841584155,64.32638207955604,545.6105404953976,31.18002565746218,11.39909170946103,33.1983929099091,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,2.49,35.2,2.88,0.08698776415809378,454.35056224899597,44.53786238423424,498.8884246332302,33.63529247680181,10.530872581925168,35.2453142607176,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,2.96,37.6,3.05,0.1383834305278424,411.64814189189195,59.60228767496927,471.2504295668612,34.90671138907245,13.282423405309327,37.348377093495095,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,3.43,40.6,3.68,0.24457409840016264,363.789416909621,90.90481534264535,454.6942322522664,35.32418010371932,17.657959016411652,39.49178669831581,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,3.9,42.7,3.25,0.30000385754410747,328.6883333333334,98.06923325213423,426.7575665854676,35.80341464162322,19.55684048314869,40.79650119413825,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,4.37,45.5,2.99,0.3820391508235173,296.0166819221968,111.45433934168446,407.4710212638813,35.96655251758222,22.06933308741252,42.19772935743298,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,4.86,48.9,1.96,0.4727051895006145,266.4642798353909,124.00084614500214,390.46512598039305,35.986336295877635,24.548810811619987,43.562145404751476,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,5.34,51.5,1.53,0.5364444810316623,241.24198501872658,128.07196483381574,369.31394985254235,35.891951744088814,26.151563857876187,44.40874342077893,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,5.81,53.0,1.86,0.5751978154488024,219.05130808950085,126.21519521960077,345.2665033091016,35.67475437897225,27.079702439758833,44.78837331524645,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,6.28,55.0,1.48,0.6140659995452603,203.02229299363057,124.65966500259802,327.68195799622856,35.70686208559918,27.979683633242097,45.36345110566782,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,6.75,57.6,0.99,0.6604184513122482,189.4514074074074,124.73432275724282,314.18573016465024,35.760271251767655,29.016489770669867,46.05164143232453,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,7.22,59.7,1.19,0.6906344093181124,179.17927977839335,121.9499320105495,301.1292117889428,35.96768549684563,29.672858121794864,46.62781261346244,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,7.69,60.5,1.26,0.6931460488655425,171.89628088426525,114.91294633066094,286.8092272149262,36.35770069737634,29.726764998613334,46.9634214818595,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,8.16,61.8,1.33,0.7023084675695621,165.9322549019608,109.72568320884103,275.6579381108018,36.796836820574676,29.922593052476966,47.42751073990857,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,8.64,62.9,1.35,0.7136754214346621,158.63084490740738,105.30707389981838,263.93791880722574,37.021216889778216,30.163771622501567,47.75378119577999,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,9.11,63.0,2.09,0.7079065294251512,152.7109220636663,99.06678951208863,251.77771157575492,37.29874662773536,30.041612014922357,47.892535456531505,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,9.58,64.5,2.38,0.7331939129184921,144.519624217119,97.5717039613001,242.0913281784191,37.20884303495609,30.57346764678902,48.158435646823655,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,10.05,65.6,1.08,0.7546300072370551,136.27709452736318,95.7279054611528,232.00499998851598,37.007901858927376,31.017179915082316,48.28716444237108,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,10.52,67.5,3.22,0.7997351278322724,125.24800380228136,96.91722720305043,222.1652310053318,36.29888428037424,31.930694169968973,48.34437123570944,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,10.99,66.8,2.37,0.8114365186852489,114.49281164695178,94.12985822844125,208.62266987539303,35.472186287287116,32.16344418638292,47.882806328896066,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,11.46,66.8,0.95,0.8364985715113042,103.9728184991274,93.05744703696004,197.03026553608743,34.518524012477705,32.656367572704134,47.51806859546758,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,11.94,66.6,0.96,0.8589168989695046,94.42804857621441,91.71014254091357,186.13819111712797,33.57783346197309,33.091072843570785,47.143292226344435,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,12.41,66.8,0.99,0.8868674873606152,85.90185334407737,91.10820707370425,177.01006041778163,32.650298620380184,33.62518178069332,46.868911335603585,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,12.9,66.3,0.74,0.9019982061752657,78.69889147286823,89.14284927526958,167.8417407481378,31.86244968611171,33.910805883242844,46.5312632071275,3516.3560171920753,1274.883639211511,False,True,structural
DDO161,13.37,66.1,1.31,0.925069515800214,71.65925205684367,88.2091242204194,159.86837627726305,30.95293524045821,34.34175287935965,46.23245819580662,3516.3560171920753,1274.883639211511,False,True,structural
