galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
F568-3,0.64,12.4,8.6,1.18,13.56,0.0,240.25000000000003,13.611245350811954,-1.2112453508119536,1.2112453508119536,-0.09768107667838336
F568-3,1.18,21.9,6.2,1.55,21.17,0.0,406.4491525423729,21.241409477029524,0.6585905229704743,0.6585905229704743,0.030072626619656363
F568-3,1.8,32.3,1.88,1.6,27.72,0.0,579.6055555555554,27.90446036506129,4.395539634938707,4.395539634938707,0.13608481841915504
F568-3,2.03,37.9,6.2,1.54,29.76,0.0,707.5911330049261,30.045530706964065,7.854469293035933,7.854469293035933,0.20724193385319087
F568-3,2.78,53.1,9.5,1.46,36.4,0.0,1014.248201438849,37.35553218543991,15.744467814560089,15.744467814560089,0.2965059852082879
F568-3,3.0,62.4,11.0,1.62,38.08,0.0,1297.9199999999998,39.37570055923251,23.024299440767486,23.024299440767486,0.36897915770460715
F568-3,3.64,68.0,6.2,2.96,42.4,0.0,1270.3296703296703,44.881245422309085,23.118754577690915,23.118754577690915,0.33998168496604286
F568-3,4.19,78.0,7.98,5.28,45.43,0.0,1452.0286396181382,49.14821761540131,28.851782384598692,28.851782384598692,0.3698946459563935
F568-3,4.6,82.3,6.2,6.86,46.43,0.0,1472.454347826087,51.29502488745911,31.00497511254089,31.00497511254089,0.37673116783160254
F568-3,5.14,85.7,6.3,8.92,47.19,0.0,1428.8891050583659,53.69683037435952,32.00316962564048,32.00316962564048,0.37343255105764855
F568-3,5.39,85.5,6.51,9.95,47.91,0.0,1356.26159554731,55.13838385193965,30.36161614806035,30.36161614806035,0.35510662161474094
F568-3,6.31,89.5,15.6,14.48,50.48,0.0,1269.4532488114105,60.422437864379944,29.077562135620056,29.077562135620056,0.32488896240916265
F568-3,9.1,95.2,15.5,26.69,51.31,0.0,995.9384615384616,70.28802505572904,24.911974944270966,24.911974944270966,0.2616804090784765
F568-3,10.17,97.5,6.2,29.9,52.01,0.0,934.7345132743363,73.76798886185681,23.732011138143193,23.732011138143193,0.24340524244249429
F568-3,11.99,101.0,10.2,33.72,51.6,0.0,850.7923269391159,77.75708894331336,23.242911056686637,23.242911056686637,0.23012783224442215
F568-3,14.02,107.0,10.7,36.41,50.13,0.0,816.6191155492154,80.85842512329424,26.14157487670576,26.14157487670576,0.24431378389444636
F568-3,15.94,117.0,11.7,38.69,49.27,0.0,858.7829360100377,84.23759641776697,32.762403582233034,32.762403582233034,0.2800205434378892
F568-3,17.98,120.0,12.0,39.0,48.97,0.0,800.8898776418242,87.28283243348294,32.71716756651706,32.71716756651706,0.27264306305430885
