galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
NGC3726,3.5,102.0,7.0,0.0,138.23,0.0,2972.5714285714284,138.23,-36.22999999999999,36.22999999999999,-0.35519607843137246
NGC3726,5.24,125.0,6.1,0.0,163.99,0.0,2981.8702290076335,163.99,-38.99000000000001,38.99000000000001,-0.3119200000000001
NGC3726,6.98,145.0,4.9,8.76,177.95,0.0,3012.177650429799,178.16548515355043,-33.165485153550435,33.165485153550435,-0.2287274838175892
NGC3726,8.72,164.0,3.9,23.82,182.72,0.0,3084.40366972477,184.26608695036643,-20.26608695036643,20.26608695036643,-0.12357370091686846
NGC3726,10.47,162.0,4.8,31.14,173.68,0.0,2506.590257879656,176.4495451963535,-14.449545196353512,14.449545196353512,-0.08919472343428093
NGC3726,12.19,160.0,4.8,37.29,166.41,0.0,2100.082034454471,170.53689395553093,-10.536893955530928,10.536893955530928,-0.0658555872220683
NGC3726,13.94,156.0,4.8,46.45,159.41,0.0,1745.767575322812,166.03960551627435,-10.03960551627435,10.03960551627435,-0.06435644561714327
NGC3726,16.03,146.0,4.85,53.13,148.01,0.0,1329.75670617592,157.25697758764156,-11.256977587641558,11.256977587641558,-0.077102586216723
NGC3726,22.3,158.0,4.9,48.17,124.21,0.0,1119.4618834080718,137.42663458418235,20.573365415817648,20.573365415817648,0.1302111735178332
NGC3726,27.52,168.0,10.6,42.67,109.5,0.0,1025.5813953488373,132.06169418101177,35.938305818988226,35.938305818988226,0.21391848701778707
NGC3726,30.08,169.0,10.6,40.52,103.96,0.0,949.5013297872341,132.7115227962586,36.288477203741394,36.288477203741394,0.21472471718190173
NGC3726,32.52,167.0,15.2,39.01,99.53,0.0,857.5953259532595,134.2758751251794,32.7241248748206,32.7241248748206,0.1959528435618
