galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
ESO079-G014,0.41,33.2,11.6,2.21,28.95,0.0,2688.3902439024396,29.034231520741166,4.165768479258837,4.165768479258837,0.12547495419454327
ESO079-G014,0.98,50.4,11.8,4.41,47.6,0.0,2592.0,47.99695833232571,2.4030416676742874,2.4030416676742874,0.047679398168140624
ESO079-G014,1.78,53.9,9.75,6.75,62.09,0.0,1632.1404494382023,62.703612913698244,-8.803612913698245,8.803612913698245,-0.16333233606119194
ESO079-G014,2.69,67.6,5.1,8.55,75.48,0.0,1698.795539033457,76.16656334922106,-8.56656334922107,8.56656334922107,-0.12672430989971997
ESO079-G014,3.36,81.7,5.06,9.18,82.21,0.0,1986.574404761905,82.90819605099911,-1.2081960509991063,1.2081960509991063,-0.014788201358618192
ESO079-G014,4.39,102.0,5.35,9.29,86.87,0.0,2369.9316628701595,88.27265629203158,13.727343707968416,13.727343707968416,0.1345818010585139
ESO079-G014,5.65,116.0,6.44,9.5,92.23,0.0,2381.592920353982,95.7120367842473,20.287963215752697,20.287963215752697,0.17489623461855774
ESO079-G014,6.34,132.0,9.1,10.22,96.19,0.0,2748.2649842271294,101.34073177056517,30.65926822943483,30.65926822943483,0.23226718355632447
ESO079-G014,6.89,137.0,5.25,11.87,100.53,0.0,2724.0928882438316,107.2468234191906,29.753176580809395,29.753176580809395,0.2171764713927693
ESO079-G014,8.34,154.0,4.2,17.23,113.81,0.0,2843.6450839328536,124.32250502947048,29.677494970529523,29.677494970529523,0.19271100630213975
ESO079-G014,10.04,163.0,3.28,24.23,128.72,0.0,2646.314741035857,142.87484802930464,20.125151970695356,20.125151970695356,0.12346719000426598
ESO079-G014,11.65,170.0,2.41,30.75,133.41,0.0,2480.68669527897,151.22983686298534,18.770163137014663,18.770163137014663,0.11041272433538037
ESO079-G014,13.36,175.0,2.18,36.2,132.99,0.0,2292.2904191616767,155.06769256697513,19.932307433024874,19.932307433024874,0.113898899617285
ESO079-G014,15.06,177.0,2.23,39.42,128.51,0.0,2080.2788844621514,155.1255815471017,21.87441845289831,21.87441845289831,0.12358428504462322
ESO079-G014,16.67,178.0,2.03,40.49,124.23,0.0,1900.6598680263946,154.86342213122114,23.136577868778858,23.136577868778858,0.12998077454370144
