r_kpc,v_obs_kmps,v_err_kmps,v_baryon_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.32,284.0,34.7,191.7879456587405,296.0274197935522,114945.6753125,79248.28701036867,28.288523208132368,2.0720596710930677,0.3966268460013967,158905.05365508742,273850.7289675874
0.63,282.0,18.8,296.4674786549108,238.83036968029705,139512.64428571428,-2021.3999112363722,32.03794364055581,2.0944718756242953,0.41112886069807336,-48973.048283131175,90539.5960025831
0.95,281.0,12.6,328.6161646967477,204.62211265794502,113672.19336842108,-76682.57596371883,36.81071298866911,2.1188985469044166,0.4269343538793284,-69598.28916989398,44073.9041985271
1.26,280.0,10.6,338.9915972409936,200.2419012157928,91202.62142857142,-61973.86932098183,41.88597551508329,2.14445115894911,0.44346839696707113,-59379.74920435291,31822.87222421851
1.58,280.0,10.8,343.38502588202647,186.5981780793496,74628.65569620252,-45768.88418577307,46.99384157508694,2.170267031866085,0.4601727853251137,-52591.389833840076,22037.265862362445
1.89,279.0,7.67,343.33066291841743,169.21952953336668,62368.22439153439,-34364.39624262557,51.11694916816622,2.2014806836354115,0.4803698541170309,-47217.29890185505,15150.925489679343
2.21,279.0,11.2,342.17507244099477,154.75470893828748,52979.08606334842,-26045.307235239776,54.21312854207807,2.2111454247627265,0.4866235101405877,-42142.42545765879,10836.660605689627
2.52,279.0,4.45,340.32101859861666,144.43369697722977,45959.68083333333,-20147.52102610636,56.341268876207614,2.212199540737577,0.48730558518313805,-37681.46939582927,8278.211437504062
2.84,279.0,5.03,338.24940472970536,140.22596748468894,40286.147816901415,-15509.055492567399,57.62438877957079,2.2104473959055593,0.48617184440947947,-33362.442902458795,6923.70491444262
3.15,279.0,4.26,337.63186164815664,149.12076536543066,36188.97587301587,-11264.301873037783,58.03479336715122,2.2084053068786806,0.48485049268620506,-29129.60994819942,7059.365924816451
3.47,279.0,4.14,339.3641740078054,163.55083499372407,33189.63763688761,-8544.719722431619,58.421205027370064,2.2078614019595837,0.48449855420914234,-25481.02794606791,7708.6096908197
3.79,279.0,5.73,341.21861965607917,171.593046272079,30720.355250659635,-7353.7289242118395,59.12299061399984,2.2097678446086104,0.4857321347467479,-22951.44402930559,7768.911221354047
4.1,280.0,4.52,342.17368762077547,173.48130383226484,28556.788414634153,-6752.502588492275,60.17695909274831,2.2146436900333235,0.48888709355097404,-21216.358468453032,7340.429946181121
4.42,280.0,4.86,342.02478199686055,170.77395640066118,26466.278619909503,-6391.039397704464,61.48678358941328,2.223796985307366,0.4948098140224133,-19868.146451417437,6598.132168492066
4.73,280.0,1.59,340.63022605165264,165.15049465418326,24530.433594080336,-6077.092073092251,62.86030988277095,2.235491408067339,0.502376793455337,-18764.115225259742,5766.318368820594
5.05,281.0,1.85,338.11305594430985,159.0978899074139,22637.710613861385,-5671.88455468805,64.08659932072793,2.2457368967445785,0.5090062273053155,-17625.405945942257,5012.304667919128
5.36,282.0,4.81,335.15713374475564,155.8724009059359,20957.146324626865,-5101.430300338886,65.12077876424375,2.252468281618921,0.5133618292828313,-16424.272189518506,4532.874135108359
5.68,282.0,20.3,332.1554426770695,156.19798335722086,19423.809524647888,-4481.62704627155,65.89343589067698,2.2541178511152014,0.5144291977804244,-15128.420439284746,4295.389085363142
5.99,283.0,12.8,329.5769872123962,160.86420122320078,18133.72128547579,-3861.5590271245314,66.41518375717646,2.2510206754173225,0.5124251429170911,-13813.639276264032,4320.082009211757
6.31,284.0,8.08,327.4345468944901,169.55431621713555,16991.027337559433,-3266.253946638308,66.68401521148353,2.2495659073858363,0.5114838224261293,-12434.978819673475,4556.048517885958
