r_kpc,v_obs_kmps,v_err_kmps,v_baryon_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.42,35.7,9.1,15.483607460795433,87.7451270430377,570.8145238095238,541.5501457725948,70.52766152903865,2.286893709587724,0.5356371062038215,17760.63147571149,18331.445999521013
1.47,83.3,9.3,40.92651951974417,90.37040628075685,1139.4421768707484,331.3921744193345,68.98095306108236,2.2824903775630854,0.5327878913643493,4416.211109761264,5555.653286632012
2.11,94.2,10.4,48.84802964296513,0.0,1130.867298578199,-93.14685471186529,67.91405246062271,2.2469924123165357,0.5098186197342289,-1754.6229373962217,-623.7556388180226
2.84,97.6,9.1,53.605969816803054,0.0,1011.830985915493,-151.36232122260083,68.24005851388222,2.2303346049068375,0.49904003846913014,-1690.3522493093592,-678.5212633938662
3.9,101.0,9.1,57.91132963419162,0.0,859.9287435897436,-78.26426529418575,69.28120475596411,2.2317188006117332,0.4999356945134744,-871.425579382436,-11.496835792692423
4.74,105.0,16.7,63.96273055459718,58.6237441759919,863.12888185654,-9.733370416161087,72.22110823525303,2.2481944505917415,0.5105964092064209,-138.0775356092522,725.0513462472878
5.69,106.0,9.1,69.23770071283418,51.04121763447786,842.5060105448152,-35.5048903754741,78.29550652087471,2.29930536067905,0.5436681745570324,-384.6490865360044,457.85692400881084
6.32,108.0,11.5,71.41734313176316,42.90806725645091,807.031155063291,-52.55686645629708,86.81318183928845,2.327522701237166,0.5619264537416957,-515.7175101765639,291.31364488672705
7.37,110.0,23.0,74.55555780758401,39.91747066780395,754.2104748982362,-59.82730977641277,96.44382307536243,2.4039073445205013,0.6113518111603243,-538.0090550183191,216.201419879917
8.21,112.0,19.7,75.48106650014955,38.360050127577374,693.9575395858708,-57.005132228284424,106.28351831242419,2.508310632766826,0.6789068800255931,-514.7256947880329,179.23184479783788
9.16,113.0,9.1,77.29093737301936,41.986187638884296,652.171288209607,-50.653033951497626,115.17383754262255,2.616334271517515,0.7488045286289802,-459.7215117415284,192.44977646807865
10.85,114.0,9.1,77.96495238246479,30.776791105225062,560.2335299539171,-60.863506908857374,123.3490165839985,2.6874795049603355,0.7948396796802171,-472.9329888723816,87.30054108153553
12.21,114.0,9.1,75.47465799856266,30.00761685585498,466.537592137592,-51.42905395964137,129.74288984495087,2.7336798195735033,0.8247340009005021,-392.7900844088621,73.74750772872989
15.16,114.0,11.2,71.64346795067922,27.621872132273104,338.5743073878628,-43.377384660925166,133.98617625855627,2.7655399882799863,0.8453494041811676,-288.2466147696804,50.327692618182425
