r_kpc,v_obs_kmps,v_err_kmps,v_baryon_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.12,134.0,41.1,179.22611109991757,383.5820439833773,267683.32416666666,467903.9826388893,28.457633140086852,2.0711895026458222,0.3960637958296497,958443.2130538798,1226126.5372205465
0.24,208.0,35.5,278.78241067183563,441.45531124700653,323831.8020833334,31402.55828157356,32.470206486750804,2.095241983722285,0.4116271659379492,488179.8305341309,812011.6326174643
0.35,252.0,27.1,310.1887641420946,0.0,274905.9125714286,-446461.3763105152,37.485770150426596,2.1213633023466727,0.4285291956360823,-432680.2999586614,-157774.3873872328
0.47,272.0,11.6,322.3949010142685,0.0,221145.68553191487,-397912.3602905569,42.94804944626079,2.149792409854577,0.4469245004941381,-368752.61497056513,-147606.92943865026
0.59,276.0,12.6,325.34612061618316,0.0,179406.94610169492,-299382.37809659366,48.61930249688069,2.176974875214429,0.4645131545505128,-331435.56868227967,-152028.62258058475
0.71,271.0,16.3,325.57438397392383,0.0,149293.9147887324,-222236.91698999386,53.41024250606059,2.2080334412993516,0.48460987378193343,-301153.54911102407,-151859.63432229168
0.83,266.0,11.9,323.4782394535991,0.0,126070.0860240964,-173227.78816562655,57.24238415370937,2.222590625022917,0.494029227956005,-274696.85109815217,-148626.76507405576
0.94,262.0,12.2,320.7560320555172,0.0,109451.52351063829,-129279.16072822872,60.01288536414081,2.229560777826541,0.49853932682893837,-252318.585817214,-142867.0623065757
1.06,260.0,12.1,319.55599165091553,0.0,96335.87905660378,-97045.88644969348,62.031185520812656,2.23355604038842,0.5011244967219187,-228954.54767762733,-132618.66862102353
1.18,260.0,11.9,318.8563982422181,0.0,86160.51076271186,-77739.8027999517,63.24608319248998,2.2358561485763007,0.5026128020199592,-207620.47180656518,-121459.96104385333
1.3,259.0,8.04,317.7763746725046,0.0,77678.32638461537,-64829.77518500829,64.24954983925842,2.2354086434512315,0.5023232398802085,-189564.56972336702,-111886.24333875165
1.42,257.0,10.2,316.6290225168881,0.0,70601.36471830987,-55796.26475834473,65.00390964451302,2.241800750617633,0.5064593092231743,-173916.7373741557,-103315.37265584583
1.53,254.0,9.68,314.98116419875015,0.0,64845.18549019608,-48160.49405721475,66.14043332443183,2.248729973885788,0.5109429242790393,-162480.9708313558,-97635.78534115973
1.66,244.0,4.95,313.0672844613439,0.0,59042.846144578325,-40014.14414531247,67.8594600438648,2.257025325570455,0.5163105047808827,-151245.73165895703,-92202.8855143787
