r_kpc,v_obs_kmps,v_err_kmps,v_baryon_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
1.74,84.9,11.3,137.12,90.14088306471768,10805.68643678161,-864.063251418122,23.395633994613988,2.04100457782115,0.3765323738842736,-6135.928505926951,4669.757930854659
3.5,136.0,9.9,180.27,187.29448784492246,9284.935114285716,93.59722307875407,30.25550355489686,2.083569767820267,0.4040745556484081,737.7006505976552,10022.635764883371
5.24,162.0,8.0,241.53337243536345,256.71559841265014,11133.27671755725,245.27209935965251,38.663055859632685,2.122749730260498,0.4294262960509105,1443.6123031231054,12576.889020680355
6.98,179.0,6.5,266.0199325238618,212.215965938724,10138.482020057307,-1185.7189469675736,48.30645318324525,2.168208693368416,0.45884091923838677,-3686.388008695464,6452.094011361843
8.72,182.0,6.1,247.18580076533524,166.28576845807723,7006.974782110093,-1388.8327203115464,58.671856278688644,2.225174913722749,0.49570141476177876,-3835.99349865903,3170.9812834510626
10.47,179.0,7.0,235.3753226232521,159.5572384292217,5291.4558261700095,-816.6302703335998,67.6275028734674,2.2796312150677505,0.5309378450438385,-2859.888267893075,2431.5675582769345
12.19,174.0,6.2,225.54851761871547,147.36326724406314,4173.267744052502,-643.0545093796372,75.48752773365247,2.3275415583052186,0.5619386553739649,-2391.8130653941616,1781.4546786583405
13.94,171.0,7.2,206.5361714083032,121.94755466251058,3060.056678622669,-521.3334787940623,82.02846804198633,2.357439153032708,0.5812841578446934,-1993.2556679938307,1066.8010106288384
15.68,168.0,6.1,192.1140338444852,123.05730691057748,2353.8139030612247,-338.33137927086847,86.83412293956069,2.3759440792466395,0.5932579336301785,-1388.054924484435,965.7589785767896
17.42,165.0,5.6,181.09665319933444,126.03057290271185,1882.663478760046,-232.9360470121659,90.09209509268209,2.396392046715871,0.606488971404387,-970.8549077964544,911.8085709635916
19.28,171.0,8.6,170.92076205072337,126.51956647704759,1515.2441338174272,-168.3271587702823,92.11422222692674,2.4108735175565275,0.6158593348895177,-684.9951347748927,830.2489990425345
21.48,174.0,7.6,160.49922741247073,118.64970973717823,1199.2552141527,-143.63132712033052,93.41434358934059,2.414941341157676,0.6184914560432022,-543.8663118846998,655.3889022680003
