r_kpc,v_obs_kmps,v_err_kmps,v_baryon_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.12,6.48,2.6,2.296867431960321,0.0,43.96333333333334,-234.17543859649123,69.25066536112898,2.2411527872741153,0.5060400388244275,-60848.69874127048,-60804.73540793714
0.19,8.6,2.65,2.2887769659798662,0.0,27.57105263157895,-19.77106227106223,72.7365939965735,2.2628834160124214,0.5201010338903903,-6861.550193632183,-6833.979141000605
0.26,10.2,3.03,3.2727358585745967,85.95419211488786,41.195384615384626,190.4318751424014,77.20400109501922,2.298374236582249,0.5430656824943962,28374.662854319427,28415.858238934812
0.33,11.7,3.55,4.2304136913545465,86.3151597684079,54.23151515151515,173.00439560439548,81.7111345266689,2.34001155203762,0.5700074748478718,22522.455775290247,22576.68729044176
0.4,12.7,3.75,5.115310352266029,89.87387766375701,65.416,182.28704982960318,86.14363564176325,2.376904733760366,0.5938795336096485,20127.868715799905,20193.284715799906
0.47,14.1,3.43,6.122360655825497,98.14150793562844,79.75170212765958,243.3612121212121,89.44560267805007,2.4211272636153427,0.622494111751104,20413.345276338343,20493.096978466
0.55,16.0,3.33,7.487062174177533,103.17447117483319,101.92018181818182,297.7520933424845,90.7702264769681,2.4229753245948253,0.6236899159142988,19252.573458557243,19354.493640375425
0.62,18.1,2.66,8.782767217682592,103.22898180347572,124.41451612903226,308.0090532655752,89.50279059002023,2.419507214557116,0.6214458447134279,17063.041426100517,17187.45594222955
0.69,21.2,3.78,10.003929228058343,98.15923121167064,145.0414492753623,266.70176449187466,85.4655191296682,2.3961010595299905,0.6063006855782291,13819.066771110458,13964.10822038582
0.76,21.6,3.33,11.087474915416944,94.52997599564785,161.75276315789472,266.217703110579,79.05263238155098,2.351647770275057,0.5775367925309192,11596.031923339155,11757.784686497049
0.83,23.3,3.09,12.301174740649772,85.57191035927885,182.31192771084338,211.08740601503754,71.36142961640245,2.289895915690687,0.5375797101527974,8640.039689802958,8822.351617513801
0.9,24.5,3.26,13.121528112228392,67.30454927394291,191.30499999999998,107.94572990045593,63.089478874812556,2.222539056027002,0.49399585978217775,4841.919836631787,5033.224836631787
0.97,24.4,3.29,13.838410313327177,54.64413419264671,197.4243298969072,67.93818681318717,55.70224510954045,2.178592436396599,0.46555981178603456,2880.9070120247234,3078.3313419216306
1.04,25.3,2.78,14.451608906969495,40.025928268846386,200.81634615384618,32.58361527949162,50.022336389413596,2.1429565949004266,0.4425013261120407,1339.6403209450348,1540.4566670988809
1.11,25.4,2.78,14.973459854021716,0.0,201.98603603603604,-10.07536091359612,46.57612496703486,2.1252465601647716,0.4310418918713228,-401.66738079073957,-199.68134475470353
1.19,25.9,2.73,15.400422072138154,0.0,199.30504201680677,-56.926483626483595,46.01071362007337,2.135199648557894,0.4374821255374609,-1697.283044395792,-1497.9780023789854
1.26,26.7,2.67,15.612280422795385,0.0,193.4470634920635,-78.79863524357145,47.75305793477744,2.154157472655781,0.449748952894917,-2116.7717771198727,-1923.3247136278092
1.33,27.1,3.16,15.824139787046878,0.0,188.27323308270675,-84.73514739229014,51.16092786543499,2.174078641108531,0.4626391207172847,-2260.7389245442514,-2072.465691461545
1.4,28.6,3.34,15.94420898006546,0.0,181.5841428571429,-92.24632865948637,55.526311156336895,2.2041929000443714,0.4821248176757697,-2470.4791492886397,-2288.8950064314968
1.48,28.9,3.21,16.067535591994186,0.0,174.4362837837838,-85.25987711213543,59.849809051432764,2.234209772236707,0.5015474996825751,-2386.8356474608167,-2212.399363677033
1.55,30.4,4.14,16.175057959710685,0.0,168.79516129032257,-63.34338505171882,63.805436199268804,2.248918942696876,0.5110651982156256,-1960.1666184939509,-1791.3714572036283
1.62,30.8,4.35,16.377438749694655,0.0,165.56820987654316,-70.27946990974289,67.3568026946781,2.25960050683301,0.5179767985390065,-2138.5139650402857,-1972.9457551637424
1.69,30.5,4.56,16.390109822694903,0.0,158.95603550295857,-92.32688916022249,70.24223166352841,2.271523350609818,0.5256915798063526,-2590.466377622987,-2431.5103421200283
1.75,33.0,4.04,16.393291310777098,0.0,153.56571428571425,-73.05794289779139,72.41431390026025,2.2832225322954884,0.5332616385441395,-2189.2281314292295,-2035.6624171435153
1.83,32.1,4.35,16.497639225052776,0.0,148.72792349726777,-67.67318295739305,74.31529702955336,2.2938907754655,0.540164619418853,-2031.427725987028,-1882.6998024897603
1.9,32.9,4.36,16.5072105456979,0.0,143.4147368421053,-73.58379002761956,76.79435187329966,2.305994032507002,0.5479961386810013,-2149.4812364518966,-2006.0664996097912
1.97,34.2,4.9,16.51361862221603,0.0,138.42619289340104,-69.18894663128435,80.40034105148182,2.3138503455864545,0.5530796353794706,-2075.183077042039,-1936.7568841486377
2.04,32.6,3.98,16.516830809813364,0.0,133.72828431372548,-53.902393382112976,85.15744793252036,2.320038001885166,0.5570834129845192,-1756.471122486964,-1622.7428381732386
2.11,33.7,4.73,16.617957154837054,0.0,130.87985781990523,-59.765122213268796,91.04333102251793,2.3562274300816135,0.5805001018175147,-1966.133732070565,-1835.2538742506597
2.19,33.8,4.67,16.52973381515867,0.0,124.76351598173517,-66.22206098225901,97.69976700069587,2.4208636375626083,0.62232353018757,-2196.0658828234045,-2071.3023668416695
2.26,34.9,3.74,16.532973114355446,0.0,120.94654867256638,-52.229589936980204,104.91298630311951,2.492203984696006,0.6684849312738862,-1905.6572280326468,-1784.7106793600803
2.33,36.1,5.47,16.54272347589719,0.0,117.45137339055793,-85.23130004214062,112.58674727895448,2.5671918249694134,0.7170064749802086,-2851.35978496477,-2733.908411574212
2.4,37.2,5.39,16.175104327329702,0.0,109.01416666666668,-118.43146776500994,119.71765096191407,2.6297142881034645,0.7574621864198887,-3652.4059128516315,-3543.3917461849646
2.48,37.6,7.1,15.723323440036461,0.0,99.68665322580645,-120.17287581699357,125.39181103769292,2.6764509275917,0.7877035413828646,-3735.5793001973657,-3635.8926469715593
2.55,35.6,4.73,15.232202729743324,0.0,90.98823529411766,-116.9586462693917,129.59847941800453,2.7169041775953175,0.8138791737381466,-3692.5275238537874,-3601.53928855967
2.62,38.3,7.78,14.774254634329273,0.0,83.3124427480916,-109.65417922894326,132.39382768090456,2.7402087305862093,0.8289585903793119,-3525.502683422678,-3442.190240674586
