galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
F571-8,0.22,12.4,7.0,0.92,38.29,0.0,698.909090909091,38.3010508994205,-25.901050899420504,25.901050899420504,-2.0887944273726213
F571-8,0.78,37.5,4.0,2.67,85.69,0.0,1802.8846153846152,85.73158694436958,-48.23158694436958,48.23158694436958,-1.2861756518498555
F571-8,1.33,56.5,4.0,3.9,104.0,0.0,2400.187969924812,104.07309931005226,-47.57309931005226,47.57309931005226,-0.8420017577000399
F571-8,2.33,69.1,4.0,5.34,114.45,0.0,2049.2746781115875,114.57450894505287,-45.474508945052875,45.474508945052875,-0.6580970903770316
F571-8,3.44,85.5,7.5,7.09,107.32,0.0,2125.0726744186045,107.55394228014146,-22.053942280141456,22.053942280141456,-0.2579408453817714
F571-8,3.78,87.1,8.4,7.29,103.7,0.0,2006.9867724867722,103.95592383313227,-16.85592383313228,16.85592383313228,-0.19352380979485972
F571-8,4.77,105.0,4.0,8.42,92.03,0.0,2311.3207547169814,93.26807820096667,11.73192179903333,11.73192179903333,0.1117325885622222
F571-8,5.44,112.0,6.7,8.94,86.43,0.0,2305.882352941176,89.55328960730192,22.44671039269808,22.44671039269808,0.20041705707766141
F571-8,6.11,116.0,4.0,9.45,81.42,0.0,2202.291325695581,87.47989097019513,28.52010902980487,28.52010902980487,0.2458630088776282
F571-8,7.22,124.0,4.0,10.47,76.23,0.0,2129.639889196676,88.55414833372804,35.44585166627196,35.44585166627196,0.28585364246993517
F571-8,9.33,135.0,4.0,11.28,68.45,0.0,1953.3762057877814,95.2437549662644,39.756245033735595,39.756245033735595,0.294490703953597
F571-8,11.1,140.0,4.0,11.8,64.24,0.0,1765.7657657657658,103.39200830156895,36.60799169843105,36.60799169843105,0.2614856549887932
F571-8,15.55,144.0,5.0,11.28,55.43,0.0,1333.5048231511253,121.49395618317797,22.50604381682203,22.50604381682203,0.156291970950153
