r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,mean_dw_pert,mean_sigma,mean_beta,r_scale,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms
0.87,20.9,19.68121185293223,4.7,UGC07089,4.05,19.26,0.0,502.0804597701149,UGC07089,UGC7089,Bizyaev_2014,,False,unique_to_2014,NGC04111,,EON_181.763_43.066,NGC04111,NGC04111,181.762695,43.065773,r,27.73,0.29,9.19,1.18,0.3314100252434186,3.017410228509249,20.2,0.14,0.22,10.47,0.46,SC,784.0,NGC4111,NED,thick_like,NGC04111,NGC04111,NGC4111,181.762695,43.065773,NGC4111,NGC4111,NED,,True,coord_review,UGC07089,142.0,0.2132645667274477,Bizyaev_2014,0.35,1,2.046092605687848,0.0,1.0,0.04609260568784812,0.04609260568784812,0.12122355295904055,9025.37142556223,0.023491698467788424,0.012240115071102084,0.9720856412825526,2.3541082460195466,0.7830566156262808,1.2240115072102085,0.9416432984082187,1.0,9025.37142556223,1445.4849927092803,35.462260836797675,40.55763853649611,-19.65763853649611,1.2187881470677695
1.74,36.4,34.07028323921009,3.9,UGC07089,8.89,32.89,0.0,761.4712643678159,UGC07089,UGC7089,Bizyaev_2014,,False,unique_to_2014,NGC04111,,EON_181.763_43.066,NGC04111,NGC04111,181.762695,43.065773,r,27.73,0.29,9.19,1.18,0.3314100252434186,3.017410228509249,20.2,0.14,0.22,10.47,0.46,SC,784.0,NGC4111,NED,thick_like,NGC04111,NGC04111,NGC4111,181.762695,43.065773,NGC4111,NGC4111,NED,,True,coord_review,UGC07089,142.0,0.2132645667274477,Bizyaev_2014,0.35,1,2.046092605687848,0.0,1.0,0.04609260568784812,0.04609260568784812,0.12122355295904055,9025.37142556223,0.023491698467788424,0.012240115071102084,0.9720856412825526,2.3541082460195466,0.7830566156262808,1.2240115072102085,0.9416432984082187,1.0,9025.37142556223,361.37124817732007,25.075605113905766,42.303311594112074,-5.9033115941120755,2.329716760789907
2.61,43.4,44.03643264389158,3.9,UGC07089,12.07,42.35,0.0,721.6704980842912,UGC07089,UGC7089,Bizyaev_2014,,False,unique_to_2014,NGC04111,,EON_181.763_43.066,NGC04111,NGC04111,181.762695,43.065773,r,27.73,0.29,9.19,1.18,0.3314100252434186,3.017410228509249,20.2,0.14,0.22,10.47,0.46,SC,784.0,NGC4111,NED,thick_like,NGC04111,NGC04111,NGC4111,181.762695,43.065773,NGC4111,NGC4111,NED,,True,coord_review,UGC07089,142.0,0.2132645667274477,Bizyaev_2014,0.35,1,2.046092605687848,0.0,1.0,0.04609260568784812,0.04609260568784812,0.12122355295904055,9025.37142556223,0.023491698467788424,0.012240115071102084,0.9720856412825526,2.3541082460195466,0.7830566156262808,1.2240115072102085,0.9416432984082187,1.0,9025.37142556223,160.6094436343645,20.47414584019786,48.56334057584683,-5.163340575846831,-0.636432643891581
4.37,59.7,52.13794971035973,3.9,UGC07089,14.33,50.13,0.0,815.5812356979405,UGC07089,UGC7089,Bizyaev_2014,,False,unique_to_2014,NGC04111,,EON_181.763_43.066,NGC04111,NGC04111,181.762695,43.065773,r,27.73,0.29,9.19,1.18,0.3314100252434186,3.017410228509249,20.2,0.14,0.22,10.47,0.46,SC,784.0,NGC4111,NED,thick_like,NGC04111,NGC04111,NGC4111,181.762695,43.065773,NGC4111,NGC4111,NED,,True,coord_review,UGC07089,142.0,0.2132645667274477,Bizyaev_2014,0.35,2,2.0150102292409753,0.03108237644687284,0.9294416228393915,0.04609260568784812,0.042840386231409726,0.21461559494351373,9025.37142556223,0.023491698467788424,0.012240115071102084,0.9720856412825526,2.3541082460195466,0.7830566156262808,1.2240115072102085,0.9416432984082187,1.0,9025.37142556223,101.4293135578668,21.053410655945463,56.22821267164623,3.47178732835377,7.5620502896402755
5.24,64.5,53.93761303580276,4.4,UGC07089,18.1,50.81,0.0,793.9408396946565,UGC07089,UGC7089,Bizyaev_2014,,False,unique_to_2014,NGC04111,,EON_181.763_43.066,NGC04111,NGC04111,181.762695,43.065773,r,27.73,0.29,9.19,1.18,0.3314100252434186,3.017410228509249,20.2,0.14,0.22,10.47,0.46,SC,784.0,NGC4111,NED,thick_like,NGC04111,NGC04111,NGC4111,181.762695,43.065773,NGC4111,NGC4111,NED,,True,coord_review,UGC07089,142.0,0.2132645667274477,Bizyaev_2014,0.35,2,2.0150102292409753,0.03108237644687284,0.9294416228393915,0.04609260568784812,0.042840386231409726,0.21461559494351373,9025.37142556223,0.023491698467788424,0.012240115071102084,0.9720856412825526,2.3541082460195466,0.7830566156262808,1.2240115072102085,0.9416432984082187,1.0,9025.37142556223,70.54460178905755,19.22638066237797,57.26185303825455,7.23814696174545,10.562386964197238
6.11,67.9,54.11803119109194,3.9,UGC07089,21.23,49.78,0.0,754.5679214402619,UGC07089,UGC7089,Bizyaev_2014,,False,unique_to_2014,NGC04111,,EON_181.763_43.066,NGC04111,NGC04111,181.762695,43.065773,r,27.73,0.29,9.19,1.18,0.3314100252434186,3.017410228509249,20.2,0.14,0.22,10.47,0.46,SC,784.0,NGC4111,NED,thick_like,NGC04111,NGC04111,NGC4111,181.762695,43.065773,NGC4111,NGC4111,NED,,True,coord_review,UGC07089,142.0,0.2132645667274477,Bizyaev_2014,0.35,2,2.0150102292409753,0.03108237644687284,0.9294416228393915,0.04609260568784812,0.042840386231409726,0.21461559494351373,9025.37142556223,0.023491698467788424,0.012240115071102084,0.9720856412825526,2.3541082460195466,0.7830566156262808,1.2240115072102085,0.9416432984082187,1.0,9025.37142556223,51.8852531221985,17.80502447559769,56.97174910933166,10.928250890668345,13.781968808908069
6.98,70.3,54.096145888593576,6.1,UGC07089,23.49,48.73,0.0,708.035816618911,UGC07089,UGC7089,Bizyaev_2014,,False,unique_to_2014,NGC04111,,EON_181.763_43.066,NGC04111,NGC04111,181.762695,43.065773,r,27.73,0.29,9.19,1.18,0.3314100252434186,3.017410228509249,20.2,0.14,0.22,10.47,0.46,SC,784.0,NGC4111,NED,thick_like,NGC04111,NGC04111,NGC4111,181.762695,43.065773,NGC4111,NGC4111,NED,,True,coord_review,UGC07089,142.0,0.2132645667274477,Bizyaev_2014,0.35,3,2.009372260474542,0.00563796876643341,0.9868153010082664,0.015010229240975281,0.014812323886636105,0.24690646101638045,9025.37142556223,0.023491698467788424,0.012240115071102084,0.9720856412825526,2.3541082460195466,0.7830566156262808,1.2240115072102085,0.9416432984082187,1.0,9025.37142556223,45.739002923702074,17.867798980496744,56.970617342692016,13.329382657307981,16.20385411140642
7.85,73.7,53.82706010920529,6.1,UGC07089,25.32,47.5,0.0,691.9350318471338,UGC07089,UGC7089,Bizyaev_2014,,False,unique_to_2014,NGC04111,,EON_181.763_43.066,NGC04111,NGC04111,181.762695,43.065773,r,27.73,0.29,9.19,1.18,0.3314100252434186,3.017410228509249,20.2,0.14,0.22,10.47,0.46,SC,784.0,NGC4111,NED,thick_like,NGC04111,NGC04111,NGC4111,181.762695,43.065773,NGC4111,NGC4111,NED,,True,coord_review,UGC07089,142.0,0.2132645667274477,Bizyaev_2014,0.35,3,2.009372260474542,0.00563796876643341,0.9868153010082664,0.015010229240975281,0.014812323886636105,0.24690646101638045,9025.37142556223,0.023491698467788424,0.012240115071102084,0.9720856412825526,2.3541082460195466,0.7830566156262808,1.2240115072102085,0.9416432984082187,1.0,9025.37142556223,36.16248152937539,16.848604690169356,56.40237477274868,17.297625227251324,19.87293989079471
8.72,77.6,53.22826692651189,6.1,UGC07089,26.4,46.22,0.0,690.5688073394494,UGC07089,UGC7089,Bizyaev_2014,,False,unique_to_2014,NGC04111,,EON_181.763_43.066,NGC04111,NGC04111,181.762695,43.065773,r,27.73,0.29,9.19,1.18,0.3314100252434186,3.017410228509249,20.2,0.14,0.22,10.47,0.46,SC,784.0,NGC4111,NED,thick_like,NGC04111,NGC04111,NGC4111,181.762695,43.065773,NGC4111,NGC4111,NED,,True,coord_review,UGC07089,142.0,0.2132645667274477,Bizyaev_2014,0.35,3,2.009372260474542,0.00563796876643341,0.9868153010082664,0.015010229240975281,0.014812323886636105,0.24690646101638045,9025.37142556223,0.023491698467788424,0.012240115071102084,0.9720856412825526,2.3541082460195466,0.7830566156262808,1.2240115072102085,0.9416432984082187,1.0,9025.37142556223,29.30654140597296,15.98602643123313,55.576986613706254,22.02301338629374,24.3717330734881
9.16,79.1,52.60427739262274,7.3,UGC07089,26.4,45.5,0.0,683.0578602620087,UGC07089,UGC7089,Bizyaev_2014,,False,unique_to_2014,NGC04111,,EON_181.763_43.066,NGC04111,NGC04111,181.762695,43.065773,r,27.73,0.29,9.19,1.18,0.3314100252434186,3.017410228509249,20.2,0.14,0.22,10.47,0.46,SC,784.0,NGC4111,NED,thick_like,NGC04111,NGC04111,NGC4111,181.762695,43.065773,NGC4111,NGC4111,NED,,True,coord_review,UGC07089,142.0,0.2132645667274477,Bizyaev_2014,0.35,3,2.009372260474542,0.00563796876643341,0.9868153010082664,0.015010229240975281,0.014812323886636105,0.24690646101638045,9025.37142556223,0.023491698467788424,0.012240115071102084,0.9720856412825526,2.3541082460195466,0.7830566156262808,1.2240115072102085,0.9416432984082187,1.0,9025.37142556223,26.558686405245115,15.597357708023665,54.86791017955801,24.232089820441985,26.495722607377253
