r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,mean_dw_pert,mean_sigma,mean_beta,r_scale,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms
0.16,24.5,23.21,2.83,NGC2403,0.0,23.21,0.0,3751.5625,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.0851523460390853,0.0,1.0,0.08515234603908528,0.08515234603908528,0.12006480791511026,28612.634302670824,0.026765157514591298,0.016460408497649757,0.9275698047405566,4.87089418483742,0.8921719171863766,1.6460408498649757,1.948357673935368,1.0,28612.634302670824,134194.15787091668,146.53008312065708,148.35689859034756,-123.85689859034756,1.2899999999999991
0.26,35.3,35.33,2.46,NGC2403,0.0,35.33,0.0,4792.653846153845,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.0851523460390853,0.0,1.0,0.08515234603908528,0.08515234603908528,0.12006480791511026,28612.634302670824,0.026765157514591298,0.016460408497649757,0.9275698047405566,4.87089418483742,0.8921719171863766,1.6460408498649757,1.948357673935368,1.0,28612.634302670824,50819.08937123472,114.94765433240048,120.25461378475683,-84.95461378475683,-0.030000000000001137
0.36,43.2,47.00922569028339,1.12,NGC2403,1.92,46.97,0.0,5184.000000000001,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.0851523460390853,0.0,1.0,0.08515234603908528,0.08515234603908528,0.12006480791511026,28612.634302670824,0.026765157514591298,0.016460408497649757,0.9275698047405566,4.87089418483742,0.8921719171863766,1.6460408498649757,1.948357673935368,1.0,28612.634302670824,26507.487974502063,97.68672208043805,108.40923840162674,-65.20923840162673,-3.809225690283384
0.46,52.0,56.726241722856976,1.25,NGC2403,2.29,56.68,0.0,5878.260869565217,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.0851523460390853,0.0,1.0,0.08515234603908528,0.08515234603908528,0.12006480791511026,28612.634302670824,0.026765157514591298,0.016460408497649757,0.9275698047405566,4.87089418483742,0.8921719171863766,1.6460408498649757,1.948357673935368,1.0,28612.634302670824,16235.210025971017,86.4187283633974,103.37341588603265,-51.373415886032646,-4.726241722856976
0.56,60.9,63.8246229914443,2.93,NGC2403,2.64,63.77,0.0,6622.874999999999,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.0851523460390853,0.0,1.0,0.08515234603908528,0.08515234603908528,0.12006480791511026,28612.634302670824,0.026765157514591298,0.016460408497649757,0.9275698047405566,4.87089418483742,0.8921719171863766,1.6460408498649757,1.948357673935368,1.0,28612.634302670824,10954.625132319728,78.32362398471517,101.03550155316223,-40.135501553162236,-2.924622991444302
0.66,65.8,67.62657465819188,1.25,NGC2403,3.0,67.56,0.0,6560.060606060605,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.0851523460390853,0.0,1.0,0.08515234603908528,0.08515234603908528,0.12006480791511026,28612.634302670824,0.026765157514591298,0.016460408497649757,0.9275698047405566,4.87089418483742,0.8921719171863766,1.6460408498649757,1.948357673935368,1.0,28612.634302670824,7886.525347785737,72.14642561858894,98.88609775665428,-33.08609775665428,-1.8265746581918876
0.76,71.7,70.9087053893949,1.25,NGC2403,3.34,70.83,0.0,6764.328947368422,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.0851523460390853,0.0,1.0,0.08515234603908528,0.08515234603908528,0.12006480791511026,28612.634302670824,0.026765157514591298,0.016460408497649757,0.9275698047405566,4.87089418483742,0.8921719171863766,1.6460408498649757,1.948357673935368,1.0,28612.634302670824,5947.66350674423,67.23261310647992,97.7152432587957,-26.015243258795692,0.7912946106051066
0.86,74.6,72.89295164829038,1.6,NGC2403,3.68,72.8,0.0,6471.116279069766,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.0851523460390853,0.0,1.0,0.08515234603908528,0.08515234603908528,0.12006480791511026,28612.634302670824,0.026765157514591298,0.016460408497649757,0.9275698047405566,4.87089418483742,0.8921719171863766,1.6460408498649757,1.948357673935368,1.0,28612.634302670824,4644.903247019291,63.20298088252318,96.47797257631707,-21.877972576317077,1.7070483517096164
0.96,74.6,74.9778453944897,1.03,NGC2403,4.02,74.87,0.0,5797.041666666666,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.0851523460390853,0.0,1.0,0.08515234603908528,0.08515234603908528,0.12006480791511026,28612.634302670824,0.026765157514591298,0.016460408497649757,0.9275698047405566,4.87089418483742,0.8921719171863766,1.6460408498649757,1.948357673935368,1.0,28612.634302670824,3727.6154964143525,59.820655935535996,95.91761139935554,-21.317611399355542,-0.3778453944897109
1.06,76.6,77.24371366007722,1.12,NGC2403,4.37,77.12,0.0,5535.43396226415,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.0851523460390853,0.0,1.0,0.08515234603908528,0.08515234603908528,0.12006480791511026,28612.634302670824,0.026765157514591298,0.016460408497649757,0.9275698047405566,4.87089418483742,0.8921719171863766,1.6460408498649757,1.948357673935368,1.0,28612.634302670824,3057.467463061113,56.929039258051596,95.9557544436225,-19.3557544436225,-0.6437136600772249
1.16,78.5,79.61182952300493,1.6,NGC2403,4.75,79.47,0.0,5312.284482758621,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.0851523460390853,0.0,1.0,0.08515234603908528,0.08515234603908528,0.12006480791511026,28612.634302670824,0.026765157514591298,0.016460408497649757,0.9275698047405566,4.87089418483742,0.8921719171863766,1.6460408498649757,1.948357673935368,1.0,28612.634302670824,2553.039864369402,54.41990667640387,96.43427628529446,-17.93427628529446,-1.1118295230049284
1.27,83.4,82.34121021699889,1.8,NGC2403,5.15,82.18,0.0,5476.818897637796,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.0851523460390853,0.0,1.0,0.08515234603908528,0.08515234603908528,0.12006480791511026,28612.634302670824,0.026765157514591298,0.016460408497649757,0.9275698047405566,4.87089418483742,0.8921719171863766,1.6460408498649757,1.948357673935368,1.0,28612.634302670824,2129.9339335950567,52.009769232959705,97.39143183907773,-13.99143183907772,1.0587897830011173
1.36,86.4,85.36800454502846,1.6,NGC2403,5.51,85.19,0.0,5488.941176470588,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.0851523460390853,0.0,1.0,0.08515234603908528,0.08515234603908528,0.12006480791511026,28612.634302670824,0.026765157514591298,0.016460408497649757,0.9275698047405566,4.87089418483742,0.8921719171863766,1.6460408498649757,1.948357673935368,1.0,28612.634302670824,1857.3585864486736,50.259403872013806,99.06414022021387,-12.664140220213866,1.0319954549715504
1.47,87.4,88.12843581954691,1.41,NGC2403,5.76,87.94,0.0,5196.435374149661,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.0851523460390853,0.0,1.0,0.08515234603908528,0.08515234603908528,0.12006480791511026,28612.634302670824,0.026765157514591298,0.016460408497649757,0.9275698047405566,4.87089418483742,0.8921719171863766,1.6460408498649757,1.948357673935368,1.0,28612.634302670824,1589.7868672754257,48.342390248051196,100.51670455648093,-13.116704556480926,-0.7284358195469025
1.67,93.3,94.184948372869,1.6,NGC2403,6.21,93.98,0.0,5212.508982035928,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,2,2.0281647992198613,0.05698754681922402,0.7576147178111515,0.08515234603908528,0.06451267061535912,0.2045764064212307,28612.634302670824,0.026765157514591298,0.016460408497649757,0.9275698047405566,4.87089418483742,0.8921719171863766,1.6460408498649757,1.948357673935368,1.0,28612.634302670824,2098.8453884632772,59.20364683643798,111.24691590661591,-17.946915906615914,-0.8849483728690046
