galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,sigma_scale,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,mean_dw_pert,mean_sigma,mean_beta,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
NGC3769,1,1.74,6.98,4.36,5.24,0.35,2.0239713525938265,126.80353346510815,108.625,6.875,4,37.16,1.74,3.0613478007192,0.3266535085510607,0.0,1.0,0.023971352593826545,0.023971352593826545,0.1256098875916511,3263.3776581955753,0.011191633752832164,0.007143687318633092,0.9786014324927018,0.37305445846107216,0.7143687319633093,1.22453912028808,1.0,3263.3776581955753,21.563446932868224,9.696217232885486,127.17371083625777
NGC3769,2,8.72,14.52,11.620000000000001,5.799999999999999,0.35,2.0070632580267427,93.98851101146455,120.5,4.95,4,37.16,1.74,3.0613478007192,0.3266535085510607,0.016908094567083864,0.9495552535941754,0.023971352593826545,0.022762123791226357,0.25763020558076394,3263.3776581955753,0.011191633752832164,0.007143687318633092,0.9786014324927018,0.37305445846107216,0.7143687319633093,1.22453912028808,1.0,3263.3776581955753,6.226612797158128,8.506070814599267,94.37263079333528
NGC3769,3,17.07,37.16,27.115,20.089999999999996,0.35,2.0025402906379273,63.51872460033542,118.5,11.575,4,37.16,1.74,3.0613478007192,0.3266535085510607,0.004522967388815413,0.9862490438839301,0.00706325802674268,0.0069661314755804634,0.3975797869251754,3263.3776581955753,0.011191633752832164,0.007143687318633092,0.9786014324927018,0.37305445846107216,0.7143687319633093,1.22453912028808,1.0,3263.3776581955753,1.7647062142273524,6.917370092656215,63.894275047550465
