galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_clipped,beta_hit_lower,beta_hit_upper,beta_mode
NGC5055,0.72,125.0,17.6,0.0,56387.54222222222,0.0,56387.54222222222,201.4920107597321,0.0,201.4920107597321,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,1.43,162.0,8.5,0.0,40333.04566433567,0.0,40333.04566433567,240.15881266362055,0.0,240.15881266362055,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,2.16,178.0,5.22,0.0,32096.213425925915,0.0,32096.213425925915,263.30176793937403,0.0,263.30176793937403,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,2.87,193.0,1.88,0.0,27471.589965156792,0.0,27471.589965156792,280.7907818999762,0.0,280.7907818999762,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,3.59,192.0,3.59,0.0,20818.99256267409,0.0,20818.99256267409,273.3865089941345,0.0,273.3865089941345,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,4.3,190.0,0.97,0.0,17234.433604651163,0.0,17234.433604651163,272.2279642138184,0.0,272.2279642138184,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,5.03,195.0,0.99,0.0,14910.33982107356,0.0,14910.33982107356,273.85946998415085,0.0,273.85946998415085,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,5.75,201.0,0.45,0.0,13303.369808695652,0.0,13303.369808695652,276.5761674475948,0.0,276.5761674475948,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,6.46,204.0,0.81,0.0,12168.493885448917,0.0,12168.493885448917,280.372021607007,0.0,280.372021607007,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,7.18,204.0,0.65,0.0,10650.847423398329,0.0,10650.847423398329,276.53767284042874,0.0,276.53767284042874,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,7.91,206.0,0.66,0.0,9398.215537294564,0.0,9398.215537294564,272.65341534629636,0.0,272.65341534629636,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,8.62,206.0,1.54,0.0,8369.92438515081,0.0,8369.92438515081,268.6051901955731,0.0,268.6051901955731,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,11.49,206.0,1.9,0.0,5344.052332463012,0.0,5344.052332463012,247.79661276942429,0.0,247.79661276942429,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,14.3,206.0,0.42,0.0,3687.393972027972,0.0,3687.393972027972,229.62955776641647,0.0,229.62955776641647,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,17.19,203.0,4.19,0.0,2659.3425247236764,0.0,2659.3425247236764,213.808554552899,0.0,213.808554552899,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,20.07,200.0,1.23,0.043968361335856694,1905.4091529646237,4.113812713076924,1909.5229656777005,195.55449803060014,9.08648563260042,195.76548705313573,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,22.96,194.0,4.09,0.13502808550578907,1418.2466071428573,11.043426235569163,1429.2900333784264,180.45204930950496,15.923475323203412,181.153247738948,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,25.85,188.0,5.2,0.19808283788932332,1097.5242166344292,14.38924178955346,1111.9134584239825,168.43693478569358,19.28631380694499,169.5374970331341,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,28.74,184.0,1.16,0.254128561124399,880.7361169102297,16.604213998377553,897.3403309086073,159.0985732179896,21.84502484121661,160.59128591026777,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,31.62,182.0,2.47,0.30926863259069304,727.1375205566095,18.366466748016258,745.5039873046258,151.63142286478748,24.09870698963482,153.53447846842826,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,34.51,180.0,3.85,0.3503040603223919,614.7984613155608,19.061269434058808,633.8597307496195,145.65951702515014,25.647697911691203,147.90030192048079,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,37.4,181.0,8.43,0.41627893678047995,519.3978743315507,20.900873790224633,540.2987481217754,139.3753224211517,27.9587674934787,142.15193695393108,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,40.29,180.0,4.55,0.45147585013080876,450.90578307272284,21.04208959171289,471.94787266443575,134.78499174611395,29.116761318012557,137.8940890308577,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,43.17,179.0,0.44,0.4815553380931002,396.09258281213806,20.94670715415451,417.0392899662926,130.76435599963776,30.071071611182237,134.17744276831652,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,45.92,179.0,1.96,0.5099051597392308,354.9231380662021,20.851588014535253,375.77472608073737,127.66389661920869,30.943576419468044,131.36047891823273,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,48.81,179.0,2.99,0.5423124843618895,315.5538311821348,20.863751575231404,336.4175827573662,124.10552969146862,31.911748845637476,128.14266352151046,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,51.7,174.0,3.39,0.5423144398670194,281.5027562862669,19.69755099523794,301.2003072815048,120.63868575212513,31.911806380300717,124.78804384416722,30735.85771548212,1877.8098305911121,False,True,structural
NGC5055,54.59,172.0,4.84,0.5634494177903271,250.83513464004392,19.381770576433684,270.2169052164776,117.01747732710699,32.52769367427569,121.45427475296006,30735.85771548212,1877.8098305911121,False,True,structural
