galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_clipped,beta_hit_lower,beta_hit_upper,beta_mode
NGC6015,0.34,35.5,2.1,0.0,5195.981764705882,0.0,5195.981764705882,42.03134306681146,0.0,42.03134306681146,22425.748080226782,1836.2383830840333,False,True,structural
NGC6015,0.67,62.4,4.2,0.000909018594867285,5806.299253731342,2.4913057236304823,5808.790559454973,62.37163217360918,1.291965492895388,62.385011620058485,22425.748080226782,1836.2383830840333,False,True,structural
NGC6015,1.0,90.7,3.8,0.21215201865598418,6489.3604000000005,389.5616797048781,6878.922079704878,80.55656646108994,19.737316932776807,82.93926741721847,22425.748080226782,1836.2383830840333,False,True,structural
NGC6015,1.32,104.0,2.0,0.3041120336531959,5728.3367424242415,423.0471128422284,6151.38385526647,86.95633674436843,23.63095827408913,90.11008095075567,22425.748080226782,1836.2383830840333,False,True,structural
NGC6015,1.65,105.0,2.4,0.22681259705454265,5174.49806060606,252.41333119910536,5426.911391805165,92.40087553697745,20.407890544554668,94.62771156737608,22425.748080226782,1836.2383830840333,False,True,structural
NGC6015,1.98,108.0,2.0,0.17285008704627147,4875.689949494949,160.29998199685855,5035.9899314918075,98.25408948232129,17.815554000753945,99.8561969251472,22425.748080226782,1836.2383830840333,False,True,structural
NGC6015,2.31,116.0,2.3,0.17667463439764358,4799.166277056277,140.44014934990986,4939.606426406187,105.29042739014787,18.011572529856792,106.81989910591702,22425.748080226782,1836.2383830840333,False,True,structural
NGC6015,2.63,130.0,3.3,0.2512986065229237,4822.050532319392,175.45404825586468,4997.504580575257,112.61435476883042,21.481251055581563,114.64483000516388,22425.748080226782,1836.2383830840333,False,True,structural
NGC6015,2.96,141.0,2.2,0.2623292909898378,4967.839898648649,162.73618686579752,5130.576085514446,121.26337493241725,21.94764481949625,123.23353931914299,22425.748080226782,1836.2383830840333,False,True,structural
NGC6015,3.28,146.0,1.6,0.21276708597721247,5122.542103658538,119.11313717326163,5241.655240831799,129.622290135609,19.76590726296919,131.12066652487815,22425.748080226782,1836.2383830840333,False,True,structural
NGC6015,3.61,150.0,1.4,0.1599706970272564,5238.143074792243,81.36962162054157,5319.512696412785,137.51253215616384,17.138971207460354,138.57648008969687,22425.748080226782,1836.2383830840333,False,True,structural
NGC6015,3.94,152.0,1.1,0.1051912563456573,5247.75497461929,49.02442194587001,5296.77939656516,143.79205332701804,13.898065421731467,144.46214321567686,22425.748080226782,1836.2383830840333,False,True,structural
NGC6015,4.27,155.0,1.3,0.08507494764705162,5148.107259953162,36.58498461554587,5184.692244568708,148.26468898561112,12.49871530631772,148.79057726989427,22425.748080226782,1836.2383830840333,False,True,structural
NGC6015,4.6,152.0,1.8,0.025561136189730205,4894.232282608696,10.203552040613253,4904.435834649309,150.04488828347334,6.851010099745946,150.20121450702993,22425.748080226782,1836.2383830840333,False,True,structural
NGC6015,4.94,150.0,2.4,0.0,4557.103684210527,0.0,4557.103684210527,150.04030191918437,0.0,150.04030191918437,22425.748080226782,1836.2383830840333,False,True,structural
NGC6015,5.3,147.0,5.5,0.0,4146.324773584905,0.0,4146.324773584905,148.24142909456856,0.0,148.24142909456856,22425.748080226782,1836.2383830840333,False,True,structural
NGC6015,5.63,145.0,3.8,0.0,3814.3470870337483,0.0,3814.3470870337483,146.54273813464795,0.0,146.54273813464795,22425.748080226782,1836.2383830840333,False,True,structural
