galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_clipped,beta_hit_lower,beta_hit_upper,beta_mode
UGC01230,0.78,19.8,10.7,0.0,580.4825641025641,0.0,580.4825641025641,21.27854318321628,0.0,21.27854318321628,9385.665273896713,1648.6810472840284,False,True,structural
UGC01230,2.35,55.4,10.7,0.4483550669285716,736.0015319148936,314.55085161655234,1050.552383531446,41.58850321903879,27.18813162574615,49.687001331323046,9385.665273896713,1648.6810472840284,False,True,structural
UGC01230,3.91,88.5,10.7,0.7997001386264113,579.3239130434782,337.199606665927,916.5235197094053,47.59366029210193,36.310473173228885,59.86323547941403,9385.665273896713,1648.6810472840284,False,True,structural
UGC01230,5.48,105.0,10.7,0.8452489811856393,527.014197080292,254.29671086074777,781.3109079410398,53.7404670616101,37.33022870967841,65.43381217319451,9385.665273896713,1648.6810472840284,False,True,structural
UGC01230,7.03,106.0,10.7,0.8029110391285257,459.0585775248933,188.2993190421515,647.3578965670448,56.808289888008424,36.38329579444838,67.46055153099718,9385.665273896713,1648.6810472840284,False,True,structural
UGC01230,8.6,103.0,10.7,0.7519865400784551,394.7866162790698,144.1611577255861,538.9477740046559,58.26804355733939,35.21059437782953,68.0804733858398,9385.665273896713,1648.6810472840284,False,True,structural
UGC01230,13.27,109.0,15.8,0.7742647876989872,273.389133383572,96.195605204123,369.584738587695,60.23183377583652,35.72835961891774,70.03134641757727,9385.665273896713,1648.6810472840284,False,True,structural
UGC01230,14.85,113.0,14.7,0.7957408326033941,250.80407407407407,88.34497166755747,339.14904574163154,61.02819430394447,36.22047527660603,70.96733987732124,9385.665273896713,1648.6810472840284,False,True,structural
UGC01230,25.8,105.0,10.4,0.7378650323207074,140.84072093023258,47.15132148220029,187.99204241243285,60.28010119434108,34.878418746278726,69.64333919507857,9385.665273896713,1648.6810472840284,False,True,structural
UGC01230,32.01,103.0,10.0,0.8024226204932425,95.2921493283349,41.328927407659904,136.6210767359948,55.22953648185,36.37222795374506,66.13048212677111,9385.665273896713,1648.6810472840284,False,True,structural
UGC01230,36.54,103.0,10.0,0.8854766277333277,69.5783278598796,39.95261450347325,109.53094236335284,50.42213898675859,38.208225998558376,63.263422559619016,9385.665273896713,1648.6810472840284,False,True,structural
