galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,beta_mode
F571-8,0.22,12.4,7.0,0.0,6668.047727272727,0.0,6668.047727272727,38.3010508994205,0.0,38.3010508994205,,1615.2625892510775,1615.2625892510775,formula
F571-8,0.78,37.5,4.0,0.0,9422.955128205127,0.0,9422.955128205127,85.73158694436958,0.0,85.73158694436958,,1615.2625892510775,1615.2625892510775,formula
F571-8,1.33,56.5,4.0,0.0,8143.766917293232,0.0,8143.766917293232,104.07309931005226,0.0,104.07309931005226,,1615.2625892510775,1615.2625892510775,formula
F571-8,2.33,69.1,4.0,0.0,5634.042103004292,0.0,5634.042103004292,114.57450894505287,0.0,114.57450894505287,,1615.2625892510775,1615.2625892510775,formula
F571-8,3.44,85.5,7.5,0.0,3362.747238372093,0.0,3362.747238372093,107.55394228014146,0.0,107.55394228014146,,1615.2625892510775,1615.2625892510775,formula
F571-8,3.78,87.1,8.4,0.0,2858.95082010582,0.0,2858.95082010582,103.95592383313227,0.0,103.95592383313227,,1615.2625892510775,1615.2625892510775,formula
F571-8,4.77,105.0,4.0,0.24546742923705894,1790.4438784067086,83.12250635770599,1873.5663847644146,92.41437821031963,19.9121660129243,94.53524028279749,,1615.2625892510775,1615.2625892510775,formula
F571-8,5.44,112.0,6.7,0.47295659384516775,1387.8802389705884,140.431818451786,1528.3120574223744,86.89113015722607,27.63962902026212,91.18123486977854,,1615.2625892510775,1615.2625892510775,formula
F571-8,6.11,116.0,4.0,0.6348011250450585,1099.5939279869067,167.8184138952174,1267.412341882124,81.96657184486857,32.02140704122444,87.99937163923262,,1615.2625892510775,1615.2625892510775,formula
F571-8,7.22,124.0,4.0,0.8535220313013975,820.0323822714682,190.95044408071118,1010.9828263521795,76.94565484808093,37.130340777627325,85.43591754211302,,1615.2625892510775,1615.2625892510775,formula
F571-8,9.33,135.0,4.0,1.163169200155013,515.8243193997856,201.3744580899776,717.1987774897632,69.3732001568329,43.34539991717104,81.80137281231588,,1615.2625892510775,1615.2625892510775,formula
F571-8,11.1,140.0,4.0,1.3198651326339013,384.32590990990985,192.06565509913986,576.3915650090497,65.31475790355499,46.172814204902565,79.98716379270147,,1615.2625892510775,1615.2625892510775,formula
F571-8,15.55,144.0,5.0,1.5972440573677087,205.76998713826367,165.91437760576602,371.6843647440297,56.566096736472815,50.79339102451875,76.02428475013535,,1615.2625892510775,1615.2625892510775,formula
