galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,beta_mode
UGC03546,0.63,262.0,73.6,0.0,251401.78428571427,0.0,251401.78428571427,397.97377313084337,0.0,397.97377313084337,,1794.8450277571424,1794.8450277571424,formula
UGC03546,0.79,250.0,55.5,0.0,182057.95810126583,0.0,182057.95810126583,379.24370383699187,0.0,379.24370383699187,,1794.8450277571424,1794.8450277571424,formula
UGC03546,0.95,241.0,42.9,0.0,137787.59621052633,0.0,137787.59621052633,361.7985854035364,0.0,361.7985854035364,,1794.8450277571424,1794.8450277571424,formula
UGC03546,1.11,234.0,31.9,0.0,108159.58099099099,0.0,108159.58099099099,346.49261882470165,0.0,346.49261882470165,,1794.8450277571424,1794.8450277571424,formula
UGC03546,1.27,228.0,28.8,0.0,87926.05551181102,0.0,87926.05551181102,334.1647654975012,0.0,334.1647654975012,,1794.8450277571424,1794.8450277571424,formula
UGC03546,1.43,225.0,24.2,0.0,73268.9241958042,0.0,73268.9241958042,323.68898900024385,0.0,323.68898900024385,,1794.8450277571424,1794.8450277571424,formula
UGC03546,1.59,222.0,12.2,0.0,62652.575408805045,0.0,62652.575408805045,315.622551317234,0.0,315.622551317234,,1794.8450277571424,1794.8450277571424,formula
UGC03546,1.9,221.0,6.34,0.0,49118.05942105264,0.0,49118.05942105264,305.49028282418413,0.0,305.49028282418413,,1794.8450277571424,1794.8450277571424,formula
UGC03546,2.06,221.0,12.2,0.0,44389.93053398058,0.0,44389.93053398058,302.3958612481328,0.0,302.3958612481328,,1794.8450277571424,1794.8450277571424,formula
UGC03546,2.22,222.0,16.9,0.0,40600.3968018018,0.0,40600.3968018018,300.2213864800441,0.0,300.2213864800441,,1794.8450277571424,1794.8450277571424,formula
UGC03546,2.38,222.0,26.0,0.0,37498.33882352941,0.0,37498.33882352941,298.74076789082534,0.0,298.74076789082534,,1794.8450277571424,1794.8450277571424,formula
UGC03546,2.79,221.0,13.1,0.0,31122.15953405018,0.0,31122.15953405018,294.67070621288434,0.0,294.67070621288434,,1794.8450277571424,1794.8450277571424,formula
UGC03546,2.86,221.0,11.8,0.0,30199.03692307692,0.0,30199.03692307692,293.886450181018,0.0,293.886450181018,,1794.8450277571424,1794.8450277571424,formula
UGC03546,3.02,220.0,22.9,0.0,28206.016258278145,0.0,28206.016258278145,291.8598449598711,0.0,291.8598449598711,,1794.8450277571424,1794.8450277571424,formula
UGC03546,4.17,205.0,8.45,0.0,17513.614796163067,0.0,17513.614796163067,270.24391519514364,0.0,270.24391519514364,,1794.8450277571424,1794.8450277571424,formula
UGC03546,5.56,190.0,13.3,0.0,10608.518992805757,0.0,10608.518992805757,242.86491224547032,0.0,242.86491224547032,,1794.8450277571424,1794.8450277571424,formula
UGC03546,6.96,190.0,8.87,0.0,7460.347284482758,0.0,7460.347284482758,227.86842058521404,0.0,227.86842058521404,,1794.8450277571424,1794.8450277571424,formula
UGC03546,8.35,198.0,3.19,0.0,5678.315077844312,0.0,5678.315077844312,217.7474015918445,0.0,217.7474015918445,,1794.8450277571424,1794.8450277571424,formula
UGC03546,9.73,204.0,2.56,0.0,4642.513062692703,0.0,4642.513062692703,212.53623714557477,0.0,212.53623714557477,,1794.8450277571424,1794.8450277571424,formula
UGC03546,11.14,204.0,1.09,0.012574629983609916,3688.988590664272,2.02598851902766,3691.0145791832997,202.7198384470548,4.750738058656585,202.7754975634432,,1794.8450277571424,1794.8450277571424,formula
UGC03546,12.51,201.0,0.57,0.06762552325417825,3016.9893605115913,9.702424793144433,3026.6917853047357,194.27438559933734,11.01713820201221,194.58652120371093,,1794.8450277571424,1794.8450277571424,formula
UGC03546,13.88,203.0,0.75,0.14853174205963413,2553.848667146974,19.206877427942413,2573.0555445749164,188.2748509493501,16.327628691878093,188.98150956826396,,1794.8450277571424,1794.8450277571424,formula
UGC03546,15.35,202.0,0.89,0.19661132795813716,2175.971446254072,22.989372272729078,2198.960818526801,182.75984706712796,18.785283186217644,183.72274917490864,,1794.8450277571424,1794.8450277571424,formula
UGC03546,16.72,198.0,1.58,0.22856283815015688,1856.7466387559812,24.535578563628565,1881.2822173196098,176.1953569195284,20.254255690690528,177.355684074641,,1794.8450277571424,1794.8450277571424,formula
UGC03546,18.08,195.0,1.5,0.27769220110517373,1582.1724391592923,27.56717181419013,1609.7396109734823,169.13213089179715,22.325198014811818,170.5992150228147,,1794.8450277571424,1794.8450277571424,formula
UGC03546,19.45,194.0,2.16,0.3489525096855278,1350.4769408740358,32.20132015076842,1382.6782610248042,162.07028259369451,25.026299705159087,163.99113444614144,,1794.8450277571424,1794.8450277571424,formula
UGC03546,20.92,192.0,6.21,0.4143909342689023,1147.2715200764817,35.55294014914799,1182.8244602256298,154.9223037525585,27.272101274382507,157.30444274692363,,1794.8450277571424,1794.8450277571424,formula
UGC03546,22.92,190.0,3.14,0.5047762234457587,930.8215924956369,39.52858179675603,970.3501742923929,146.06310588235485,30.099752403992433,149.13224331036412,,1794.8450277571424,1794.8450277571424,formula
UGC03546,25.02,191.0,14.6,0.6107930272227761,768.3316147082336,43.81610023579266,812.1477149440262,138.6494031721738,33.110101599051795,142.54801236039575,,1794.8450277571424,1794.8450277571424,formula
UGC03546,29.23,193.0,18.6,0.7899653498553701,551.9699828942867,48.507197409796184,600.4771803040828,127.02000866005324,37.654553247759324,132.4837649687249,,1794.8450277571424,1794.8450277571424,formula
