r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.37,183.0,47.6,337.67127760469924,41639.97972972973,22970.3984660336,25.762431356327426,2.169509619820592,0.3944015698827699,266527.29518699966,308167.27491672937
0.74,196.0,40.7,211.15088050333165,50139.02716216216,3178.0116873630377,3.9830943598537334,2.0448027202565884,0.22285192185671698,10110.559780178703,60249.58694234086
1.11,205.0,14.1,0.0,43991.708378378375,-13787.870434623806,46.78695723982863,2.25810295906239,0.49273658171395807,-145228.3198204399,-101236.61144206153
1.48,211.0,7.89,0.0,39936.00304054054,-8868.959809571332,44.124071789053886,2.247371844173443,0.4817319076691642,-90218.16000076655,-50282.15696022601
1.84,214.0,1.48,0.0,37517.3677173913,-6591.666348226993,43.366248592262316,2.2443028204439317,0.4785409704783561,-63799.88355128282,-26282.51583389152
2.21,214.0,1.5,0.0,35124.08660633484,-7882.910862964266,65.24291450402532,2.331546808265675,0.5620333644406396,-85678.2022365001,-50554.115630165266
2.6,213.0,2.64,0.0,31526.35546153846,-10829.458628266264,98.61025440165305,2.4717694655936495,0.6691393074701899,-122326.01630005617,-90799.66083851771
2.96,211.0,4.5,0.0,27001.99263513514,-10971.60657096515,114.02707744970824,2.546016742264555,0.7147965272652677,-124728.41658308034,-97726.42394794521
3.17,210.0,8.68,0.0,25272.539716088326,-8492.780273516775,107.97713104502418,2.515802133459647,0.6970305175151905,-101540.24353598978,-76267.70381990145
3.33,209.0,3.0,0.0,23859.66393393393,-8095.746889100869,110.95789012492772,2.530492568072994,0.7058025285878146,-97648.8734308502,-73789.20949691627
3.7,207.0,1.6,0.0,20981.793864864863,-7256.385188628428,116.97237580095486,2.561329499594793,0.7233986360643019,-88924.29722770529,-67942.50336284042
4.07,206.0,1.73,0.0,18489.938894348892,-6314.030423666909,120.73828243461875,2.581562392069126,0.7343680868421297,-78879.49019220102,-60389.55129785213
4.44,205.0,3.45,0.0,16309.41135135135,-5491.715733499517,123.90510794229924,2.5992047781442142,0.7435774183321409,-69801.21620305737,-53491.804851706016
4.81,205.0,2.77,0.0,14426.069251559253,-4718.022487738707,126.02453947134498,2.611364129100529,0.7497380695253554,-60979.50983748382,-46553.44058592457
5.18,206.0,7.48,0.0,12818.07471042471,-4116.61423086288,128.26787826309322,2.6245672927323636,0.7562600778446259,-53757.57414082584,-40939.499430401134
5.55,207.0,5.02,0.0,11379.774720720721,-3568.4625834811623,130.01202818472026,2.6350851740516013,0.7613337812890948,-47044.941010075425,-35665.1662893547
5.92,208.0,7.7,0.0,10177.412398648648,-2968.5104149127724,129.71200521844065,2.6332595373519676,0.7604607528105013,-39509.03372882154,-29331.62133017289
6.28,210.0,1.95,0.0,9212.762117834396,-2633.5765387683755,131.17776098883812,2.642245376298208,0.7647272223634873,-34963.991397977035,-25751.229280142637
6.34,210.0,4.78,0.0,9071.31025236593,-2201.279530013709,125.10717686220879,2.6060648879335524,0.74707156739867,-29365.044637280844,-20293.73438491491
6.65,212.0,1.96,0.0,8398.288691729324,-2006.096805436842,126.42125881216727,2.613673424648587,0.7508912619371081,-26544.29422436395,-18146.005532634626
7.03,214.0,0.76,0.0,7687.103456614509,-1750.5782708334323,126.73768939353398,2.615523115255281,0.751811107643786,-22850.84169736215,-15163.73824074764
7.39,215.0,2.22,0.0,7102.860771312585,-1531.1030397395975,126.53648842539185,2.614346196710618,0.7512262233326554,-19662.422401836124,-12559.561630523538
7.77,216.0,1.76,0.0,6554.087207207208,-1332.081618097369,126.18283011219836,2.612284246654248,0.7501981868240192,-16769.44770564688,-10215.36049843967
8.14,217.0,1.53,0.0,6103.799557739557,-1161.9839986872903,125.4058761086797,2.6077841823680936,0.7479397907047078,-14287.355646108583,-8183.556088369026
8.51,218.0,7.7,0.0,5694.219048178613,-1053.5115462514098,126.0601022103398,2.6115707009633,0.7498414423162927,-12694.30920608921,-7000.090157910598
8.88,218.0,6.86,0.0,5324.201013513513,-925.6115698542246,125.24983456004044,2.6068852793481927,0.747486227751098,-10865.869631718957,-5541.668618205444
9.25,218.0,8.37,0.0,5009.266486486486,-833.5414831684362,125.12634503748298,2.606175041486261,0.747127283192016,-9543.59612394351,-4534.329637457023
9.52,218.0,3.93,0.0,4790.734464285715,-798.5463842220631,126.37935251803506,2.6134289799560246,0.7507694455443831,-9030.811006125112,-4240.076541839397
9.62,218.0,4.05,0.0,4713.804324324324,-730.4903623228121,123.78453594802168,2.5985218038827034,0.7432269189578881,-8109.793486025493,-3395.989161701169
9.99,217.0,20.2,0.0,4447.403993993993,-686.2758349325644,125.18970346533482,2.60653931530687,0.7473114459195687,-7482.172563364899,-3034.7685693709063
10.4,217.0,4.2,0.0,4178.509173076923,-620.6993302826625,125.27903019676077,2.607053342701826,0.7475710901108518,-6586.887758878511,-2408.378585801588
10.71,216.0,3.16,0.0,4000.5004761904756,-555.9622682623136,123.71631753366981,2.598135791437855,0.7430286072073656,-5728.787640874133,-1728.2871646836575
11.12,215.0,6.72,0.0,3778.2163399280576,-454.70404673313686,119.03860537074068,2.5723351063364666,0.7294204508843374,-4429.116019844393,-650.8996799163356
12.67,212.0,1.82,0.0,3109.280544593528,-417.49291682266244,129.14030452570714,2.6297997719752333,0.7587975058148796,-3900.7914422029708,-791.510897609443
12.98,211.0,16.6,100.93109388251098,3001.679514637905,-270.44586916976033,112.66179983608568,2.539058863742786,0.7107999619082565,-2216.8501069090726,784.8294077288324
15.86,209.0,8.38,106.44738781645009,2246.5582219419925,-206.6729914242161,122.86415004104843,2.593338366201549,0.7405511386541443,-1532.1164582001434,714.4417637418492
19.05,215.0,13.2,133.0372487993058,1747.1744566929133,-131.3382998017517,122.05415447640007,2.588819736572709,0.7381958051808224,-818.0978389454912,929.0766177474221
22.14,215.0,13.9,141.38443832440728,1421.7536991869918,-94.98313764346018,123.44953833243014,2.5966290411311457,0.7422530557821168,-518.8829042317918,902.8707949551999
25.34,210.0,10.6,139.08573282456226,1149.7305209155488,-77.10222848532104,129.09681034345869,2.6295375692328093,0.7586709847326947,-386.3192709019137,763.4112500136351
28.53,196.0,12.8,135.3383281113507,929.0704591657903,-62.21057995430832,133.43131104909867,2.656401014269556,0.7712946895434392,-287.0633418865887,642.0071172792016
31.72,185.0,11.5,132.63882804166437,752.8270208070618,-47.12367641951558,134.77535099177697,2.6650514513458705,0.7752174598137391,-198.190869978997,554.6361508280647
34.91,182.0,10.8,131.7193791918778,628.4214036092811,-34.59144523411141,133.63851252256526,2.657724179525265,0.7718991192714696,-131.42928517061907,496.99211843866203
38.0,181.0,10.3,127.51258557968545,535.5927447368421,-30.04163717554659,137.13748961736712,2.6806577975832044,0.782125163302095,-107.7122320732472,427.88051266359486
