r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.77,35.1,3.96,84.35723034703442,23814.060259740258,-3817.2094746027096,13.740107386486114,2.1098649522090476,0.31767475358354064,-14572.316997632954,9241.743262107304
1.59,77.9,3.95,0.0,20683.948490566036,-5727.651053455658,58.740031995442564,2.3056960681780803,0.5387942696774043,-32487.61041021902,-11803.661919652983
2.36,115.0,6.7,0.0,14707.095084745763,-6098.553063248763,103.54554568886532,2.4945959912259372,0.6839045050848659,-38947.040698406905,-24239.94561366114
3.13,156.0,3.16,0.0,11292.176773162942,-3125.7293184851133,96.93915116715334,2.4642089391239774,0.6640983290216038,-24149.13983510469,-12856.963061941746
3.95,192.0,3.14,0.0,9737.185468354432,-1530.67220362853,77.99594789957202,2.383071957307206,0.6049183569260177,-12219.923814250109,-2482.7383458956774
4.73,204.0,2.9,0.0,8843.101247357294,-1277.7410059764666,83.51276471021559,2.4059776700933986,0.622609292846148,-10116.915277653268,-1273.8140302959746
5.5,209.0,3.36,0.0,7756.686909090909,-1293.9827172197258,100.08124089701231,2.47849268789035,0.6735584301127658,-10485.71025822758,-2729.0233491366716
6.27,220.0,3.25,18.86055169237552,6850.367862838917,-851.6064253346594,91.019901239367,2.438031050298907,0.6460434204803932,-6793.634145113117,56.73371772580049
7.08,231.0,3.49,179.87150282300033,6411.148757062147,-341.50528925327507,50.7247132497615,2.273853862119915,0.5084672229065627,-1841.4089932479353,4569.739763814211
7.86,235.0,4.65,217.77408223199313,6307.374452926209,-127.50834888752193,18.934780506919207,2.1371096890451753,0.3538595006465537,-273.5893521645172,6033.785100761692
8.66,245.0,6.0,221.4322890548144,6209.685565819862,-174.64545473712528,31.727447462619534,2.1958569120117186,0.42548711487062574,-547.7619357904301,5661.9236300294315
9.45,246.0,5.57,209.73702313563322,6029.68817989418,-280.95194410078346,58.74357560820653,2.305710127848465,0.5388072382961648,-1374.7020556828415,4654.986124211338
10.24,239.0,6.95,191.277045575891,5765.781494140624,-373.3022092104608,81.76556109738792,2.3986709117862466,0.617053793653837,-2192.841243726417,3572.940250414207
11.02,240.0,7.16,174.10690458375413,5443.603711433757,-431.3097767883086,97.36707552231456,2.466137367612523,0.6653913586069895,-2692.858319080176,2750.745392353581
11.79,240.0,4.85,160.12250091031132,5097.251340118746,-460.5821630715892,107.98003794786221,2.5158162852840174,0.6970390925356491,-2922.5935540481228,2174.6577860706234
12.47,246.0,7.68,151.38907775468743,4775.759574979952,-463.4113013098646,114.31872991643803,2.547514306441664,0.7156494702986138,-2937.856378234579,1837.903196745373
13.34,241.0,6.21,146.6391880445439,4378.963823088456,-441.06111402426643,119.22023731119428,2.573313486691653,0.7299493926400817,-2767.040924260636,1611.9228988278196
14.11,250.0,5.62,146.01793034536408,4052.4193479801556,-410.17925038303326,121.93724172749288,2.5881707982650957,0.7378557950407219,-2541.346634844536,1511.0727131356198
14.59,242.0,5.1,150.5531454737603,3866.239760109664,-377.60205429022045,121.83808395247718,2.5876210506133246,0.7375674102086862,-2312.692836734528,1553.546923375136
14.98,244.0,7.41,154.64504320752314,3723.9055607476635,-351.09052664078854,121.44742151934283,2.585460827404157,0.7364311314177572,-2127.4376442819294,1596.467916465734
15.75,248.0,5.08,153.07265524137458,3458.9747492063493,-329.6375296197998,124.07240030572363,2.6001539270748335,0.7440637230488577,-1971.2771122130337,1487.6976369933157
16.52,249.0,5.22,152.06454658667013,3216.263765133172,-308.139350722485,126.27350523507525,2.612812096192428,0.7504617632143067,-1816.528515217338,1399.735249915834
17.1,246.0,6.35,152.74030839598547,3042.986625730994,-288.2638143415712,127.2113556960205,2.618304950139308,0.7531881145231469,-1678.6824263800731,1364.304199350921
17.88,241.0,16.2,151.34770974119328,2824.2249776286353,-268.8974027461056,129.16602888363633,2.629954917018411,0.7588723369473498,-1543.1215523543347,1281.1034252743007
18.65,247.0,14.6,153.51004360546088,2626.195651474531,-241.9062228629541,129.51580091296432,2.6320693688136307,0.7598898895050946,-1362.638896099169,1263.5567553753622
19.62,234.0,20.9,156.9564838733291,2403.3081498470947,-209.23003198364125,129.29567254133042,2.6307375635736094,0.7592494771725501,-1147.6844072436995,1255.6237426033952
20.78,249.0,10.0,161.5497141024586,2180.5356833493747,-174.90473453886608,128.34355952017194,2.6250189751912076,0.7564801645150855,-924.6016060353171,1255.9340773140575
22.13,236.0,16.1,160.92127090884557,1964.2972661545411,-155.16242297367066,130.17983059073467,2.63610928180778,0.7618221208574716,-794.1366050195174,1170.1606611350237
23.0,245.0,22.1,160.49523262222758,1836.075104347826,-142.94287490638132,131.08227500314263,2.641654826809108,0.7644491777594462,-716.130769805959,1119.9443345418672
23.58,243.0,4.2,160.27338593578148,1757.0300975402884,-135.22303406997477,131.57785940715056,2.6447278550741737,0.7658924466793025,-667.651037348602,1089.3790601916862
25.03,238.0,7.76,152.92682599643499,1561.572345185777,-129.5609210872964,136.28676542828788,2.67497593285172,0.7796351716002694,-627.2289928348421,934.343352350935
25.9,247.0,6.14,151.16126697294652,1456.4487606177606,-120.83170640001926,137.398223969001,2.6824134430141715,0.7828888436886282,-574.2198558738835,882.2289047438771
