r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
1.07,22.1,7.17,23.73109763659721,316.6452336448598,42.21592349434218,16.527750764252197,2.1248452368276487,0.3378144022192989,209.67719162402759,526.3224252688874
1.78,42.7,10.66,24.847534221868738,346.61853932584273,1.1647627762596997,0.3806324719965487,2.005945874380357,0.16004812315698977,0.2353690488415489,346.8539083746843
2.49,60.6,7.69,9.048526288033592,318.29919678714856,-47.86528076217435,50.36811205294422,2.2724319479726542,0.5070673986008024,-285.41733815854013,32.88185862860843
2.97,76.8,11.1,0.0,289.65885521885525,-64.73053722065289,81.82867944170336,2.398933978740315,0.6172552216442936,-421.0944146241398,-131.43555940528455
3.04,81.6,17.5,0.0,282.6974013157895,-83.99265908827063,99.22569076048347,2.474574411174052,0.6709902034281261,-527.4215095616895,-244.72410824590003
3.19,87.0,8.93,18.373375895846653,271.18047021943573,-28.425661526237352,44.92045444151217,2.250589395431014,0.48505630807284594,-165.35572357050822,105.82474664892752
6.95,90.0,24.8,14.908820735201115,171.55306474820142,-20.74314072254063,95.24532747972772,2.456625460017072,0.6589648915039379,-139.57134737922837,31.98171736897305
8.58,97.8,9.4,33.55319902066053,159.37494172494172,-6.669302383679985,48.304869401071265,2.2641886430391445,0.4988732498462439,-28.160819986007606,131.21412173893413
9.26,93.7,25.3,37.215500676027524,156.14697624190066,-3.1006779659980097,22.69490946858305,2.155319667864633,0.3769685408409004,-6.57964464714849,149.56733159475218
9.89,103.0,23.8,39.18621817317791,155.31305358948433,-0.3281698265532795,1.5064861751855834,2.020469394256574,0.18409529833295563,-0.04918152518717829,155.26387206429715
10.08,97.4,11.0,37.38810787571728,155.87787698412697,-4.998009983519341,43.35497792927326,2.2442571206061177,0.4784933071140296,-17.200237050965033,138.67763993316194
11.84,106.5,9.48,32.65208414520648,145.5669341216216,-10.439489748223002,95.82271627829732,2.4592017399844996,0.6607175760566032,-55.519755149861105,90.0471789717605
14.56,112.0,11.0,25.032433085298283,109.10896291208792,-12.151123566337354,127.25112620687648,2.61853923879312,0.753303737880577,-66.07168913668022,43.0372737754077
15.43,111.5,9.4,35.1082140255629,101.94440051847052,-4.834556162420894,87.42700340470535,2.422547437526626,0.6349108850132835,-22.061918855169687,79.88248166330084
17.93,111.0,24.3,37.786590095680594,92.81650864472951,-3.402919926851801,81.27600527584015,2.3966327245720183,0.6154895755274555,-13.183134910262881,79.63337373446663
19.02,112.5,7.75,38.764581567825836,89.72791798107255,-2.971578140611752,78.8201608441968,2.3864645912188,0.6075900174699064,-10.721988216160756,79.0059297649118
20.1,106.0,10.7,38.7590816387233,86.368184079602,-3.110864723583836,86.81685110831859,2.4199450869407824,0.6330057517447285,-11.62856171755137,74.73962236205062
